staging_id,smws_code,staging_name,matched_whisky_id,matched_name,score,classification,age,abv
634,93.23,Heavenly Harbour,383db153-5ff5-55af-b798-483269f9139d,Glen Scotia SMWS 93.23 - Heavenly Harbour,0.9412,EXACT,14.0,64.5
635,93.26,Ginger Surprise,6930804a-cb30-545b-b9bf-a071bde3cf2d,Glen Scotia SMWS 93.26 - Ginger Surprise,0.9409,EXACT,14.0,65.3
636,93.27,Honeycomb and Fudge,8f1ebd93-a589-5854-b4c9-d477829f0a8b,Glen Scotia SMWS 93.27 - Honeycomb and Fudge,0.9421,EXACT,15.0,61.3
637,93.36,Campbeltown,4d5cc295-60dc-550a-877c-1dadbf07cc1f,Glen Scotia SMWS 93.36 - like whisky chocolate sauce over plum pudding,0.933,EXACT,17.0,57.5
638,93.37,Campbeltown,7734a93e-da20-5711-a082-4511a26dd3b4,Glen Scotia SMWS 93.37 - SMWS 93.37,0.9335,EXACT,17.0,64.3
639,93.39,Campbeltown,ee8f6868-3489-5852-8386-c71039cc13c6,Glen Scotia SMWS 93.39 - SMWS 93.39,0.9335,EXACT,10.0,59.6
640,93.44,Campbeltown,0f9afeae-b37e-5bc1-af6d-e25c0047c034,Glen Scotia SMWS 93.44 - SMWS 93.44,0.9335,EXACT,11.0,61.8
641,93.46,Campbeltown,2676fa53-9a48-500b-be55-022e0b89f713,Glen Scotia SMWS 93.46 - SMWS 93.46,0.9335,EXACT,12.0,59.8
642,93.47,Campbeltown,4f332474-6427-59b8-9f51-7305c5115a5d,Glen Scotia SMWS 93.47 - SMWS 93.47,0.9335,EXACT,9.0,59.7
643,93.51,Campbeltown,7ab379b2-80af-5a88-82e8-11ee90d344a2,Glen Scotia SMWS 93.51 - SMWS 93.51,0.9335,EXACT,12.0,61.4
644,93.52,Campbeltown,dc40d854-3c28-539e-851b-450dacb2ea9a,Glen Scotia SMWS 93.52 - SMWS 93.52,0.9335,EXACT,9.0,58.4
645,93.55,Campbeltown,f6d0bff2-8473-598c-bc31-fadcca6d70ed,Glen Scotia SMWS 93.55 - SMWS 93.55,0.9335,EXACT,13.0,61.4
646,93.57,Campbeltown,00746183-7cf4-562e-8703-cfb555d5535a,Glen Scotia SMWS 93.57 - SMWS 93.57,0.9335,EXACT,21.0,58.3
647,93.61,Campbeltown,68b1a646-fb86-5a55-a3ed-195febe9863f,Glen Scotia SMWS 93.61 - SMWS 93.61,0.9335,EXACT,14.0,58.3
648,93.63,Campbeltown,b3f50270-cce5-56af-b16c-8dbb48db390c,Glen Scotia SMWS 93.63 - SMWS 93.63,0.9335,EXACT,15.0,56.1
649,93.64,L I G H T LY P E AT E D,a28d8518-7e1a-59b5-8617-c21249581140,Glen Scotia SMWS 93.64 - SMWS 93.64,0.8855,STRONG,13.0,
650,93.66,SPICY & SWEET,885ea459-a075-568f-9d27-2b53e5272105,Glen Scotia SMWS 93.66 - SMWS 93.66,0.9325,EXACT,13.0,58.4
651,93.69,O I LY & C OA S TA L,3a64b472-c997-531f-ac13-2427ce5cfdc4,Glen Scotia SMWS 93.69 - SMWS 93.69,0.9351,EXACT,14.0,59.5
652,94.4,A Once in a Lifetime Dram,09f3e5e3-5c92-526c-b8e1-4b0fc4b7f27d,Fettercairn SMWS 94.4 - A Once in a Lifetime Dram,0.9435,EXACT,37.0,49.1
653,94.4,"Highland, Eastern",09f3e5e3-5c92-526c-b8e1-4b0fc4b7f27d,Fettercairn SMWS 94.4 - A Once in a Lifetime Dram,0.783,REVIEW,24.0,52.3
654,95.10,"Highlands, Speyside",941c8944-8dc4-5a57-be4a-1777dbf1c180,Auchroisk SMWS 95.10 - SMWS 95.10,0.9346,EXACT,19.0,59.0
655,95.13,"Highlands, Speyside",d0d64b84-2480-5b0d-a728-7633642c25aa,Auchroisk SMWS 95.13 - SMWS 95.13,0.9346,EXACT,19.0,58.4
656,95.15,"Speyside, Spey",a78b19b9-5976-53ea-a95b-d264da636bb5,Auchroisk SMWS 95.15 - SMWS 95.15,0.9326,EXACT,23.0,57.4
657,95.19,SPICY & SWEET,b05d58ed-985f-5d00-bb23-dacff70aab08,Auchroisk SMWS 95.19 - SMWS 95.19,0.9335,EXACT,17.0,53.2
658,95.20,SPICY & SWEET,c5d9ea95-7ed8-57f4-8592-40e63a734709,Auchroisk SMWS 95.20 - quiche Lorraine with brown sauce,0.9341,EXACT,17.0,53.2
659,95.7,Spiced Sponge Cake,85f639a6-a130-538b-b701-68da13fbc28d,Auchroisk SMWS 95.7 - Spiced Sponge Cake,0.9424,EXACT,9.0,58.1
660,96.9,YOUNG & SPRITELY,f15cc4a3-203e-57fc-a44e-a8290ce658f3,GlenDronach SMWS 96.9 - SMWS 96.9,0.9333,EXACT,8.0,59.1
661,97.10,Embark on a Journey,319488d7-4dee-5391-a1f0-71a6efbd0bf5,Littlemill SMWS 97.10 - Embark on a Journey,0.9423,EXACT,17.0,55.1
662,97.13,"Lemons, Chillies and Flowers",7389e104-5f42-5cf7-8500-9cc05b98c048,"Littlemill SMWS 97.13 - Lemons, Chillies and Flowers",0.944,EXACT,18.0,55.6
663,97.19,"Lowlands, Western Lowlands",3119907a-4791-5cd6-b7f4-0bfa9260601e,Littlemill SMWS 97.19 - SMWS 97.19,0.9347,EXACT,19.0,55.6
664,97.7,A Wholesome Appertif,9c699417-4417-54d0-892f-28b1f8cb8b02,Littlemill SMWS 97.7 - A Wholesome Appertif,0.9427,EXACT,16.0,56.2
665,99.11,"Highlands, Eastern Highlands",fa070f60-40ed-54a5-aebb-d581129b2e1b,"Glenugie SMWS 99.11 - chewing daf-
fodil bulbs",0.9327,EXACT,29.0,43.4
666,99.12,"Highlands, Eastern Highlands",58aba0e1-2345-5f34-9ecc-77a776384492,Glenugie SMWS 99.12 - SMWS 99.12,0.9333,EXACT,30.0,46.7
667,99.9,Real Ale in Real Pubs,807275df-da2c-5134-a5b8-7ccd788441eb,Glenugie SMWS 099.9 - Real Ale in Real Pubs,0.9431,EXACT,24.0,44.1
668,100.8,"Highlands, Speyside (Strathisla)",,,0.5357,CREATE,10.0,60.9
669,100.10,"Speyside, Deveron",99ed4dcf-fb57-5cd8-8067-72e071da1c56,Strathmill SMWS 100.10 - SMWS 100.10,0.9323,EXACT,8.0,60.3
670,100.12,"J U I C Y, OA K & VA N I L L A",4b3de087-6462-5231-a3d5-5f36575d60c2,Strathmill SMWS 100.12 - SMWS 100.12,0.8824,STRONG,10.0,
671,100.9,"Highlands, Speyside (Strathisla)",f9c3d580-5258-5d75-838b-033316008a87,Strathmill SMWS 100.9 - It's dancing on my tongue,0.9344,EXACT,11.0,58.6
672,104.5,Retsina and Chocolate Limes,61ea3423-f370-5b75-b4ad-cc595ad881fb,Glenburgie SMWS 104.5 - Retsina and Chocolate Limes,0.9438,EXACT,30.0,50.9
673,105.10,Orange and Aniseed,eec34799-b7ba-51d9-9d85-1e31d79fb37d,Tormore SMWS 105.10 - Orange and Aniseed,0.9424,EXACT,21.0,57.2
674,105.12,"Highlands, Speyside",4fc0f173-77cb-5d71-b84b-5b13ea7fa1b6,Tormore SMWS 105.12 - Spooky!,0.9342,EXACT,25.0,55.8
675,105.15,"Highlands, Speyside",58d83064-5861-570b-a198-39bb657e6b95,Tormore SMWS 105.15 - SMWS 105.15,0.9323,EXACT,28.0,55.4
676,105.17,"Speyside, Spey",86f400bb-59bb-51bc-8d50-28c056e653c7,Tormore SMWS 105.17 - SMWS 105.17,0.9326,EXACT,28.0,55.3
677,105.8,Fudge and Green Ivy,1bc43c3b-587f-53f6-a134-44e82d179d20,Tormore SMWS 105.8 - Fudge and Green Ivy,0.9429,EXACT,18.0,61.8
678,106.17,Fresh and Invigorating,1367015f-559d-53c6-b6d9-f04a3408c1a0,Cardhu SMWS 106.17 - Fresh and Invigorating,0.9435,EXACT,20.0,57.8
679,106.18,"Highlands, Speyside",71813f07-be84-5637-94d4-704c5c80b477,Cardhu SMWS 106.18 - SMWS 106.18,0.9331,EXACT,27.0,52.6
680,107.6,A Summer Meadow,a03064a7-81b2-5658-b4a3-821ce4ffb573,Glenallachie SMWS 107.6 - A Summer Meadow,0.9407,EXACT,13.0,59.0
681,108.7,Boozy Pineapples,629e3bd9-b38d-5fe6-bccf-8e8db91d912e,Allt-a-Bhainne SMWS 108.7 - Boozy Pineapples,0.9407,EXACT,10.0,59.4
682,112.11,"JUICY, OAK & VANILLA",775b7961-e960-5b8c-b37d-ee5a88a00a6c,Loch Lomond SMWS 112.11 - SMWS 112.11,0.9335,EXACT,15.0,58.9
683,112.7,"Highland, Western",95c556a9-36de-5187-937d-671083f8989f,Loch Lomond SMWS 112.7 - SMWS 112.7,0.9354,EXACT,13.0,58.5
684,112.8,"Highland, Western",5e18c7c5-206e-5096-88cf-f1faada90bd2,Loch Lomond SMWS 112.8 - Vegetarian!,0.933,EXACT,14.0,57.8
685,113.14,Sinful and Naughty,6cf984b4-46ee-5114-a41f-f3f929eaf99a,Braeval SMWS 113.14 - Sinful and Naughty,0.9424,EXACT,12.0,57.8
686,117.5,Ireland,24a282b9-b646-5271-89a6-037c3da7dc7f,Cooley SMWS 117.5 - SMWS 117.5,0.9311,EXACT,22.0,55.5
687,121.12,Perfect for a Picnic,6b03c73a-4145-560c-8aae-921a89a07b2b,Isle of Arran SMWS 121.12 - Perfect for a Picnic,0.9418,EXACT,10.0,52.4
688,121.30,"Highlands, Arran",275af4de-f687-57dc-a1a0-ff3a31986d4a,Isle of Arran SMWS 121.30 - SMWS 121.30,0.9358,EXACT,11.0,55.6
689,121.32,"Highlands, Arran",65c1fbdd-cc91-54b1-93e5-5b8333a1247c,Isle of Arran SMWS 121.32 - SMWS 121.32,0.9358,EXACT,9.0,56.3
690,121.38,"Highlands, Arran",806f6274-38fd-5002-b1cf-753e1ec00814,Isle of Arran SMWS 121.38 - full on,0.9363,EXACT,7.0,61.6
691,121.42,"Highlands, Arran",232c4321-c81d-5719-b92f-62ff50dc52e3,Isle of Arran SMWS 121.42 - SMWS 121.42,0.9358,EXACT,14.0,52.8
692,121.47,"Highlands, Arran",f812ec23-95b9-57ec-aa92-37fc7cc805c1,Isle of Arran SMWS 121.47 - SMWS 121.47,0.9358,EXACT,12.0,56.5
693,121.5,Creamy Toffees and Spangles,0490ef4d-b181-5fdb-b375-325b051a4d56,Isle of Arran SMWS 121.5 - Creamy Toffees and Spangles,0.9433,EXACT,5.0,57.7
694,121.52,"Highland, Island",85c759b9-d1b1-5bdb-8d08-3d9d67fb7f3e,Isle of Arran SMWS 121.52 - SMWS 121.52,0.9336,EXACT,9.0,59.9
695,121.55,"Highland, Island",643b2bfd-143f-5972-9c0d-1646b1fe2c51,Isle of Arran SMWS 121.55 - SMWS 121.55,0.9336,EXACT,12.0,56.1
696,121.57,"Highland, Island",04ce1849-cefd-5799-af77-53ae5eeac1aa,Isle of Arran SMWS 121.57 - SMWS 121.57,0.9336,EXACT,12.0,55.4
697,121.61,"Highland, Island",ab73dcf3-49b2-5f40-9291-d17d00881e1c,Isle of Arran SMWS 121.61 - SMWS 121.61,0.9336,EXACT,10.0,61.1
698,121.65,"Highland, Island",4516f723-86ae-5ecb-9ed5-7915078f513c,Isle of Arran SMWS 121.65 - SMWS 121.65,0.9336,EXACT,14.0,58.3
699,121.67,"Highland, Island",620b6b32-f1e9-5fcd-a2a7-14b689f7eb78,Isle of Arran SMWS 121.67 - SMWS 121.67,0.9336,EXACT,13.0,58.1
700,121.71,"Highland, Island",07a43842-2f5e-5c40-b700-a8f51b7e2c17,Isle of Arran SMWS 121.71 - SMWS 121.71,0.9336,EXACT,14.0,54.8
701,121.73,"Highland, Island",c83b4287-f2be-5883-b1d6-440eb78fe27c,Isle of Arran SMWS 121.73 - SMWS 121.73,0.9336,EXACT,14.0,55.6
702,121.74,"Highland, Island",62d73ded-e9ce-516e-b1b8-4409a04ad86b,Isle of Arran SMWS 121.74 - SMWS 121.74,0.9336,EXACT,14.0,55.7
703,121.77,SPICY & SWEET,a95bf596-46dc-5bf6-8243-123af1a81f4f,Isle of Arran SMWS 121.77 - SMWS 121.77,0.9338,EXACT,19.0,53.4
704,121.80,SPICY & SWEET,68e10f1f-3b18-5dd8-880c-7c687a7473b6,Isle of Arran SMWS 121.80 - SMWS 121.80,0.9338,EXACT,14.0,54.6
705,121.89,"SWEET, FRUITY & MELLOW",1b35eb12-f62a-5203-b665-f6ad2c75f660,Isle of Arran SMWS 121.89 - SMWS 121.89,0.9346,EXACT,16.0,54.1
706,122.12,"A Peated Highland Dram"" ""A Peated Highland Dram",dbb848a6-7eb6-51d8-af80-023a111fa87b,Loch Lomond SMWS 122.12 - A Peated Highland Dram,0.9393,EXACT,13.0,57.5
707,122.20,"Highlands, Western Highlands",462d11ab-27f1-5ee1-ae2a-9ede549f1041,Loch Lomond SMWS 122.20 - SMWS 122.20,0.9355,EXACT,16.0,55.1
708,123.3,"Highlands, Southwest Highlands",,,0.536,CREATE,8.0,59.5
709,123.4,"Highlands, Southwest Highlands",,,0.5358,CREATE,13.0,58.1
710,123.10,"Highland, Southern",ae41eccf-585d-51a7-bc3d-84740a59341d,Glengoyne SMWS 123.10 - SMWS 123.10,0.9338,EXACT,9.0,57.6
711,123.13,"J U I C Y, OA K & VA N I L L A",0bf77a63-8c48-5142-8447-3064ddfc0994,Glengoyne SMWS 123.13 - SMWS 123.13,0.8831,STRONG,9.0,
712,123.18,SPICY & SWEET,9b96950c-b57a-5a8d-8985-d101aeb14ccc,Glengoyne SMWS 123.18 - SMWS 123.18,0.9333,EXACT,10.0,57.4
713,123.5,"Highlands, Southwest Highlands",863941b9-5053-5a93-b7cd-a65db8d2d1d5,"Glengoyne SMWS 123.5 - a
fire-breather's dram",0.9359,EXACT,8.0,60.8
714,123.6,"Highlands, Southwest Highlands",b1f69a31-b7d8-5550-be63-da16d1b652a8,Glengoyne SMWS 123.6 - SMWS 123.6,0.9357,EXACT,10.0,59.5
715,123.8,"Highland, Southern",16dfd0a5-5971-561e-84f4-5e2d1cbc3b99,Glengoyne SMWS 123.8 - SMWS 123.8,0.9339,EXACT,12.0,59.2
716,123.9,"Highland, Southern",e7daaab4-f147-58c2-a490-85d30dc26f57,Glengoyne SMWS 123.9 - SMWS 123.9,0.9339,EXACT,16.0,56.6
717,125.15,A private membership club,96a86aa7-1497-5f93-9755-74d58a947f27,Glenmorangie SMWS 125.15 - Sweety Delights,0.9348,EXACT,13.0,56.9
718,125.23,"Highlands, Northern Highlands",cdabbd16-817c-5c8e-a9cc-f856ed6769d7,Glenmorangie SMWS 125.23 - SMWS 125.23,0.9348,EXACT,11.0,57.4
719,125.25,"Highlands, Northern Highlands",bc847c33-1103-5655-b5c1-36ea43c66417,"Glenmorangie SMWS 125.25 - like chew-
ing a toffee apple stick",0.9348,EXACT,16.0,52.9
720,125.27,"Highlands, Northern Highlands",3f3c7b3a-585f-548b-b359-94b6726f1b06,Glenmorangie SMWS 125.27 - SMWS 125.27,0.9348,EXACT,19.0,51.9
721,125.29,"Highlands, Northern Highlands",a0e3df1d-ca5a-505a-9256-4b706c45c6fd,Glenmorangie SMWS 125.29 - SMWS 125.29,0.9348,EXACT,12.0,57.2
722,125.38,"Highlands, Northern Highlands",56005555-ecad-5ec4-82b9-cf0a577bfedb,Glenmorangie SMWS 125.38 - SMWS 125.38,0.9348,EXACT,16.0,51.1
723,125.44,"Highlands, Northern Highlands",30863a05-50e1-5b00-aa7a-9ac342467ad5,Glenmorangie SMWS 125.44 - SMWS 125.44,0.9348,EXACT,10.0,55.9
724,125.47,"Highlands, Northern Highlands",66ee047c-3699-5587-887f-7b9ade94fa7a,Glenmorangie SMWS 125.47 - SMWS 125.47,0.9348,EXACT,15.0,56.1
725,125.48,"Highlands, Northern Highlands",bcf6a0e2-c9b6-5487-8771-c6c03dd4f5f3,Glenmorangie SMWS 125.48 - SMWS 125.48,0.9348,EXACT,12.0,52.1
726,125.51,"Highland, Northern",deeea9b1-bdcf-506c-a841-b49a9bc0b476,Glenmorangie SMWS 125.51 - SMWS 125.51,0.9336,EXACT,9.0,57.4
727,125.56,"Highland, Northern",3dcd6ab1-4d7a-5524-beb4-b3dc64037ecd,Glenmorangie SMWS 125.56 - SMWS 125.56,0.9336,EXACT,18.0,60.8
728,125.59,"Highland, Northern",4f03178c-c4dd-5d45-aaf6-b658e5b972d1,Glenmorangie SMWS 125.59 - SMWS 125.59,0.9336,EXACT,10.0,59.9
729,125.60,"Highland, Northern",68c9536f-0e2b-52cf-91d3-cca4bbb6092c,Glenmorangie SMWS 125.60 - SMWS 125.60,0.9336,EXACT,10.0,60.8
730,125.65,"Highland, Northern",d7508c9b-d23c-54f0-9fe7-c548dfbe9dc3,Glenmorangie SMWS 125.65 - SMWS 125.65,0.9336,EXACT,7.0,61.5
731,125.67,"Highland, Northern",7a129a19-ffd9-596b-824c-d3a4d3ed0ab7,Glenmorangie SMWS 125.67 - SMWS 125.67,0.9336,EXACT,14.0,58.7
732,125.7,A Lonely Man's Dram,0db5e21b-c412-51d2-a2dd-74098738ba8b,Glenmorangie SMWS 125.7 - A Lonely Man's Dram,0.9419,EXACT,13.0,52.9
733,125.70,"Highland, Northern",b5deaa5e-087f-59e1-9574-f5aaa6ba8eb9,Glenmorangie SMWS 125.70 - SMWS 125.70,0.9336,EXACT,8.0,59.3
734,125.73,"SW E E T, F R U I T Y & M E L LOW",b340942d-5301-5676-9bff-6a26051d6bd2,Glenmorangie SMWS 125.73 - SMWS 125.73,0.9334,EXACT,11.0,59.3
735,125.8,Highly Scoffable,75457a81-d010-5484-8d64-e54977f7f1d7,Glenmorangie SMWS 125.8 - Highly Scoffable,0.941,EXACT,11.0,57.8
736,127.1,"Islay, Loch Indaal",96cf9554-001b-51b6-9bff-9df3bcf9c1be,Bruichladdich SMWS 127.1 - licking the kiln,0.8359,STRONG,100.0,66.5
737,127.12,"Islay, Loch Indaal",f17ba6a3-6620-5604-9f1e-2e3235ede076,Bruichladdich SMWS 127.12 - SMWS 127.12,0.9342,EXACT,8.0,66.3
738,127.13,"Islay, Loch Indaal",119c6a93-c8e2-5a2f-aaa6-4d1ee8c7ec49,Bruichladdich SMWS 127.13 - hit the dirt,0.9355,EXACT,8.0,65.7
739,127.14,Islay,77414f74-ce5e-53fe-9820-96ee47e7d3ad,Bruichladdich SMWS 127.14 - SMWS 127.14,0.9327,EXACT,9.0,65.7
740,127.16,Islay,418cece7-9238-55c0-80fc-cf842e4204c7,Bruichladdich SMWS 127.16 - SMWS 127.16,0.9327,EXACT,9.0,65.4
741,127.23,Islay,c573a204-a6d4-5dbd-8253-d99e84d89966,Bruichladdich SMWS 127.23 - SMWS 127.23,0.9327,EXACT,9.0,65.7
742,127.24,Islay,cac9d1ae-0bae-5766-a32f-b8eb6702d985,Bruichladdich SMWS 127.24 - SMWS 127.24,0.9327,EXACT,8.0,66.0
743,127.26,Islay,619ecc49-104c-5b3d-8527-477690263190,Bruichladdich SMWS 127.26 - SMWS 127.26,0.9327,EXACT,9.0,65.5
744,127.27,Islay,4774d7b1-f99e-5ed0-b54e-5f6dac5ead08,Bruichladdich SMWS 127.27 - SMWS 127.27,0.9327,EXACT,8.0,66.4
745,127.3,"Islay, Loch Indaal",c797ea8f-618a-50d6-80c5-fa5f11448868,Bruichladdich SMWS 127.3 - SMWS 127.3,0.9344,EXACT,8.0,67.0
746,127.31,Islay,26a37f2b-0843-5a2e-a8fe-390288687d8e,Bruichladdich SMWS 127.31 - SMWS 127.31,0.9327,EXACT,10.0,64.2
747,127.32,Islay,544d8239-2c01-5e68-b3af-c0c4e846e788,Bruichladdich SMWS 127.32 - SMWS 127.32,0.9327,EXACT,10.0,65.2
748,127.34,Islay,c59452ea-8bf0-5cdd-bb76-f6e4abf531b7,Bruichladdich SMWS 127.34 - SMWS 127.34,0.9327,EXACT,9.0,63.2
749,127.38,Islay,e349007a-3331-5ff0-b64f-6334cd05893a,Bruichladdich SMWS 127.38 - SMWS 127.38,0.9327,EXACT,10.0,66.3
750,127.39,Islay,9074648c-a0ec-58db-b5d7-e5677d55b72a,Bruichladdich SMWS 127.39 - SMWS 127.39,0.9327,EXACT,11.0,66.7
751,127.43,Islay,d9d30288-9c63-5bcd-a771-3f34a2213932,Bruichladdich SMWS 127.43 - Like kissing a smoker,0.9322,EXACT,12.0,65.0
752,127.7,"Islay, Loch Indaal",3e065072-8bc7-5833-84d2-8ef1be27e36c,Bruichladdich SMWS 127.7 - SMWS 127.7,0.9344,EXACT,7.0,66.6
753,127.9,"Islay, Loch Indaal",,,0.4856,CREATE,9.0,65.1
754,128.2,Welsh,be0c8519-9a6d-5425-86ac-cd3c156dee76,Penderyn SMWS 128.2 - oh so creamy,0.9321,EXACT,7.0,60.5
755,128.3,Welsh,f054b5b7-53cc-5ced-9412-1cf8b9e8641d,Penderyn SMWS 128.3 - SMWS 128.3,0.9322,EXACT,5.0,61.3
756,128.5,Wales,82179330-8ad9-50fa-9730-41192fce0d4d,Penderyn SMWS 128.5 - SMWS 128.5,0.9322,EXACT,9.0,60.2
757,129.1,Islay,6f6f9495-5f31-5e8e-9d83-49d809ce9155,Kilchoman SMWS 129.1 - SMWS 129.1,0.9321,EXACT,5.0,60.2
758,129.3,Islay,2011247b-c342-5468-b8f6-b03491eda7f4,Kilchoman SMWS 129.3 - SMWS 129.3,0.9321,EXACT,4.0,60.2
759,129.4,Islay,5b4b4ad8-0fff-53d3-a6a4-7609919007c7,Kilchoman SMWS 129.4 - SMWS 129.4,0.9321,EXACT,4.0,59.2
760,129.6,Islay,73f62294-1292-58c7-82e8-54cf5233c157,Kilchoman SMWS 129.6 - SMWS 129.6,0.9321,EXACT,6.0,58.9
761,39.52,Linseed Oil on a Cricket Bat,c79bbbcc-7ec6-5f12-99d1-56685992deda,Linkwood SMWS 039.52 - Linseed Oil on a Cricket Bat,0.9442,EXACT,16.0,59.6
762,5.42,,,,0.3834,CREATE,,
763,50.62,,,,0.3834,CREATE,,
764,53.121,Lucky Tatties and Drying Smoke,361c1dd2-c51e-52bb-a001-2a76e661a567,Caol Ila SMWS 53.121 - Lucky Tatties and Drying Smoke,0.9445,EXACT,10.0,58.7
765,53.132,Islay,2552a877-8167-5645-9a2f-be7cf6449316,Caol Ila SMWS 53.132 - SMWS 53.132,0.9331,EXACT,13.0,57.7
766,53.136,"Islay, North Shore",b4b5b500-b1f7-5e6e-b66e-9b013fb33f4f,"Caol Ila SMWS 53.136 - Don't go
 near a naked flame!",0.9346,EXACT,17.0,55.0
767,64.60,,,,0.3834,CREATE,,
768,70.6,"A Highland Brute"" ""A Highland Brute",69447d22-fdd9-5c9e-a755-d1dcf8fd1879,Balblair SMWS 70.6 - A Highland Brute,0.9389,EXACT,12.0,64.4
769,G1.10,"DEEP, RICH & DRIED FRUITS",a9819013-a5a4-5c41-ac2f-65c5246e9163,North British SMWS G1.10 - SMWS G1.10,0.9352,EXACT,21.0,61.1
770,G1.11,G1.11,27b07f1f-f2fb-512a-a212-d1c275ae2f26,North British SMWS G1.11 - SMWS G1.11,0.9348,EXACT,21.0,65.1
771,G1.12,G1.12,152e8a93-cab4-5a10-9807-123149aa12ab,North British SMWS G1.12 - SMWS G1.12,0.9348,EXACT,23.0,60.3
772,G1.14,SPICY & DRY,8a464a45-a609-5871-b175-9d0733d4a0a1,North British SMWS G1.14 - SMWS G1.14,0.9325,EXACT,37.0,54.1
773,G1.6,G1.6,06e74a41-dbab-563f-92f0-95dffc984aa9,North British SMWS G1.6 - SMWS G1.6,0.9341,EXACT,18.0,64.2
774,G1.8,G1.8,38c38fa2-b0c8-5b04-b7ef-5e0381b1c933,North British SMWS G1.8 - SMWS G1.8,0.9341,EXACT,21.0,62.9
775,G1.9,G1.9,833c0fdd-cca4-50a7-8f5c-b4baa0d3aca2,North British SMWS G1.9 - SMWS G1.9,0.9341,EXACT,21.0,62.8
776,G10.3,G10.3,4c71561f-0a5d-5901-8887-c0b10d714293,Strathclyde SMWS G10.3 - SMWS G10.3,0.935,EXACT,24.0,59.6
777,G14.1,G14.1,8f95f1ed-d7ab-56af-952b-af1022ad1903,Dumbarton SMWS G14.1 - SMWS G14.1,0.9353,EXACT,28.0,47.8
778,G2.2,G2.2,c5fea2cd-af68-5f11-95b0-f8240a3e511c,Carsebridge SMWS G2.2 - SMWS G2.2,0.9343,EXACT,35.0,53.6
779,G3.2,G3.2,5060614d-276a-58ae-9734-ce4646f24123,Caledonian SMWS G3.2 - SMWS G3.2,0.9344,EXACT,34.0,58.3
780,G3.3,G3.3,00f486c8-02df-58f5-9843-45d2de514a58,Caledonian SMWS G3.3 - SMWS G3.3,0.9344,EXACT,26.0,56.0
781,G3.6,G3.6,8ecbd40b-d6db-5746-a4a4-c65d5c52a1db,Caledonian SMWS G3.6 - SMWS G3.6,0.9344,EXACT,33.0,53.2
782,G3.8,G3.8,b2a39615-d111-5d4a-a955-7f9a9351a39a,Caledonian SMWS G3.8 - SMWS G3.8,0.9344,EXACT,35.0,53.9
783,G3,CASK #G3,,,0.4848,CREATE,16.0,66.3
784,G4.10,SPICY & SWEET,d7b58b52-3027-5c86-981d-c13e300cb875,Cameronbridge SMWS G4.10 - SMWS G4.10,0.9332,EXACT,34.0,52.8
785,G4.2,G4.2,b9bd2008-a1a3-5f78-89db-ab9038e0069f,Cameronbridge SMWS G4.2 - SMWS G4.2,0.9341,EXACT,28.0,55.4
786,G4.6,,,,0.3834,CREATE,,
787,G4.7,G4.7,f4446de1-663d-51a3-b640-bab8e3b82df4,Cameronbridge SMWS G4.7 - SMWS G4.7,0.9341,EXACT,34.0,51.9
788,G5.10,G5.10,e4ef2c1a-ffdf-59f1-9f0a-49971f609d9f,Invergordon SMWS G5.10 - SMWS G5.10,0.935,EXACT,25.0,62.3
789,G5.2,G5.2,ce9a5b09-26f0-5724-91d9-038bf51d4c76,Invergordon SMWS G5.2 - SMWS G5.2,0.9343,EXACT,17.0,65.3
790,G5.5,G5.5,6276d8f8-6188-5a9e-8f86-2f8b0049045a,Invergordon SMWS G5.5 - SMWS G5.5,0.9343,EXACT,18.0,65.4
791,G5.7,G5.7,7d7f1ed3-aee7-5503-ad47-60b8a8ae3f7c,Invergordon SMWS G5.7 - SMWS G5.7,0.9343,EXACT,19.0,64.6
792,G6.2,G6.2,4e6be12f-f68c-52c0-a442-1838661a6441,Port Dundas SMWS G6.2 - SMWS G6.2,0.9343,EXACT,18.0,55.2
793,G6.3,"JUICY, OAK & VANILLA",92a3f209-ac9f-5af3-82ea-745dee1c80c1,Port Dundas SMWS G6.3 - SMWS G6.3,0.933,EXACT,35.0,50.1
794,G7.10,SPICY & SWEET,6ee22dc8-9949-5558-8d9d-cd28bc309169,Girvan SMWS G7.10 - SMWS G7.10,0.9337,EXACT,31.0,59.2
795,G7.2,Cask No G7.2,daab7040-7461-508f-b449-0c1e6d6f563c,Girvan SMWS G7.2 - SMWS G7.2,0.937,EXACT,27.0,60.3
796,G7.4,G7.4,a3aba630-5b70-5c0b-a907-59e5a736ed1a,Girvan SMWS G7.4 - SMWS G7.4,0.935,EXACT,28.0,58.4
797,G7.7,G7.7,2cce09c8-5977-5e68-bb5a-94dede9d7c9a,Girvan SMWS G7.7 - SMWS G7.7,0.935,EXACT,30.0,59.4
798,G7.9,G7.9,12e7d040-7d61-5b1c-beea-f9fea16b56bf,Girvan SMWS G7.9 - SMWS G7.9,0.935,EXACT,22.0,57.3
799,G8.2,G8.2,18667c85-5acd-57dc-be95-6ed6d247c020,Cambus SMWS G8.2 - SMWS G8.2,0.935,EXACT,23.0,62.4
800,G8.3,G8.3,bec4ab04-e89d-5702-bf05-134bd42b394e,Cambus SMWS G8.3 - SMWS G8.3,0.935,EXACT,23.0,59.0
