staging_id,smws_code,staging_name,matched_whisky_id,matched_name,score,classification,age,abv
159,9.69,"Speyside, Spey",b48c2946-4487-5460-9bf9-67eeba662ea4,Glen Grant SMWS 9.69 - SMWS 9.69,0.9326,EXACT,17.0,56.9
160,9.74,"Speyside, Spey",5f1f39e3-d220-5d4e-81d3-5f211f45b43c,Glen Grant SMWS 9.74 - SMWS 9.74,0.9326,EXACT,10.0,62.0
161,9.76,"Speyside, Spey",cd376a51-6ca5-5f5a-9e66-10b97d79c4f4,Glen Grant SMWS 9.76 - SMWS 9.76,0.9326,EXACT,25.0,56.1
162,9.78,"Speyside, Spey",271312f3-d211-5822-a9f1-eb952a70c92b,Glen Grant SMWS 9.78 - SMWS 9.78,0.9326,EXACT,11.0,59.3
163,9.79,"Speyside, Spey",e31a77ba-fd9e-5527-8b32-bfb221e39fdc,Glen Grant SMWS 9.79 - SMWS 9.79,0.9326,EXACT,22.0,57.7
164,9.84,"Speyside, Spey",1ebbdb55-ef1e-5cb4-a3e1-212a505d50e3,Glen Grant SMWS 9.84 - SMWS 9.84,0.9326,EXACT,25.0,55.6
165,10.75,"Islay, North Shore",3e811c2f-4fe1-5cd1-8474-2eeac5fdd9fa,Bunnahabhain SMWS 10.75 - SMWS 10.75,0.933,EXACT,13.0,55.9
166,10.76,Islay,63c13200-4827-547d-9592-5a9864db6374,Bunnahabhain SMWS 10.76 - SMWS 10.76,0.932,EXACT,8.0,60.8
167,10.77,Islay,52bef5e6-a5a3-5e3d-b5b9-94d7768fbd42,Bunnahabhain SMWS 10.77 - SMWS 10.77,0.932,EXACT,6.0,61.4
168,10.81,O I LY & C OA S TA L,62ae6332-c805-5bbb-b9da-caadffc0febf,Bunnahabhain SMWS 10.81 - SMWS 10.81,0.9336,EXACT,9.0,60.4
169,10.85,"DEEP, RICH & DRIED FRUITS",bfb56a35-b717-5916-8048-294f0e5587f9,Bunnahabhain SMWS 10.85 - SMWS 10.85,0.9333,EXACT,17.0,55.8
170,10.87,YO U N G & S P R I T E LY,833d99e1-858a-5b8c-b999-517e04bb7707,Bunnahabhain SMWS 10.87 - SMWS 10.87,0.9346,EXACT,10.0,61.9
171,10.88,P E AT E D,095ed3f1-39f5-5ffa-8aee-268daa1be826,Bunnahabhain SMWS 10.88 - SMWS 10.88,0.9335,EXACT,9.0,58.6
172,10.92,P E AT E D,dc70b562-1159-5c0a-a834-ff0ed313a132,Bunnahabhain SMWS 10.92 - SMWS 10.92,0.9335,EXACT,9.0,61.4
173,10.99,PEATED,6bfcd3a9-d5a1-58bd-b708-1f03078d66c1,Bunnahabhain SMWS 10.99 - SMWS 10.99,0.931,EXACT,10.0,59.6
174,100.12,"J U I C Y, OA K & VA N I L L A",4b3de087-6462-5231-a3d5-5f36575d60c2,Strathmill SMWS 100.12 - SMWS 100.12,0.8824,STRONG,10.0,
175,11.24,"Peat, Grass and Delicate Fruits",51d1180f-309b-56fe-bbd3-ca544e93784f,"Tomatin SMWS 011.24 - Peat, Grass and Delicate Fruits",0.9448,EXACT,12.0,61.4
176,11.27,Floral Notes and Honey,cf69d863-e2c8-5e0e-b3fc-5ca1f66a8096,Tomatin SMWS 011.27 - Floral Notes and Honey,0.9433,EXACT,24.0,53.7
177,13.37,Peaches and Apricot Jam,b36dfe72-758b-5bb2-bd87-b4067faa5f52,Dalmore SMWS 013.37 - Peaches and Apricot Jam,0.9435,EXACT,21.0,52.2
178,13.44,"Highlands, Northern Highlands",00bf2de7-aa9f-56c5-9bad-251e9ef209d7,Dalmore SMWS 13.44 - What a stoater!,0.9337,EXACT,13.0,62.7
179,13.47,SPICY & SWEET,5f0a3cd8-1703-581f-bc4f-9c935c333d8a,Dalmore SMWS 13.47 - SMWS 13.47,0.9327,EXACT,10.0,59.3
180,16.30,"Highlands, Eastern Highlands",e9e53564-8947-5707-a819-fc8330a7aa9f,Glenturret SMWS 16.30 - SMWS 16.30,0.9345,EXACT,22.0,51.6
181,16.32,"Highlands, Eastern Highlands",6deb1e12-ebe1-517a-beef-f215484a59db,Glenturret SMWS 16.32 - SMWS 16.32,0.9345,EXACT,10.0,57.2
182,17.32,"Highlands, Orkney",438c8685-481e-5fb3-ab5d-4e6a851e9d24,Scapa SMWS 17.32 - SMWS 17.32,0.9326,EXACT,9.0,56.2
183,17.35,"Highland, Island",c689f2f3-bf99-50a5-ad12-b79b75e11892,Scapa SMWS 17.35 - SMWS 17.35,0.9327,EXACT,11.0,56.1
184,18.23,A Farmer's Friend,0b2cffd1-564c-580d-8d74-de138672f942,Inchgower SMWS 018.23 - A Farmer's Friend,0.9417,EXACT,24.0,55.6
185,21.22,"Seaweed, Soap and a Bracing Breeze",9bc67431-e858-5c7c-a670-7983c28f14cf,"Glenglassaugh SMWS 021.22 - Seaweed, Soap and a Bracing Breeze",0.9442,EXACT,17.0,54.1
186,21.25,Peaches and soft toffee,a003e793-e244-55be-849d-627ccd0f169b,Glenglassaugh SMWS 21.25 - SMWS 21.25,0.9353,EXACT,27.0,49.2
187,21.26,Cotton Candy and Lipstick,4f5137ff-db9b-50ed-aed2-5239a7953289,Glenglassaugh SMWS 021.26 - Cotton Candy and Lipstick,0.9428,EXACT,28.0,51.1
188,22.10,Apples and Grapefruit,4b1a4191-b437-5d80-a066-38889af413f5,Glenkinchie SMWS 022.10 - Apples and Grapefruit,0.9424,EXACT,16.0,59.3
189,22.23,A Lively Brunch Dram,fd7b2a97-d5e8-56f6-b03f-a68591ff085c,Glenkinchie SMWS 22.23 - A Lively Brunch Dram,0.9423,EXACT,18.0,52.6
190,22.25,"Anytime, anywhere, any-why",c8e7c7c0-992b-5b2b-8a20-b75ca0b224ca,"Glenkinchie SMWS 22.25 - Anytime, anywhere, any-why",0.9435,EXACT,19.0,53.5
191,22.28,"Lowlands, Eastern Lowlands",e53e858b-a8f7-5b7e-9fc6-ab1c8bcca7f4,Glenkinchie SMWS 22.28 - SMWS 22.28,0.9339,EXACT,21.0,54.0
192,22.29,"Lowlands, Eastern Lowlands",cbe45610-b791-5769-84ed-a61a1df71386,Glenkinchie SMWS 22.29 - SMWS 22.29,0.9339,EXACT,24.0,54.9
193,23.39,"Laundry, Violets & a Cinnamon Spiciness",33dfae40-73c8-5be1-a67b-5fb91f3fe9a7,"Bruichladdich SMWS 23.39 - Laundry, Violets & a Cinnamon Spiciness",0.9449,EXACT,13.0,56.6
194,23.51,Something of the Night,3f8a6602-ccaf-5f8b-b348-9ce76750afdf,Bruichladdich SMWS 23.51 - Something of the Night,0.9424,EXACT,18.0,56.4
195,23.62,"Islay, Loch Indaal",b5d3c297-c493-5c8f-b5a2-e31d15217c0f,Bruichladdich SMWS 23.62 - SMWS 23.62,0.9344,EXACT,6.0,63.5
196,23.67,"Islay, Loch Indaal",af2ffb32-dd5f-5160-953c-301c3f0a5209,Bruichladdich SMWS 23.67 - SMWS 23.67,0.9344,EXACT,8.0,62.5
197,23.70,"Islay, Loch Indaal",3b535169-85ca-50a3-bb5e-f3a25d9fbccd,Bruichladdich SMWS 23.70 - SMWS 23.70,0.9344,EXACT,9.0,66.0
198,23.71,Islay,a773ee7d-2049-5dd9-9256-e753b986b2d3,Bruichladdich SMWS 23.71 - SMWS 23.71,0.9329,EXACT,9.0,65.9
199,23.72,"Islay, Loch Indaal",fe277e32-849a-5740-86b6-ed4f1765468b,Bruichladdich SMWS 23.72 - SMWS 23.72,0.9344,EXACT,9.0,66.4
200,23.73,Islay,b6f3a48f-b6ce-5d8c-9ed0-9152e8ed1267,Bruichladdich SMWS 23.73 - SMWS 23.73,0.9329,EXACT,11.0,61.5
201,24.96,Scented and Soporific,02a86d9a-5af2-5e4a-bb77-9af6fae9f63d,Macallan SMWS 24.96 - Scented and Soporific,0.9431,EXACT,16.0,57.4
202,24.98,"Succulent Raisin, Figs and Toffee",c3facd38-30f5-5a7f-bfe7-71ae09afa327,"Macallan SMWS 24.98 - Succulent Raisin, Figs and Toffee",0.945,EXACT,16.0,56.7
203,26.100,"Highland, Northern",d88b74f9-9f43-5023-ad59-8453fcd1315a,Clynelish SMWS 26.100 - SMWS 26.100,0.9315,EXACT,9.0,56.5
204,26.102,"SW E E T, F R U I T Y & M E L LOW",271d5220-383f-5b8d-b377-8b5e132554b2,Clynelish SMWS 26.102 - SMWS 26.102,0.9335,EXACT,29.0,56.0
205,26.105,"Highland, Northern",3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,Clynelish SMWS 26.105 - SMWS 26.105,0.9315,EXACT,29.0,57.6
206,26.106,"Highland, Northern",953626cf-c3a9-5f27-a38a-58431d073257,Clynelish SMWS 26.106 - SMWS 26.106,0.9315,EXACT,29.0,58.0
207,26.117,LIGHT & DELICATE,38037202-7260-5e4c-8573-08b674fa414a,Clynelish SMWS 26.117 - SMWS 26.117,0.9331,EXACT,13.0,56.8
208,26.39,A Surprising Explosion,74b6cb19-6227-5f01-9758-5cb4aa860e5a,Clynelish SMWS 026.39 - A Surprising Explosion,0.9429,EXACT,21.0,58.9
209,26.49,"Oak, Smoke and Liquorice",62b0665b-f8a0-5e68-a226-9c3cee92b809,"Clynelish SMWS 26.49 - Oak, Smoke and Liquorice",0.9435,EXACT,22.0,58.3
210,26.62,"Highlands, Northern Highlands",eb520084-b461-5b08-bbb3-15cb5284f20a,"Clynelish SMWS 26.62 - a bear hug from an old
  friend",0.9348,EXACT,26.0,55.0
211,26.65,"Highlands, Northern Highlands",f940e7e2-2b86-5539-965c-48e17d84caab,Clynelish SMWS 26.65 - SMWS 26.65,0.9332,EXACT,17.0,49.6
212,26.67,"Highlands, Northern Highlands",937885e0-2c59-5768-ad9b-68d237d8bb44,Clynelish SMWS 26.67 - SMWS 26.67,0.9332,EXACT,25.0,48.9
213,26.80,"Highlands, Northern Highlands",fee204ef-9f9c-58a7-8869-1abdbe190ae6,Clynelish SMWS 26.80 - SMWS 26.80,0.9332,EXACT,19.0,53.0
214,26.81,"Highlands, Northern Highlands",656c8b8b-2759-5206-a849-4b19b482e1d8,Clynelish SMWS 26.81 - SMWS 26.81,0.9332,EXACT,11.0,58.6
215,26.84,"Highlands, Northern Highlands",7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,Clynelish SMWS 26.84 - SMWS 26.84,0.9332,EXACT,21.0,49.1
216,26.86,"Highland, Northern",2d1a7d56-7403-5197-b847-040b51e6008e,Clynelish SMWS 26.86 - SMWS 26.86,0.9316,EXACT,21.0,50.5
217,26.87,"Highland, Northern",1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,Clynelish SMWS 26.87 - SMWS 26.87,0.9316,EXACT,12.0,58.1
218,26.89,"Highland, Northern",0bd4089d-4462-582a-a315-cecbf1360c79,Clynelish SMWS 26.89 - SMWS 26.89,0.9316,EXACT,27.0,56.6
219,26.92,"Highland, Northern",4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,Clynelish SMWS 26.92 - SMWS 26.92,0.9316,EXACT,28.0,58.2
220,26.95,"Highland, Northern",c8d18f9b-c6ec-562e-9451-64d67765f277,Clynelish SMWS 26.95 - SMWS 26.95,0.9316,EXACT,10.0,61.3
221,26.97,"Highland, Northern",674d5c67-6c9c-55cd-91af-ac7ca89bef94,Clynelish SMWS 26.97 - SMWS 26.97,0.9316,EXACT,13.0,51.4
222,26.99,"Highland, Northern",c237a668-ac1d-5592-ae23-24d77e4e1a32,Clynelish SMWS 26.99 - SMWS 26.99,0.9316,EXACT,23.0,48.5
223,27.110,SPICY & SWEET,1764dc8a-2501-5e70-9d2e-349c78c6a71c,Springbank SMWS 27.110 - SMWS 27.110,0.9349,EXACT,22.0,52.6
224,27.56,Dried Japanese Seaweed in,ffbc3db7-ef35-505e-a429-f264a2460d63,"Springbank SMWS 027.56 - Dried Japanese Seaweed in
                a Varnished Boat",0.9393,EXACT,15.0,53.6
225,28.25,"Highland, Southern",535e571f-dd40-5900-a939-275b6c7bfa14,Tullibardine SMWS 28.25 - SMWS 28.25,0.9337,EXACT,23.0,51.9
226,28.26,YO U N G & S P R I T E LY,7d5208d8-e8f2-5f60-9796-8be168cd91df,Tullibardine SMWS 28.26 - SMWS 28.26,0.9352,EXACT,10.0,61.4
227,28.27,"SW E E T, F R U I T Y & M E L LOW",19980adc-80d9-5365-a150-68add5e0b3bf,Tullibardine SMWS 28.27 - SMWS 28.27,0.9335,EXACT,10.0,61.6
228,28.30,SPICY & SWEET,824f65ab-ef02-57bd-a02a-e26b772d8033,Tullibardine SMWS 28.30 - SMWS 28.30,0.9333,EXACT,24.0,53.3
229,29.154,Islay,4b371400-8da6-5055-a3bb-e5572178e52d,Laphroaig SMWS 29.154 - SMWS 29.154,0.932,EXACT,23.0,49.8
230,29.164,L I G H T LY P E AT E D,a2792400-9949-53f6-93ab-fb758e061c18,Laphroaig SMWS 29.164 - SMWS 29.164,0.9355,EXACT,17.0,49.2
231,29.165,P E AT E D,4c2abb3a-be19-578e-b874-e0a8005eaf77,Laphroaig SMWS 29.165 - SMWS 29.165,0.8844,STRONG,20.0,
232,29.171,P E AT E D,415cab1e-628e-541c-9c9d-a891f95a255b,Laphroaig SMWS 29.171 - SMWS 29.171,0.9344,EXACT,20.0,58.4
233,29.176,P E AT E D,75c93994-2597-5823-bd00-c5bf988fa2e7,Laphroaig SMWS 29.176 - SMWS 29.176,0.9344,EXACT,16.0,58.5
234,29.179,PEATED,19a86362-6101-543d-b38a-321fe261e4f6,Laphroaig SMWS 29.179 - SMWS 29.179,0.932,EXACT,16.0,51.6
235,29.183,H E AV I LY P E AT E D,1d9be9ee-5bf0-5823-a027-35adea6e3b31,Laphroaig SMWS 29.183 - SMWS 29.183,0.8842,STRONG,16.0,
236,29.190,"DEEP, RICH & DRIED FRUITS",60044aa8-38fd-5ea6-8655-30420036780c,Laphroaig SMWS 29.190 - SMWS 29.190,0.934,EXACT,17.0,58.1
237,29.41,Mr. Hyde and Dr. Jekyll,04210a8e-2fb9-59b0-989f-075a38a4f5b6,Laphroaig SMWS 029.41 - Mr. Hyde and Dr. Jekyll,0.9431,EXACT,13.0,58.9
238,29.52,Lapsang Souchong Tea with Sweet Apples,a10c3a1a-3ffc-5942-bed1-168f65b4f633,Laphroaig SMWS 029.52 - Lapsang Souchong Tea with Sweet Apples,0.9452,EXACT,16.0,59.3
239,29.60,Smoke-heads will Die for it,f1c7dad4-49a1-591b-8873-a426e5aa6bc1,Laphroaig SMWS 29.60 - Smoke-heads will Die for it,0.944,EXACT,17.0,59.1
240,29.64,"Diesel, Fishing Boats and Engine Smoke",37b64209-818d-5db8-b702-e4befa51d54e,"Laphroaig SMWS 29.64 - Diesel, Fishing Boats and Engine Smoke",0.9454,EXACT,18.0,54.6
241,29.68,A Match Made in Heaven,0f01956b-105b-5d7a-aee4-cfcfcee1bf9b,Laphroaig SMWS 29.68 - A Match Made in Heaven,0.9431,EXACT,18.0,54.0
242,29.71,"A Tongue-curling, Wrestler's",14bf995e-4f44-53a0-950d-fb547b537c26,"Laphroaig SMWS 29.71 - A Tongue-curling, Wrestler's
               Armpit of a Dram",0.9401,EXACT,11.0,58.2
243,29.78,"Islay, South Shore",631f719e-2726-5b69-b272-ca88b906f604,Laphroaig SMWS 29.78 - SMWS 29.78,0.9347,EXACT,8.0,58.2
244,29.79,"Islay, South Shore",1b3b0b6f-62fe-5bde-a822-73bcc7f2d478,Laphroaig SMWS 29.79 - like bashing stones together,0.9346,EXACT,10.0,56.1
245,29.80,"Islay, South Shore",031087b9-d026-59a9-ae43-6a52d8eb36ad,Laphroaig SMWS 29.80 - ironing a chimney sweep's shirt,0.9356,EXACT,16.0,52.7
246,29.82,"Islay, South Shore",71c09f39-7f4f-52b5-9ca3-fa9ce9f320e5,Laphroaig SMWS 29.82 - Something medicinal,0.936,EXACT,10.0,56.5
247,29.88,"Islay, South Shore",3e599b3c-56e3-55e7-878b-9d3ad09344ee,Laphroaig SMWS 29.88 - SMWS 29.88,0.9347,EXACT,9.0,60.9
248,29.92,"Islay, South Shore",44db02f0-d229-5eb3-ad25-2357b7019d6e,Laphroaig SMWS 29.92 - SMWS 29.92,0.9347,EXACT,10.0,63.2
249,29.97,"Islay, South Shore",a3c6004b-a4ba-5168-88c3-cdb7c8e3c34d,"Laphroaig SMWS 29.97 - wood, smoke, blood",0.9354,EXACT,20.0,59.1
250,30.46,Rich Fruits and Sherry,5bddfb74-aa85-59b9-8787-898e36316ef3,Glenrothes SMWS 030.46 - Rich Fruits and Sherry,0.9428,EXACT,14.0,58.6
251,30.62,"Highlands, Speyside (Rothes)",1a201662-1db2-5a83-b106-cf45e7b24e53,Glenrothes SMWS 30.62 - SMWS 30.62,0.9358,EXACT,19.0,55.9
252,33.114,Islay,84732bb1-b1d2-5f89-8803-5833614ecd84,Ardbeg SMWS 33.114 - SMWS 33.114,0.9311,EXACT,11.0,56.3
253,33.115,"Islay, South Shore",52e35574-90b6-5871-bfba-34ee0da64572,Ardbeg SMWS 33.115 - SMWS 33.115,0.934,EXACT,11.0,55.4
254,33.125,Islay,cf60ff5e-1643-54ed-aeff-cf4cf3976182,Ardbeg SMWS 33.125 - SMWS 33.125,0.9311,EXACT,7.0,64.4
255,33.130,Islay,fa6c1dee-a4d6-5a4d-9d30-4fd05495ac2e,Ardbeg SMWS 33.130 - SMWS 33.130,0.9311,EXACT,11.0,56.1
256,33.143,SPICY & SWEET,42ec3bc6-eb54-58b0-addb-16bbfbc88dfb,Ardbeg SMWS 33.143 - SMWS 33.143,0.9327,EXACT,8.0,59.9
257,35.101,"Speyside, Lossie",50b0a8ef-c78a-5168-98e6-797f284bc67d,Glen Moray SMWS 35.101 - SMWS 35.101,0.9338,EXACT,39.0,46.2
258,35.104,"Speyside, Lossie",5ce7f1cc-e838-5a71-9eaa-ec48050a18b5,Glen Moray SMWS 35.104 - SMWS 35.104,0.9338,EXACT,26.0,45.9
259,35.106,"Speyside, Lossie",d717c486-c25f-5650-a7ba-18d77b72e432,Glen Moray SMWS 35.106 - SMWS 35.106,0.9338,EXACT,16.0,54.4
260,35.109,"Speyside, Lossie",605a88b7-4697-510d-af18-bca7f8f17167,Glen Moray SMWS 35.109 - SMWS 35.109,0.9338,EXACT,28.0,46.7
261,35.110,"Speyside, Lossie",3e9da869-4dd8-5129-bbb2-bc20342f123a,Glen Moray SMWS 35.110 - SMWS 35.110,0.9338,EXACT,17.0,49.5
262,35.111,"Speyside, Lossie",f833e69f-06db-56de-896c-7b9ddbf14793,Glen Moray SMWS 35.111 - SMWS 35.111,0.9338,EXACT,12.0,59.3
263,35.114,"Speyside, Lossie",ed89fd8d-d3b6-52aa-9385-843d6c704e96,Glen Moray SMWS 35.114 - SMWS 35.114,0.9338,EXACT,19.0,58.9
264,35.117,"Speyside, Lossie",1343ac71-7bb8-53bf-9c1b-e34c20e471d1,Glen Moray SMWS 35.117 - SMWS 35.117,0.9338,EXACT,17.0,54.6
265,35.122,SPICY & SWEET,14962f3b-e8ee-549a-9d06-0444aef95d93,Glen Moray SMWS 35.122 - SMWS 35.122,0.8841,STRONG,12.0,
266,35.129,OLD & DIGNIFIED,f1249309-f99b-52fe-b723-b8c9ac4b3bc3,Glen Moray SMWS 35.129 - SMWS 35.129,0.9324,EXACT,27.0,53.8
267,35.142,SPICY & SWEET,9cdbb726-bf09-5860-868c-98e1a5123ff0,Glen Moray SMWS 35.142 - SMWS 35.142,0.9341,EXACT,21.0,56.2
268,35.143,SPICY & SWEET,fce85ca8-cb7f-5afa-9124-b4439b9c6dd8,Glen Moray SMWS 35.143 - SMWS 35.143,0.9341,EXACT,29.0,47.7
269,35.23,A private membership club,b4df6f56-6372-505a-a0e0-b7d713924932,Glen Moray SMWS 35.23 - Bloody Mary Delight,0.8329,STRONG,111.0,59.8
270,35.35,"Highlands, Speyside (Lossie)",65cdbe24-c4a7-5c16-b450-64417c0568f9,Glen Moray SMWS 35.35 - humungous,0.9359,EXACT,13.0,57.0
271,35.49,"Highlands, Speyside (Lossie)",aca26396-0494-5af0-ac2b-ca204cd640ad,Glen Moray SMWS 35.49 - SMWS 35.49,0.9358,EXACT,10.0,59.5
272,35.51,"Highlands, Speyside (Lossie)",353b3d23-49a4-5684-a562-91cba32e6018,Glen Moray SMWS 35.51 - SMWS 35.51,0.9358,EXACT,33.0,53.6
273,35.55,"Highlands, Speyside (Lossie)",c834e6cf-201e-5c78-b010-be478b018e5c,Glen Moray SMWS 35.55 - SMWS 35.55,0.9358,EXACT,39.0,50.3
274,35.57,"Highlands, Speyside (Lossie)",86a1f3f7-e7a6-5c87-9819-61e00054cbd2,Glen Moray SMWS 35.57 - SMWS 35.57,0.9358,EXACT,34.0,53.8
275,35.64,"Speyside, Lossie",7f0912de-77f0-5325-a171-243b27dfce41,Glen Moray SMWS 35.64 - SMWS 35.64,0.934,EXACT,10.0,60.8
276,35.65,"Speyside, Lossie",9afa2b83-efff-5b0f-b35a-e6e593a6b12c,Glen Moray SMWS 35.65 - SMWS 35.65,0.934,EXACT,10.0,60.3
277,35.71,"Speyside, Lossie",45f12fdf-f747-5e38-af1b-bed2b6b6ba26,Glen Moray SMWS 35.71 - SMWS 35.71,0.934,EXACT,40.0,47.7
278,35.81,"Speyside, Lossie",2ba5665a-cbc8-5e37-a862-f2bdcd6e1c7f,Glen Moray SMWS 35.81 - SMWS 35.81,0.934,EXACT,17.0,58.9
279,35.83,"Speyside, Lossie",e7a008ba-5147-5e95-bb8f-03c21477c157,Glen Moray SMWS 35.83 - SMWS 35.83,0.934,EXACT,15.0,52.9
280,35.85,"Speyside, Lossie",9c209d83-94ca-588a-9543-1c0d6e96b7be,Glen Moray SMWS 35.85 - SMWS 35.85,0.934,EXACT,17.0,56.7
281,36.32,An Ideal Curry Whisky,29ca54bc-85d4-5ca8-bed3-866a744c26df,Benrinnes SMWS 036.32 - An Ideal Curry Whisky,0.9427,EXACT,17.0,56.2
282,36.37,An Unusual Personality,14b2e951-1feb-51ee-995c-6bcea1f7f7a7,Benrinnes SMWS 36.37 - An Unusual Personality,0.9431,EXACT,14.0,56.5
283,36.46,"Highlands, Speyside",6c3b67e2-8cc8-56af-8fd8-b4dc59094e5d,Benrinnes SMWS 36.46 - SMWS 36.46,0.9346,EXACT,10.0,58.8
284,36.49,"Highlands, Speyside",27867c46-80ff-5d2f-8543-40156990ab2c,Benrinnes SMWS 36.49 - SMWS 36.49,0.9346,EXACT,21.0,52.4
285,36.54,"Highlands, Speyside",d6a833f4-a84c-5766-ba3a-f0703b7a75b9,Benrinnes SMWS 36.54 - SMWS 36.54,0.9346,EXACT,23.0,59.2
286,36.55,"Speyside, Spey",4daf421f-9ddf-5d38-bb34-fed03de6764f,Benrinnes SMWS 36.55 - SMWS 36.55,0.9326,EXACT,11.0,61.5
287,36.61,"Speyside, Spey",c50f9cd6-5068-5ac0-b2fc-7b1ac82a7704,Benrinnes SMWS 36.61 - SMWS 36.61,0.9326,EXACT,10.0,58.8
288,36.62,"Speyside, Spey",90bf1294-089d-5aca-870f-a8900113a7c2,Benrinnes SMWS 36.62 - SMWS 36.62,0.9326,EXACT,21.0,51.3
289,36.67,"Speyside, Spey",2925e03e-0de8-52c4-bee4-58345c070f0f,Benrinnes SMWS 36.67 - SMWS 36.67,0.9326,EXACT,9.0,59.9
290,36.68,"Speyside, Spey",41eb0894-7a23-5007-9be6-559e8f495df4,Benrinnes SMWS 36.68 - SMWS 36.68,0.9326,EXACT,21.0,50.7
291,36.70,"Speyside, Spey",4ba206a5-3c3e-58fb-b5c9-ec8eda6f1013,Benrinnes SMWS 36.70 - SMWS 36.70,0.9326,EXACT,21.0,54.2
292,36.76,"Speyside, Spey",2f6a5b3d-100b-543c-b800-625f82a41b10,Benrinnes SMWS 36.76 - SMWS 36.76,0.9326,EXACT,17.0,59.3
293,36.86,"SW E E T, F R U I T Y & M E L LOW",0c472ef8-61f0-509f-b944-62256b9b053c,Benrinnes SMWS 36.86 - SMWS 36.86,0.9336,EXACT,23.0,51.0
294,36.87,SPICY & SWEET,1b455c7a-cb06-5dd3-b324-39ab0cf63c31,Benrinnes SMWS 36.87 - SMWS 36.87,0.8835,STRONG,17.0,
295,36.96,"JUICY, OAK & VANILLA",e7c90679-b948-5d05-8869-ca1720279d6e,Benrinnes SMWS 36.96 - SMWS 36.96,0.933,EXACT,9.0,50.1
296,37.25,Fiery yet Floral,71b98e63-aa60-57a6-8857-ce260511dbed,Cragganmore SMWS 037.25 - Fiery yet Floral,0.941,EXACT,18.0,58.5
297,37.30,"Rosemary Sprinkled nan Bread,",fb8f7cfa-78ee-54dc-8a41-e4b3ca1a7dfb,"Cragganmore SMWS 37.30 - Rosemary Sprinkled nan Bread,
                  with bananas",0.9402,EXACT,28.0,56.4
298,37.33,"Figs, Prunes and Dark Chocolate",a5551e4a-7c00-5bae-a95a-58e25cd197ff,"Cragganmore SMWS 37.33 - Figs, Prunes and Dark Chocolate",0.9443,EXACT,14.0,60.9
299,37.45,"Highlands, Speyside",2880ac31-0882-5907-895a-677c3a693df0,"Cragganmore SMWS 37.45 - like the best of Thorn-
ton's",0.9338,EXACT,22.0,56.5
300,37.46,"Highlands, Speyside",b229f565-dc4d-54bc-b200-19ec15f9bde2,Cragganmore SMWS 37.46 - SMWS 37.46,0.9344,EXACT,10.0,56.0
301,37.48,"Highlands, Speyside",2f4512ac-949a-5ad7-831f-6e4184db6bc5,Cragganmore SMWS 37.48 - SMWS 37.48,0.9344,EXACT,12.0,55.4
302,37.50,"Speyside, Spey",1a5da3d1-410a-5c83-96dc-1f37711f743d,Cragganmore SMWS 37.50 - SMWS 37.50,0.9324,EXACT,12.0,54.5
303,37.51,"Speyside, Spey",21eb6e55-420d-5684-a8cf-b5144075079b,Cragganmore SMWS 37.51 - SMWS 37.51,0.9324,EXACT,18.0,60.0
304,37.54,"Speyside, Spey",c70437b7-2004-5aca-9ba6-e43e8d80b345,Cragganmore SMWS 37.54 - SMWS 37.54,0.9324,EXACT,27.0,52.4
305,37.58,"Speyside, Spey",ace5d4d2-c540-568c-a0f4-a1dd37104ee6,Cragganmore SMWS 37.58 - SMWS 37.58,0.9324,EXACT,22.0,52.6
306,37.60,SPICY & SWEET,32e2e07a-dcdd-57a0-8375-aec61ba69854,Cragganmore SMWS 037.60 - SMWS 037.60,0.9332,EXACT,29.0,52.4
307,37.64,"SW E E T, F R U I T Y & M E L LOW",f52fbc67-53a2-5999-9e94-12f45688f00f,Cragganmore SMWS 037.64 - SMWS 037.64,0.9334,EXACT,30.0,51.3
308,37.75,"SW E E T, F R U I T Y & M E L LOW",9f9836c4-6184-5460-8a33-ba9e7263f2b3,Cragganmore SMWS 037.75 - SMWS 037.75,0.9334,EXACT,18.0,55.1
309,38.18,"Pepper, Lemon and Smoke",bfd02fd3-2f68-5494-89f2-8d9f5b3fe69b,"Caperdonich SMWS 38.18 - Pepper, Lemon and Smoke",0.943,EXACT,12.0,59.4
310,38.19,A private membership club,3b9fddcc-d2e8-5b32-b263-19521428b3fb,Caperdonich SMWS 38.19 - Fun Time Whisky,0.9343,EXACT,63.0,58.7
311,38.20,"Highlands, Speyside (Rothes)",87258de8-1942-558a-8918-53377ccb7bce,Caperdonich SMWS 38.20 - SMWS 38.20,0.9338,EXACT,16.0,57.4
312,38.21,"Highlands, Speyside (Rothes)",9cf39599-6bc3-555c-8a87-75fc94c81667,Caperdonich SMWS 38.21 - SMWS 38.21,0.9338,EXACT,17.0,58.0
313,39.104,SPICY & SWEET,1aedd086-0004-5f82-be3f-ac59e247b290,Linkwood SMWS 39.104 - SMWS 39.104,0.9334,EXACT,14.0,58.5
314,39.110,SPICY & DRY,89605e03-9f1d-56d7-a05f-d5715b3ee7d2,Linkwood SMWS 39.110 - SMWS 39.110,0.9327,EXACT,14.0,58.0
