uuid_whisky_id,matched_w_id,match_type,confidence_score,match_basis,distillery_id,age,abv
a773ee7d-2049-5dd9-9256-e753b986b2d3,W002912,weak,0.6,distillery_id(only),D1609,9.0,65.9
fe277e32-849a-5740-86b6-ed4f1765468b,W002912,weak,0.6,distillery_id(only),D1609,9.0,66.4
b6f3a48f-b6ce-5d8c-9ed0-9152e8ed1267,W002912,weak,0.6,distillery_id(only),D1609,11.0,61.5
02a86d9a-5af2-5e4a-bb77-9af6fae9f63d,W002001,weak,0.6,distillery_id(only),D1010,16.0,57.4
c3facd38-30f5-5a7f-bfe7-71ae09afa327,W002001,weak,0.6,distillery_id(only),D1010,16.0,56.7
d88b74f9-9f43-5023-ad59-8453fcd1315a,W002135,weak,0.6,distillery_id(only),D1114,9.0,56.5
271d5220-383f-5b8d-b377-8b5e132554b2,W002135,weak,0.6,distillery_id(only),D1114,29.0,56.0
3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,W002135,weak,0.6,distillery_id(only),D1114,29.0,57.6
953626cf-c3a9-5f27-a38a-58431d073257,W002135,weak,0.6,distillery_id(only),D1114,29.0,58.0
38037202-7260-5e4c-8573-08b674fa414a,W002135,weak,0.6,distillery_id(only),D1114,13.0,56.8
74b6cb19-6227-5f01-9758-5cb4aa860e5a,W002135,weak,0.6,distillery_id(only),D1114,21.0,58.9
62b0665b-f8a0-5e68-a226-9c3cee92b809,W002135,weak,0.6,distillery_id(only),D1114,22.0,58.3
eb520084-b461-5b08-bbb3-15cb5284f20a,W002135,weak,0.6,distillery_id(only),D1114,26.0,55.0
f940e7e2-2b86-5539-965c-48e17d84caab,W002135,weak,0.6,distillery_id(only),D1114,17.0,49.6
937885e0-2c59-5768-ad9b-68d237d8bb44,W002135,weak,0.6,distillery_id(only),D1114,25.0,48.9
fee204ef-9f9c-58a7-8869-1abdbe190ae6,W002135,weak,0.6,distillery_id(only),D1114,19.0,53.0
656c8b8b-2759-5206-a849-4b19b482e1d8,W002135,weak,0.6,distillery_id(only),D1114,11.0,58.6
7c36c5d6-0365-5fc3-b2f8-ecafd7ada20b,W002135,weak,0.6,distillery_id(only),D1114,21.0,49.1
2d1a7d56-7403-5197-b847-040b51e6008e,W002135,weak,0.6,distillery_id(only),D1114,21.0,50.5
1c55b5b8-72e3-5ddc-b78f-5ed4194a22c9,W002135,weak,0.6,distillery_id(only),D1114,12.0,58.1
0bd4089d-4462-582a-a315-cecbf1360c79,W002135,weak,0.6,distillery_id(only),D1114,27.0,56.6
4abe48d8-a74f-5fe1-973c-9dcfb08f7cf0,W002135,weak,0.6,distillery_id(only),D1114,28.0,58.2
