whisky_id,whisky_name,distillery_name,category,region,country,age_statement,source_name,source_url,raw_tasting_notes,raw_flavor_tags,fruity_score,sweet_score,smoky_score,spicy_score,woody_score,confidence,match_method,review_status,quality_flags
W000580,singleton of glendullan 18yo,Unknown,Malt,Unknown,Unknown,18yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000581,bruichladdich black art 1989,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000582,macallan 15yo fine oak,The Macallan,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000584,singleton of glen ord 15yo,Unknown,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000586,bunnahabhain stiuireadair,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000588,glen elgin 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000589,mortlach rare old,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000590,tullamore dew 14yo single malt,Unknown,Malt,Unknown,Unknown,14yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000591,balblair 16yo,Unknown,Malt,Unknown,Unknown,16yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000592,glendronach 8yo the hielan,Unknown,Malt,Unknown,Unknown,8yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000594,nikka taketsuru 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000596,tullibardine 25yo,Unknown,Malt,Unknown,Unknown,25yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000598,bunnahabhain darach ur,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000599,bunnahabhain eirigh na greine,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000600,glenlivet captain's reserve,The Glenlivet,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000601,nikka all malt,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000602,craigellachie 14yo,Unknown,Malt,Unknown,Unknown,14yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000603,knappogue castle 14yo twin wood,Unknown,Malt,Unknown,Unknown,14yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000606,tomatin 15yo,Unknown,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000608,dalmore 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000609,singleton of dufftown 18yo,Unknown,Malt,Unknown,Unknown,18yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000610,benriach 12yo horizons,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000612,old pulteney 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000613,glenrothes vintage reserve (nas),Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000615,matsui sakura cask,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000616,old pulteney navigator,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000617,scapa 16yo,Unknown,Malt,Unknown,Unknown,16yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000618,cragganmore 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000620,singleton of dufftown 15yo,Unknown,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000621,singleton of glen ord 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000623,tullibardine 225 sauternes finish,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000624,royal brackla 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000625,teaninich 10yo (f&f),Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000627,wemyss malts smooth gentleman,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000628,deveron 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000629,macallan 10yo fine oak,The Macallan,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000632,deveron 18yo,Unknown,Malt,Unknown,Unknown,18yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000633,edradour 10yo,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000635,tobermory 10yo,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000636,glenrothes elders' reserve,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000637,scallywag,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000638,stalk & barrel single malt (all casks),Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000639,strathisla 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000640,bruichladdich sherry classic,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000641,glencadam origin 1825 (nas),Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000642,glen breton 21yo,Unknown,Malt,Unknown,Unknown,21yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000644,glenrothes 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000645,tomintoul 12yo oloroso sherry,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000646,auchroisk 10yo (f&f),Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000648,arran malt robert burns single malt,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000649,the irishman single malt (nas),Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000650,tullibardine 1993 sauternes,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000651,aberfeldy 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000652,glenrothes manse reserve,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000653,glenrothes vintage 2001 (all bottlings),Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000654,benriach 15yo sauternes finish,Unknown,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000655,glenburgie 10yo (gordon & macphail),Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000657,tomatin 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000658,glen moray 10yo chardonnay cask,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000659,glen garioch virgin oak,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000660,glenlivet 12yo,The Glenlivet,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000661,lohin mckinnon choclolate malt,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000662,two brewers release 05 innovative,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000663,miltonduff 10yo (f&f),Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000664,singleton of dufftown unité,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000665,tullibardine 228 burgundy finish,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000666,dalmore valour,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000667,singleton of glendullan 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000668,tullamore dew 10yo single malt,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000669,glen deveron 10yo (macduff),Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000670,millstone 8yo french oak,Unknown,Malt,Unknown,Unknown,8yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000671,glenlivet founder's reserve,The Glenlivet,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000672,singleton of dufftown 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000673,santis edition sigel,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000674,game of thrones house tully singleton glendullan select,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000675,scapa skiren,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000676,glen moray 12yo chenin blanc,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000679,singleton of glen ord signature,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000681,speyside 10yo,Unknown,Malt,Speyside,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000682,mars iwai tradition,Unknown,Blend,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000684,glen moray 16yo chenin blanc,Unknown,Malt,Unknown,Unknown,16yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000685,santis edition säntis,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000686,mcclelland's speyside single malt,Unknown,Malt,Speyside,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000692,highland park 17yo the light,Unknown,Malt,Highland,Unknown,17yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000693,bruichladdich laddie twenty two 22yo,Unknown,Malt,Unknown,Unknown,22yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000695,aultmore 21yo,Unknown,Malt,Unknown,Unknown,21yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000696,mackinlay's shackleton rare old highland malt discovery edition,Unknown,Malt,Highland,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000701,old pulteney 21yo,Unknown,Malt,Unknown,Unknown,21yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000702,two brewers release 26 classic,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000703,bruichladdich laddie ten 10yo (second edition),Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000706,kilkerran 12yo,Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000707,glencadam 21yo,Unknown,Malt,Unknown,Unknown,21yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000708,benromach 5yo,Unknown,Malt,Unknown,Unknown,5yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000709,bruichladdich laddie ten 10yo,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000711,glen breton ice 17yo,Unknown,Malt,Unknown,Unknown,17yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000713,mackinlay's shackleton rare old highland malt (both limited editions),Unknown,Malt,Highland,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000715,arran malt orkney bere barley,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000716,macallan 17yo fine oak,The Macallan,Malt,Unknown,Unknown,17yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000717,two brewers release 10 cask strength,Unknown,Malt,Unknown,Unknown,10 Year Old,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000719,balvenie 15yo single barrel (cask),The Balvenie,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,zero_flavor_vector
W000720,bruichladdich laddie sixteen 16yo,Unknown,Malt,Unknown,Unknown,16yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000721,glencadam 30yo,Unknown,Malt,Unknown,Unknown,30yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000724,kilkerran work in progress bourbon wood,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000725,two brewers cask strength (all releases),Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000726,two brewers release 06 classic,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000728,bladnoch 19yo (cow label),Unknown,Malt,Unknown,Unknown,19yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000729,ancnoc 16yo,Unknown,Malt,Unknown,Unknown,16yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000732,aultmore 18yo,Unknown,Malt,Unknown,Unknown,18yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000735,arran malt 14yo,Unknown,Malt,Unknown,Unknown,14yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000736,stronachie 18yo,Unknown,Malt,Unknown,Unknown,18yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000738,longrow 10yo,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000739,benriach cask strength,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000740,caol ila 15yo unpeated 2018,Unknown,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000742,linkwood 12yo (f&f),Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000744,arran malt 12yo cask strength (all editions),Unknown,Malt,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000746,two brewers release 13 classic,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000747,hibiki 12yo,Unknown,Blend,Unknown,Unknown,12yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000749,two brewers classic (all releases),Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000750,mackinlay's shackleton rare old highland malt journey edition,Unknown,Malt,Highland,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000751,kilkerran work in progress,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000753,tullibardine 20yo,Unknown,Malt,Unknown,Unknown,20yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000755,bruichladdich classic laddie scottish barley,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000756,mars maltage cosmo,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000757,arran malt 10yo,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000759,two brewers release 31 classic,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000761,two brewers release 16 classic,Unknown,Malt,Unknown,Unknown,16 Year Old,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000762,glencadam 15yo,Unknown,Malt,Unknown,Unknown,15yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000763,two brewers release 20 innovative,Unknown,Malt,Unknown,Unknown,NAS,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
W000764,balblair 10yo,Unknown,Malt,Unknown,Unknown,10yo,Master of Malt / TWE / Whiskybase,,,[],0.0,0.0,0.0,0.0,0.0,none,none,manual_review,unknown_distillery|zero_flavor_vector
