whisky_id,field,column,previous_value,new_value,confidence,source,citation_id,applied,reason
353b3d23-49a4-5684-a562-91cba32e6018,region,region,,Speyside,0.95,smws,CIT_e4458edbacb5e9d4c11ad70ce63311a5e0364fe2bd1f2f414f286a96cc51aea2,1,null_fill_applied
35889486-794e-59a6-959b-d5a1c03bd14a,region,region,,Speyside,0.95,smws,CIT_492ccd07c7421e4b912c2a7cc65bed054a1b3cb4344bf7c1228641bb6786a36a,1,null_fill_applied
3664b0f4-08fe-50d0-85cb-40ea92995cfb,region,region,,Speyside,0.95,smws,CIT_b860f09c8118cd5ccd9b4962f81520453708750a8edd698ccb9de62051a07b05,1,null_fill_applied
3762f537-f9cd-5c03-a7de-089b3027e9b4,region,region,,Speyside,0.95,smws,CIT_18cb6aaf397ce2fd8dcb56caf703d99e39b6dc7d57d0b84e0d1c04c05402af72,1,null_fill_applied
37f64680-31f6-57a9-ba7c-ada049149bf6,region,region,,Speyside,0.95,smws,CIT_94640a26d4064661f0a5074497792ad83bb0f47bb6edc62ec0226288de041acb,1,null_fill_applied
38037202-7260-5e4c-8573-08b674fa414a,region,region,,Highland,0.95,smws,CIT_468311aaf131a89704b6c34e7f0cc4b7f2bbc4dfaf20405a3387cbfe81b76769,1,null_fill_applied
385b565a-6903-51c9-bf5c-1e19576e6618,region,region,,Speyside,0.95,smws,CIT_75df23b0322e4cb78fc7b2b5f87596a18a15225a6585911644e909bcb26dd427,1,null_fill_applied
39151d65-4237-575e-8aa0-06832ae53e48,region,region,,Speyside,0.95,smws,CIT_bf4e4d2825339d41116335af61166a31f19d849d49f3a820b7c6ce4dbb290f3c,1,null_fill_applied
39507de9-8840-575a-8cfe-228d45578d40,region,region,,Highland,0.95,smws,CIT_d055e7565e959b9ee366a48d3d55e33569245d6297a7ec03ec4f455ebf981d49,1,null_fill_applied
39a79eb9-3da4-5893-9a52-2603df1beffa,region,region,,Speyside,0.95,smws,CIT_33cda642105bf940800e6ca573092892fa0db831219406f1cacdea1328d7cb11,1,null_fill_applied
39b08c20-64b4-5898-b4f0-728abaf561c2,region,region,,Islay,0.95,smws,CIT_f344ea8b65fe9d0af8bd8dd44269bfbf3f17ea0d06aa9823b7e36d98caf23fc9,1,null_fill_applied
3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,region,region,,Islay,0.95,smws,CIT_317781b4a3aa65d06c18e049777795a4298ef9b24bc155c2635ae956bd21b363,1,null_fill_applied
3a3722df-f44d-5007-ac82-7ad965e4d906,region,region,,Speyside,0.95,smws,CIT_52c777b8769c0283128973816ac5a690e491363afcc18bcaa02bf6681d138369,1,null_fill_applied
3a42ba7c-6d46-5712-bc9a-a00ac2a96d79,region,region,,Speyside,0.95,smws,CIT_ea841dddd8320441c71bbd876e101363bc9da7f0245a39c50df8df87eb254f9c,1,null_fill_applied
3a6a46f8-7199-53ac-b73b-70638bd2c2dd,region,region,,Speyside,0.95,smws,CIT_92b4f140528ca91ffec505b3afd0eb50bb14e662f4cdccac1193180e314085c1,1,null_fill_applied
3b362ac6-c8e3-58a9-9480-ea3bbc64d0cb,region,region,,Highland,0.95,smws,CIT_f44489d60ede7135d5a8a37983d4a07fecd6cc49187b95bf6221c24df1479cf1,1,null_fill_applied
3b535169-85ca-50a3-bb5e-f3a25d9fbccd,region,region,,Islay,0.95,smws,CIT_495fa376fc90c8b8571b33dbb7c7b04e99bd459c0910f949e2ff22b000c38082,1,null_fill_applied
3c154b07-aca5-59ce-a677-a29b043b961a,region,region,,Speyside,0.95,smws,CIT_df3ba009a2af63027c2d34dfd4f2777e739e554e7e472a356c668736489ed63f,1,null_fill_applied
3dcd6ab1-4d7a-5524-beb4-b3dc64037ecd,region,region,,Highland,0.95,smws,CIT_9ab0a16a4b5c916e9ff321ad567aa8cb75c074866a3ea88bee472a5adc04adc9,1,null_fill_applied
3dd332bd-8e00-50bb-a3a5-69e382ecb5b2,region,region,,Speyside,0.95,smws,CIT_ad3b872e9fd6b832273dd7a0801a14562b318a2fe6848e7a00091e0027201bba,1,null_fill_applied
3e065072-8bc7-5833-84d2-8ef1be27e36c,region,region,,Islay,0.95,smws,CIT_fa46614561ef0405a558759a70282c627f9bf43a34252fb0cdfffa855da21953,1,null_fill_applied
3e599b3c-56e3-55e7-878b-9d3ad09344ee,region,region,,Islay,0.95,smws,CIT_1a269669e99ee67c8c7da4e93f76992876ee781cc572a7509adb9b476a9d8fbd,1,null_fill_applied
3e811c2f-4fe1-5cd1-8474-2eeac5fdd9fa,region,region,,Islay,0.95,smws,CIT_9f0a3b98d59b2ab3d21107fdaaa5c897839c25d9f07d386f6bcc8fb885dcd277,1,null_fill_applied
3e9da869-4dd8-5129-bbb2-bc20342f123a,region,region,,Speyside,0.95,smws,CIT_a418a2a5cc8269132d7986340029f93f9402dc1beb04099601e374bbe3fc4301,1,null_fill_applied
3f0ae34f-aa07-5a8d-b2b8-a75bd7d0dc04,region,region,,Highland,0.95,smws,CIT_5cc2dc25616a4192b0fb3befcd60e53035ba314ff430c886aaba169b71031043,1,null_fill_applied
40519583-3c03-51c4-8259-a16b15634056,region,region,,Islay,0.95,smws,CIT_33acd82c3a36bb1e8952173048524f22a0dac09917c2940151fc4ed2cf35bc9d,1,null_fill_applied
411557a7-174a-56a5-9ff7-a4df831c49e5,region,region,,Speyside,0.95,smws,CIT_469bf48c5cd1455e21c3435ebd2da9e757c3882c850305f30c6b9258d90f36a5,1,null_fill_applied
41299eec-9a5b-53bc-8c94-52ed6139f017,region,region,,Islay,0.95,smws,CIT_135356cc0abae397bf04af110a5ad65485dca13c276d886d8bd4ad37a807e485,1,null_fill_applied
415cab1e-628e-541c-9c9d-a891f95a255b,region,region,,Islay,0.95,smws,CIT_5316a8e284bee04b92326c8d13279be912e1d888b8080a315678bd5f52af8efa,1,null_fill_applied
