id,source,file_name,cask_no,distillery,product_name,age,abv,region,cask_type,flavour_profile,tasting_notes_raw,extraction_confidence,review_status
31,SMWS USA,002.85.pdf,2.85,The Glenlivet,"Speyside, Spey",9,61.4,Speyside,Refill Barrel,,"Speyside, Spey
 Vibrant and tongue-dancing
From the nose flowed fountains of fruit
(green apple, mandarin, lime sorbet, pink
grapefruit, lemon puffs, pineapple); we also
found bubble gum, pickled ginger, toffee,
honey, oiled wood and Formica � vibrant
and complex. The palate had treacle toffee,
butterscotch, peanut brittle and vanilla
sweetness, with chilli and eucalyptus
heat and some citric bitterness � lively and
tongue- dancing. The reduced nose still ma-
jored on light, effervescent apple, but deep-
ened by eucalyptus. The palate gave us
fresh apple and pear, Mr Kiplings apple
pies and fizzy lemon rock �further interest
coming from mint, hops and Radox. Distillery
founded by a pistol-totin' mountain man.",1.0,pending_review
32,SMWS USA,002.87.pdf,2.87,The Glenlivet,"Speyside, Spey",21,51.7,Speyside,Refill Hogshead,,"Speyside, Spey
 Satisfying as a butcher's blade
The nose was something of a contradiction �
`old' impressions of polished floorboards in
antique bookshops, old paint cupboards and
mentholated snuff � yet with fresher elements
of stewed apple, mandarins, toffee, carna-
tions and peppermint. Water brought out honey
and lemon toddy notes and freshly baked Eve's
pudding. The palate was fascinating and
very tasty � mouth-coating sweetness of
toffee apples and caramel apple granny cake
with a dry finish of flowers, humbugs and tiger
balm. Panellists were yakking away � fair
enjoying the mellow easiness of it � as sweet
as a Scotsman's Snickers; satisfying as a
butcher's blade. From George Smith's 1824 dis-
tillery.",1.0,pending_review
33,SMWS USA,002.88.pdf,2.88,The Glenlivet,"Speyside, Spey",20,47.1,Speyside,Refill Hogshead,,"Speyside, Spey
Cinderella weeping over matchmakers
 The nose presented rich, fruity, cakey sweetness
 � black bun, Christmas cake, treacle tart,
 ginger snaps and maple candy � along with
 some oak and vanilla notes. The palate was
 intensely sweet, with muscovado sugar, dark
 chocolate and treacle, but with an Indian
 spice trick up its sleeve (cumin, clove, sugar-
 coated fennel seeds) � then some ash, dry
 wood and coffee on the finish. The reduced
 nose contrasted hints of burnt tyres with
 assorted chocolate matchmakers (mint, orange,
 coffee). The palate now had ginger and choco-
 late sweet heat, while cinders and salt evoked a
 tearful Cinderella. The distillery had a ma-
 jor expansion in 2010.",1.0,pending_review
34,SMWS USA,002.90.pdf,2.90,The Glenlivet,"Speyside, Spey",10,60.2,Speyside,Refill Barrel,,"Speyside, Spey
 Flower meadows and patisseries
 The nose told us that scythes had just been
 through the flower meadow and that children
 had just been through the patisserie (vanilla
 slice, fruit scones, strawberry jam, caramel,
 butterscotch and fudge). The palate balanced
 delightful sweetness (toffee, cr�me cara-
 mel, Danish pastry with vanilla icing, jam)
 with tart gooseberry, lemon, lime and cran-
 berry � an unusual leather, liquorice and pine after
 -taste tingled the tongue. The reduced nose
 found blackcurrant, heather honey and diges-
 tive biscuits; the palate was now green,
 grassy and self assured, with custard cream
 sweetness and mouth-coating fruits dusted in
 fine ash. The distillery is uphill from the
 Packhorse Bridge.",1.0,pending_review
35,SMWS USA,002.91.pdf,2.91,The Glenlivet,"Speyside, Spey",12,61.1,Speyside,Refill Barrel,,"Speyside, Spey
 Buck's Fizz and Gewurtztraminer
 The nose (after a somewhat inauspicious,
 solventy start) eventually settled down to
 honey and fruit (red grapes, peach brandy, pear-
 drops, kiwi, apple strudel, Buck's fizz). With wa-
 ter we detected summer pudding, Juicy Fruit
 chewing gum, pink grapefruit and Gew�rztraminer,
 with slowly emerging hints of menthol and to-
 bacco. The palate suggested fizzy chews, pear
 and `petrol-flavoured bubble-gum' (according to
 one panellist) � generally bright and tongue-
 coating with waxy green leaf and warm spices
 of nutmeg and clove to finish. It really came to-
 gether with water � key lime pie, peppered
 fruits � a mouth-flooding mix of juicy sweetness
 and citrus (with gentle spice to finish).
 
 
 Flavour profile: Young & spritely",1.0,pending_review
36,SMWS USA,002.93.pdf,2.93,The Glenlivet,SPICY & DRY,13,60.3,Speyside Spey,Refill Barrel,Spicy & Dry,"SPICY & DRY
 SW E E T DAY D R E A M S
 On the nose neat we found ourselves in a greenhouse with overwintered geraniums
 and tomato vines. We were sitting in a Rattan armchair eating honey apple cake and
 drinking hot Ribena when a lady stepped in wearing Fuzzy Peach perfume oil.
 Immediately the scene changed; intense, thrilling, prickly, sweet and juicy heat on the
 tongue whilst shaking Apricot Anise Collins using carbonated water and stirring
 lightly. Now the aromas became much more herbal and we were miraculously
 transported to an alpine chalet enjoying apr�s-ski, drinking Jagertee and eating a
 Rachel sandwich using pastrami, Swiss cheese and coleslaw on rye bread.",1.0,pending_review
37,SMWS USA,002.94.pdf,2.94,The Glenlivet,SPICY & SWEET,9,60.4,Speyside Spey,Refill Barrel,Spicy & Sweet,"SPICY & SWEET
 A MEAN GREEN GENIE!
 Let Aladdin transport you to a land of green pear, agave, gooseberries sprinkled with
 icing sugar and crystalised angelica. The magic carpet of hessian scented with
 lavender and orange oil. Whoosh - the taste is sharp and sweet with hot chilli, fresh
 ginger and caramelised oranges sprinkled with plump yellow raisins. An box of exotic
 wood bursting with hazelnuts opens and with water, yields peaches and cream, vanilla
 slice and custard creams. Our genie emerges with a bowlful of crushed meringue,
 strawberry and melon spritzed with orange zest. The finish is short and dry...was it all
 a dream?",1.0,pending_review
38,SMWS USA,002.95.pdf,2.95,The Glenlivet,YOUNG & SPRITELY,11,58.6,Speyside Spey,Refill Barrel,Young,"YOUNG & SPRITELY
 PARTY TIME
 After the initial, slightly solvent aromas of lemon
 scented all-purpose cleaner and wood polish, we
 finished our `spring-clean' and relaxed in an apple
orchard enjoying cr�me caramel and chocolate fudge
 cake. The taste had all the sweet, sticky, buttery,
 salted sugary goodness of homemade salted
 caramels topping a zesty lime cheesecake with a
 crunchy biscuit base. Turning fresher with the
 addition of water; lemon and lime sorbet and a
pineapple mojito with a chilli-lime rim and flavours of
 sweet and salty popcorn, spring rolls in a sweet and
sour sauce and chipotle honey roasted peanuts � let's
 get that party started!",1.0,pending_review
39,SMWS USA,003.106.pdf,3.106,Bowmore,Parma Violets and Parma Ham,15,61.7,Islay,,,"""Parma Violets and Parma Ham""
Perched precariously on the shores of Loch
Indaal, this distillery comes complete with
its own public swimming pool, heated with
the waste energy from the distillation proc-
ess. All the delightful aromas, characteristics
of this distillery are present in abundance!
Lavender and Parma Violets combine with
the scent of cured hams and apple. A lasting
and chewy mouth texture is complimented
with hints of coal tar, coal fires and dirty foot-
ball boots? Water brings a rubbery sweet-
ness. Pure peat smoke and ground black pep-
per develop with time. Chewy, warming and
mouth-coating. A perfect example of a fine
Islay malt.",0.95,pending_review
40,SMWS USA,003.113.pdf,3.113,Bowmore,Funfair by the Harbour,12,57.3,Islay,Refill Butt,,"""Funfair by the Harbour""
Supposedly built in 1779 by the Simpsons,
this distillery still supplies 40% of its own
malt requirements from traditional floor
maltings. This sample is white gold from a
. The nose at first has butter ic-
ing, Parma Violets and whipped cream as
well as salt, sand and ash (beach barbeque
dowsed by the tide). With water it seems
rougher with candyfloss, burger stalls and
diesel oil (funfair by the harbour). The un-
reduced taste is of icing sugar with muted
peat, some salt and mild chili sauce. Once
diluted the tide returns and the sweet chili
sauce has seaweed on the side.",1.0,pending_review
41,SMWS USA,003.117.pdf,3.117,Bowmore,Branston Pickle and Eucalyptus leaves,5,56.2,Islay,Refill Hogshead,,"""Branston Pickle and Eucalyptus leaves""
The oldest distillery on Islay produces a
famously perfumed malt, but this example
is more Islay (i.e. smoky) and less scented.
It has spent lowed by combination of American and European
oak influences. The first nose is prickly to
start with, then revealing a rich, complex
nose which reminded us both of Branston
pickle and wood oil (or furniture polish),
with an unrefined eucalyptus scent behind
and plenty of smoke. The flavour at natu-
ral strength combines hemp rope and
swimming pools, with salt and lingering
tarry smoke. With the addition of water it
becomes even more smoky and maritime -
fish boxes and tarred rope, with wafts of
exhaust fumes. The texture is at once soft
and oily; chewy and maritime, with oily
smoke. Remarkably complex for its rela-
tive youth.",1.0,pending_review
42,SMWS USA,003.137.pdf,3.137,Lochindaal,A private membership club,10,55.6,Islay,Refill Butt,,"A private membership club
 
 ""An Old Rocker with a Pipe""
Islay's oldest distillery takes its name from
the island's main village and has an ancient
warehouse which is below sea-level. This
example of the make comes from a and is pale gold in hue, with amber lights. It
has a fresh, floral first nose, with lemon
throat lozenges, and then tobacco, molasses
and fruitcake moistened with rum, and fi-
nally an empty tobacco pipe. The taste at
natural strength is sweet and big and in-
tense, with some struck matches. The aroma
remains similar when water is added, with
the struck matches and molasses advancing.
The taste is now much reduced (careful how
much water you add): sweet, but with light
acidity and reduced smoke. Not a typical ex-
ample of the make, but an interesting one.
We thought of Zee-Zee Top in a tweed jacket
with elbow patches.",1.0,pending_review
43,SMWS USA,003.140.pdf,3.140,Lochindaal,A private membership club,10,56.4,Islay,,,"A private membership club
 
 ""Intrigue, Love and Danger""
This is from the oldest distillery on Islay. The
nose intrigues with faint smoke, expensive
grappa, putty, chestnuts, ginger, burnt sugar
and duck � l'orange. The unreduced palate
has sweet sherry characteristics and a
whiffle of struck matches; lots of smoke,
ashes in the grate and a warm clove and cin-
namon after-tingle. The reduced nose is
sweetly gorgeous with cake mix, orange and
spice, Cadbury's Fruit and Nut and much
later, sherbet flooding out. The flavour is
now smooth and sweet, evoking sandalwood,
nutmeg and gunpowder. The finish is as
soothing as a lover's touch but with a frisson
of danger.",0.95,pending_review
44,SMWS USA,003.153.pdf,3.153,Lochindaal,"Islay, Lochindaal",21,50.8,Islay,Refill Hogshead,,"Islay, Lochindaal
 Wetsuits on a Calmac ferry
The nose was complex and interesting,
evoking images of Calmac ferries, wetsuits
drying in the sun, plastic and putty; it also
had salty crackers, ashes, peppermint and
smoky biltong. The unreduced palate had un-
expectedly big smoke, along with sherbet
straws, toasted marshmallows and red chilli
peppers. On the reduced nose, we picked
up smoked oysters, bog myrtle, geranium
leaves and plastic fish boxes. The palate,
with its hint of herbs and the charred edge of
roasted red peppers was lively and appetis-
ing, yet mint and lavender notes seemed to
induce relaxation. The distillery, dating
from 1779, is owned by Suntory.",1.0,pending_review
45,SMWS USA,003.154.pdf,3.154,Lochindaal,"Islay, Lochindaal",9,58.0,Islay,First Fill Barrel,,"Islay, Lochindaal
Burning heather, charcoal embers
 - and gunpowder!
The nose evoked an outdoor image � sweet
smoke from burning heather stems, oak leaves
falling on whisky barrels, seaweed on wet
sand; then a kitchen � deep-fried seaweed, cara-
melised Chinese pork, crispy duck and prawn
crackers. The palate � gentle, refined, amaz-
ingly sweet � had muscovado sugar and ma-
ple syrup, but also tar, BBQ chilli sauce,
ozone freshness and gunpowder. The reduced
nose had cinder toffee, wine gums and icing
sugar on strawberries over charcoal embers.
The palate retained great sweetness, but with
scorched wood, singed coconut, gentle smoke and
tar � fantastic for its age. The distillery is
downhill from the round church.",1.0,pending_review
46,SMWS USA,003.161.pdf,3.161,Lochindaal,"Islay, Lochindaal",11,58.4,Islay,Sherry Butt,,"Islay, Lochindaal
 The Dark Side
The nose seemed deep and dark; more so than
usual for this distillery. We found a plethora
of foodie aromas; barbecued meat, treacle toffees,
fruit cake and gingerbread with lashings of mo-
lasses, treacle and golden syrup. Beneath
were wicker baskets, gunpowder and thatching,
reminiscent of an old boat. The nautical
theme continued on taste, with a ship's
chimney smoke, eye patches, diesel engine oil and
a crow's nest. Water released warm fra-
grance to the nose with honeysuckle, fruitcake
and rugs by the fireside. The reduced pal-
ate became fragrant and smoky; tarry violets,
tobacco and smoked honey ham; a leather satchel
with tobacco and barbecued steak. The
waste heat from this distillery goes into
heating the nearby public swimming pool.",1.0,pending_review
47,SMWS USA,003.169.pdf,3.169,Loch,"Islay, Loch Indaal",16,56.6,Islay,Refill Butt,,"Islay, Loch Indaal
Pagoda reek drifting over Loch Indaal
 The nose was unexpectedly peaty, with bon-
 fire smoke and moor-burn � nobody com-
 plained. It also had fresh bread, cooked
 peaches and traces of sherry vinegar and fab-
 ric cleaner. With water, the nose seemed
 cleaner, with maple candy, bandages and
 Germolene, but still with that ever-present
 smoke, like pagoda reek drifting over Loch
 Indaal. At natural strength, the palate was
 huge, with tar, embers, coal and brine, dried
 heather, caramel and fudge; then lavender per-
 fuming the finish. The reduced palate had
 mildly drying spices, barbeque succulence
 and a wonderful sweet and smoky integration
 � everything you might hope for from Is-
 lay's oldest distillery.",1.0,pending_review
48,SMWS USA,003.173.pdf,3.173,Bowmore,Islay,9,59.1,Islay,First-Fill Sherry Butt,,"Islay
 The Earl o' Hell meets Higella
An astonishing dark 
tinctly smoky first impression, soon fol-
lowed by ""Nigella's gammon in Coke"",
blackcurrant jelly blocks, cough medi-
cine and tar. ""Black breath"" to taste: tar
and smoke and blackcurrant Lockets,
with coal dust in the aftertaste. The black-
currants persist when water is added, as
does the tarry smoke, now joined by black-
ened-burnt bacon, lead pencils and old
stone dust (""a demolition site""). After all
this the taste comes as a surprise: an unc-
tuous mouthfeel, a light (burnt toffee/
cinder toffee) sweetness and a tarry fin-
ish. Quite simple, but one for the Smoke-
heads! An extreme example of the make
from this, the oldest distillery on Islay.",1.0,pending_review
49,SMWS USA,003.178.pdf,3.178,Loch,"Islay, Loch Indaal",23,48.4,Islay,Sherry Butt,,"Islay, Loch Indaal
 Enticing curiosity dram
The nose took us to a fresh machair envi-
ronment, where we could find discarded sea
shells and distant barbeque smoke (smoked
ham ribs cooking?). There was also consider-
able tar, some witch hazel, pencil cases and
sherbet. The palate was a bit of a shock � that
instant signature blast of lavender and
parma violets; tar again, chalk and prosciutto �
quite a salty finish. With water, we could
identify the parma violets on the nose; also
liquorice allsorts and `granny's handbag'. The
reduced palate was fresh, sweet and entic-
ing; lots of confectionary, liquorice and salt.
A curiosity dram from Islay's oldest distillery.",1.0,pending_review
50,SMWS USA,003.180.pdf,3.180,Loch,"Islay, Loch Indaal",15,61.2,Islay,Refill Hogshead,,"Islay, Loch Indaal
Wet coal and peppermint tea bags
A mild nosefeel, then an early scent of fixa-
tive in a photographer's dark-room � `clean as
Harpic' � with confusing traces of plastic bot-
tles, chalk, pastel crayons and cucumber. Strong,
sweet and very salty to taste at natural strength,
with artificial lavender and cooling Trebor
mints. Water brings up the whisky's charac-
ter: wet coal sacks, dripping fir trees (we thought
of Ted Hughes), heather, moss and bog, but the
mint note still there now as a box of pepper-
mint tea bags. Not so sweet, salty or smoky to
taste, but still faintly mouth-cooling. A poetic
example of the make from Islay's oldest
distillery.",1.0,pending_review
51,SMWS USA,003.181.pdf,3.181,Loch,"Islay, Loch Indaal",15,60.5,Islay,Refill Hogshead,,"Islay, Loch Indaal
 Spritzy, lively and stimulating
The central aroma was lightly citric (lemon
shortbread, pineapple cake, lemon squeezed
on scallops) but either side of that bright win-
dow hung heavier drapes of smoke, ferry-boat
ropes, sugary espresso dregs and railway sta-
tions. To taste, it was spritzy, lively and stimulat-
ing, tickling the mouth with fruit pastilles
and buttercup linctus � the after effect was dry-
ing, like chewing burnt sticks and licking ash.
The reduced nose had lemon barley water, cake
mix and ladies hats � perhaps a Womens'
Institute meeting? The reduced palate com-
bined delicious sweetness and smoke with a
tangy, tart, lemony bonus. The Queen visited the
distillery in 1978.",1.0,pending_review
52,SMWS USA,003.182.pdf,3.182,Loch,"Islay, Loch Indaal",21,46.4,Islay,Refill Hogshead,,"Islay, Loch Indaal
 Peeling tangerines in hospital
We found quite a bit of fruit on the nose �
tinned pears, passion fruit and `someone
peeling tangerines in a recently painted hospital'
� in addition we enjoyed lavender, orange
blossom, patchouli, burnt paper, smoky ba-
con and well-kept stables � quite complex all
in all. The palate had Elastoplasts and gauze
bandages, star anise, walnut fudge, honey-
suckle, nutty tobacco and baklava. Water
brought freesias and parma violets, creosote
and peat fires to the nose, while the palate
became sweeter, developing slightly burnt
treacle tart, sugar cane and dark chocolate
coated marzipan with some coconut to finish.
The distillery was built in 1779.",1.0,pending_review
53,SMWS USA,003.184.pdf,3.184,Bowmore,Islay,15,61.0,Islay,Refill Hogshead,,"Islay
Arabesques of ash and high kicks of coal
 This nose was complex � perfumed smoke,
 candles, black tea, vinegar on coal and buck-
 ets of brine � but sweet (barley sugars, sher-
 bet lemons, cinnamon sweets, pineapple cake)
 and floral (lavender, geranium, jasmine).
 The taste swung from sweet (Edinburgh
 Rock) to savoury (smoked pork loin, honey
 glazed ham); also charcoal and witch hazel.
 The reduced nose had fragrant vanilla, lemon,
 roses, soap and White Linen perfume sprayed
 on driftwood. Flavours now danced around the
 tongue with leaps of liquorice, lavender and
 lemon, whirls of white pepper, arabesques of
 ash and high kicks of coal. 1779 distillery at
 the centre of whisky island.",1.0,pending_review
54,SMWS USA,003.186.pdf,3.186,Lochindaal,Islay,16,57.9,Islay,Refill Hogshead,,"Islay
 Mermaids at play in Lochindaal
This intriguing and rather unusual sample
from the oldest distillery on Islay divided
the panel. The nose initially delivered sol-
venty, glue notes, but these turned more per-
fumed as it opened up � the perfumed and
briny character stimulated conversation
about mermaids! We also found hay, fresh
ginger, coal, apple, banana, lemon and lime.
The palate was also perfumed, with lots of
gin-like botanicals, yet surprisingly sweet
(candy floss, vanilla). The reduced nose sug-
gested sherbet, pear flan and Plasticine. The
palate now improved considerably � some
mineral notes emerged and the escalating sweet-
ness gently embraced the perfumed mer-
maid creating a triumphant final balance.",1.0,pending_review
55,SMWS USA,003.187.pdf,3.187,leaves,Islay,14,57.2,Islay,Refill Butt,,"Islay
Camphor Muscle oil and Russian caramel
 We start off in a cottage in the morning
 clearing out the peat fire and end up We
 start off in a cottage in the morning clearing
 out the peat fire and end up in a Rugby chang-
 ing room with medicinal aromas like cam-
 phor muscle oil and deep heat rub. The initial
 taste is hot and smoky - just like having relit
 the peat fire for breakfast with the smell of
 hot chocolate and sweet Oolong Tea filling the
 room. Adding water gives the impression of
 dousing an open peat fire with some tarry
 and earthy notes coming to the fore. In the
 taste, sweet like a Russian caramel; a toffee
 with a soft chewy centre dipped in dark
 chocolate. The finish, from the oldest work-
 ing distillery on Islay, leaves you with a lin-
 gering smoky and slightly peppery aftertaste.",1.0,pending_review
