id,source,file_name,cask_no,distillery,product_name,age,abv,region,cask_type,flavour_profile,tasting_notes_raw,extraction_confidence,review_status
406,SMWS USA,053.111.pdf,53.111,comes,Smoke and Soot with Liquorice Root,15,55.2,Islay,,,"""Smoke and Soot with Liquorice Root""
From the biggest distillery on Islay, comes
this pale gold sample from a .
The nose manages to hang on to some
freshness (mint, thyme, carbolic soap and
orange) while still evoking oily fish and
brown sauce on bacon. The neat flavours
are smoke and soot with liquorice root and
lavender. With water, the nose is even
fresher � menthol, tobacco, leather and
spicy Oddfellows � somehow conjuring up
the picture of an old fisherman in a
sou'wester at the helm of a sailing smack.
The reduced taste is pretty straightforward
� ozone-fresh, spicy and sweet with smoke.
A very decent dram.",0.95,pending_review
407,SMWS USA,053.133.pdf,53.133,North,"Islay, North Shore",19,55.2,Islay,Refill Hogshead,,"Islay, North Shore
 Fly papers in a horse hospital
 The main nose character was meatiness
 (gammon, beef jerky, speck) but some panel-
 lists found buttered kippers and oak-smoked
 cheese. Tree sap, coal dust and fly paper
 were also mentioned. Charred ribs with BBQ
 sauce appeared on the palate, along with
 ham and bone marrow. Ash, coca cola and
 horse liniment (the Australian knows about
 equine horse rubs) completed an unusual
 and complex combination. The reduced
 nose seemed oriental, with sweet rice paper,
 tiger bread, oyster sauce and prawn toast.
 The taste became sweet, meaty and smoky,
 with rich chocolate and white pepper. The dis-
 tillery matures its spirit off the island.",1.0,pending_review
408,SMWS USA,053.138.pdf,53.138,North,"Islay, North Shore",17,55.2,Islay,Refill Hogshead,,"Islay, North Shore
Sugar and spice and all things black
Early comments about the nose all seemed
black! � tar, liquorice, boot polish, pepper,
coal-dust, but then green olives, herbs, ham,
parma violets, Deep Heat and chillies gave it
a multi-
seemed to soften the nose, bringing out ma-
rine elements (we identified harbours, boat-
yards, creels and tarry ropes). On the unre-
duced palate, icing sugar and meringues had
to grapple with savoury notes (salt and pep-
per crisps, peppery olive oil, pork crackling)
tar and ash. In reduction, sweetness and
spice (sugared fennel seeds, aniseed balls,
mild chilli) emerged triumphant from the
smoke. The distillery name means Sound of
Islay.",1.0,pending_review
409,SMWS USA,053.139.pdf,53.139,North,"Islay, North Shore",27,55.2,Islay,Refill Hogshead,,"Islay, North Shore
 Captain Pugwash
The nose was of the sea; a fresh seafood
platter with lobsters on dry ice, scallops and
briney oysters served with Tabasco sauce,
horseradish, onions and chillies. A bonfire
on the beach released smoke, permeating
driftwood sculptures and salt-soaked ropes. The
taste was big and powerful, initially of fish,
cooked shells and sauce, becoming sooty and
ashy into the finish. The reduced nose re-
minded us of fresh seaweed on salt plains,
clams and mussels in their shells, and salt wa-
ter lilies. The reduced palate rolled along
with smoked lobster, cinder toffee and a finale of
peaty ice cream. This distillery is named after
the Sound of Islay.",1.0,pending_review
410,SMWS USA,053.144.pdf,53.144,North,"Islay, North Shore",20,56.4,Islay,Refill Hogshead,,"Islay, North Shore
 Buckets of tar and brine
The nose had buttery tablet and vanilla ice-
cream, followed by salted peanuts, fabric
Elastoplasts and Golden Virginia tobacco; we
also detected seaside smells, which some-
one suggested might be boat sheds (canvas,
rope, wood, oil, petrol). On the spicy, long-
lasting palate, smoke swirled around every-
thing else, including dark chocolate, mint,
honey, lemon and lime, orange peel, soot and
""Buckets of tar and brine"". The reduced
nose suggested Nuttall's Mintoes, tarry drift-
wood, chicory, swimming pools and bonfire
smoke, while the palate became sweeter
and smoother, with refreshers, greengages
and chipotle smoked chillies. The distillery is
named after the ever-restless Sound of Is-
lay.",1.0,pending_review
411,SMWS USA,053.147.pdf,53.147,North,"Islay, North Shore",10,66.6,Islay,Refill Hogshead,,"Islay, North Shore
 `Hot, juicy and intense'
Aromas of witch hazel, coal, pork crackling
(with a dry mustard rub), charred scallops,
dune grass, tar, black seaweed in rock pools
and really good barbecue sauce (think Blu-
menthal), were mirrored on the taste; but
there was an intense spicy, juicy lemon char-
acter that made us wanting more; one Pan-
ellist insisted he tasted Cr�me Egg. Water
brought out pine sap (Christmas trees), sea
salt, lint bandages, more dune grass, oh and
smoke, glorious sweet perfumed smoke. To
taste it was, sweet, salty, smoky and chilli
hot, with dark bitter chocolate, sweet cured
ham, and warm tarmac. From Islay's larg-
est distillery.",1.0,pending_review
412,SMWS USA,053.151.pdf,53.151,Caol Ila,Islay,10,58.0,Islay,Refill Hogshead,,"Islay
 Perfect simplicity
The first nose released everything the
Panel expected - coal dust, smoked bacon,
salt breeze, Kessler pork chops and sweet nutty
aniseed notes. One Panellist was setting
the fireplace � kindling, newspapers, lumps
of coal (as well as the sacks & cellars), fire-
lighters and matches. Oily, smoky, sweet, salty to
taste: cries of `straight forward', `simple',
`nice' belied the fact that it was cracking
with `perfect balance'. Dilution brought salty
seaweed, lavender & rose pot pourri, blackened
rosemary maple pork ribs. On the palate it had
become ashy with dense coal smoke and
smoked roasted almonds and walnuts. From Is-
lay's largest distillery.",1.0,pending_review
413,SMWS USA,053.153.pdf,53.153,North,"Islay, North Shore",14,56.5,Islay,Refill Hogshead,,"Islay, North Shore
 Lovehearts in a coal sack
The nose was a fabulous mix of smoke,
scorched heather, TCP and clean seaweed
with marshmallows, vanilla and fresh laun-
dry. The unreduced palate had soot, ash,
lime and honey-coated burnt heather stems,
with a treacly, woody aftertaste; some (but
not all) found it a little harsh. The reduced
nose was fresher, with lovehearts, refreshers,
twizzle lollies and Jolly Ranchers as well as
heather honey, smoke and empty coal sacks.
The reduced palate had soapy, salty notes,
butterscotch, burnt sticks and pine notes in the
finish. This non-typical sample from Islay's
biggest distillery had panel members fac-
ing off in mild contretemps.",1.0,pending_review
414,SMWS USA,053.154.pdf,53.154,North,"Islay, North Shore",17,59.8,Islay,Sherry Butt,,"Islay, North Shore
 Surfer's sundown dram
Unreduced the nose was like the soft smoke
of burning driftwood on a distant dune.
Damp coarse sand, seaweed and brine fill the
nostrils as if one were laying prostrate on a
wet beach after an energetic swim across
the bay. On the palate it sets the tongue
ablaze with hot smoke and black peppercorns
cracked between the teeth. With water the
nose softens as if a mist has fallen; pleas-
ant, cooler with a hint of eucalyptus. Citrus, tar
and swirling smoke cover and console the
palate. The narrows of the Sound of Islay
remain visible through the mist.",1.0,pending_review
415,SMWS USA,053.157.pdf,53.157,North,"Islay, North Shore",10,58.0,Islay,Refill Hogshead,,"Islay, North Shore
 Paint your own picture
Peat smoke drifts from a nearby island
across calm waters � the sun is going down
after a hot day on the beach � a driftwood
fire is now lit on shingle between rock-
pools � barbecued pork ribs, langoustines,
lobster, then lemon meringue pie for des-
sert � nose the dram � ginger, Germolene,
tobacco, boxing gloves � paint your own
picture � Bruce Willis in Pulp Fiction? �
taste it now � root beer, ice-cream, ba-
nanas, Old Holborn tobacco, liquorice ciga-
rette papers, burnt heather, barley sugars
rolled in ash � this whisky evoked all of
these for us � now test your own imagina-
tion � it's from the Sound of Islay.",1.0,pending_review
416,SMWS USA,053.158.pdf,53.158,Caol Ila,Islay,15,58.6,Islay,Refill Hogshead,,"Islay
 Coal tar meets pork sausage
Mild and clean, with Coal Tar soap and Calamine
Lotion; pine cones and needles; crepe bandage, Elas-
toplast, plaster cast; a suggestion of pork and
rosemary sausages. The taste at this stage is
very sweet, salty and smoky, with peppermint and
Lapsang Suchong tea. Water reduces the
aroma and makes it more floral, less clean,
more medicinal (antiseptic cream), less meaty,
and now with a pickled ginger note. A soft
mouth-feel; not quite as sweet as formerly,
and slightly less smoky. Some noted a trace
of pickled herring. A polite and subtle expres-
sion of the make from Islay's largest distill-
ery, at Port Askaig.",1.0,pending_review
417,SMWS USA,053.160.pdf,53.160,Caol Ila,Islay,15,58.1,Islay,Refill Hogshead,,"Islay
 Rennies by a smoky bonfire
A smoky bonfire made from green sticks, smoul-
dering damp peat and dry shell-fish shells, then
`fresh slimy seaweed, sea breeze and rock pools',
tobacco and `warm classic car engine'. A big tex-
ture at natural strength and a taste which is
sweet and smoky, with some Jalapeno chilli, tar-
ragon, oysters, and witch hazel in the aftertaste.
Reduction makes it more ashy � `a bonfire ex-
tinguished with sea-water' � traces of Elastoplast
and damp sheets, but the taste is still firm:
sweet and lightly salty, with some chalk and a
minty medicinal note like Rennies. Not as smoky
as one might expect from this distillery
overlooking the Sound of Islay.",1.0,pending_review
418,SMWS USA,053.162.pdf,53.162,Caol Ila,Islay,16,56.5,Islay,Refill Hogshead,,"Islay
 The happiness machine
A huge mass of metal whirrs and clunks
creating bubbles of happiness and content-
ment. This machine gives of fumes of peat
and heather, you can smell the honey it uses
instead of oil as well as the damp oak barbecue
at the heart of its boiler. Flavours of soap,
lemon and diesel oil fill the lungs of the
happy workers pressing its buttons and
working its levers. Water softens the effects
and should be added sparingly. Hints of
peanut butter and glazed herbal ham will bring a
smile on the finish leaving a warm happy
glow blossoming in anyone who drinks
this.",1.0,pending_review
419,SMWS USA,053.163.pdf,53.163,Caol Ila,Islay,15,57.5,Islay,Refill Hogshead,,"Islay
 A sporting dram
Dentists' mouthwash, bath salts and carbolic soap,
with traces of boiled sweets, then fermented fruits
and `scented rubber erasers', sphagnum moss and
damp flannel. At full strength the taste is sweet,
salty, hot and tarry. Water raises plastic, tarred
hemp rope and coal sacks, but also scented soap,
dried herbs and more bath salts. The taste now
sweeter than expected, then salty, with charred
chestnuts and caramelised onions � much more
interesting than at full strength. The distill-
ery takes its name from the sea passage
between Islay and Jura.",1.0,pending_review
420,SMWS USA,053.165.pdf,53.165,Caol Ila,Islay,16,56.4,Islay,Refill Hogshead,,"Islay
 Peat-fire toasted marshmallows
The nose was multi-layered � medicinal
(liniment, plaster-cast, deep heat) � sweet
(peach syrup, digestive biscuits, heather
honey, peat-fire toasted marshmallows) and
meaty (pulled pork) � also damp wool and
walnuts. The unreduced palate had bacon
bites, cashmere, camphor, salted almonds,
smouldering embers and immense, scrumptious
sweetness. The reduced nose conjured up an
old-fashioned matron standing at the hospi-
tal laundry door � while in a parallel dimen-
sion we found cooked lobster and ocean
spray. The reduced palate, clean and sweet
with muted smoke, had light medicinal ele-
ments, cloves, honey, lavender, and Marram
grasses waving over moonlit sand-dunes.
The distillery looks over the narrows to
Jura.",1.0,pending_review
421,SMWS USA,053.167.pdf,53.167,Caol Ila,Islay,15,58.2,Islay,Refill Hogshead,,"Islay
 Old-style smoky pubs
The nose, with smoke, embers, smoky bacon
crisps, ashtrays and seasoned wood suggested
old-style smoky pubs. We also got cinnamon
sugar and pears in wine with clove and orange
peel. The unreduced palate was intensely
sweet and hot, conveying cinders, sugar-
coated fennel seeds and liquorice allsorts. Wa-
ter brought incense, perfumed smoke, jam�n
serrano and barbeques to the nose; also
ginseng, wood-sap and herbal hints. The pal-
ate seemed even sweeter but always bal-
anced by coal, ash, smoke, citrus and salt wa-
ter � suggestions included margaritas and
`lime squeezed on a razor strop'. You al-
most could hit Jura with a skimmer from
here.",1.0,pending_review
422,SMWS USA,053.172.pdf,53.172,Caol Ila,Islay,21,52.2,Islay,Refill Hogshead,,"Islay
 Unmistakable Islay
The nose was unmistakable Islay � sea
spray, peat reek, coal buckets and brine �
barbecued pork with burnt crackling, leather
saddles, tobacco and melting road tar. With
water we found swimming pools, some
herbal and mineral notes, barbecued fish, dry
white wine and salty water flung on sauna coals.
The unreduced palate had sweet notes
(honey-roasted peanuts) talcum powder,
pencil rubbers, barbecued prawns and a home
fire hearth, from the chimney soot to the ash
pan. The reduced taste had roasted cashews,
charcoal, linoleum and a subtle floral hint �
but mainly sweet and peaty. This 1846 distillery
was modernised in 1973.",1.0,pending_review
423,SMWS USA,053.173.pdf,53.173,Caol Ila,Islay,16,59.8,Islay,Sherry Butt,,"Islay
 Glowing embers on the tongue
Typical sooty, briny and oily fish scents ini-
tially with citric, herbal and medicinal back-
ground notes but there were also shout
outs for `wet fish boxes', `peppered roast car-
rots', `light honey on brown toast', and `tart
berries'. To taste the Panel agreed it had a
very ashy texture � hot ash, `like glowing embers'
said one � but the vanilla and honey helped
counterbalance the salty, smoky and sweet
medicinal characters. The addition of water
brought out harbourside notes with drying
kelp, dried fish, and rock pools; less of an
impact to taste but very refreshing nonethe-
less. This distillery was completely rebuilt
in 1972.",1.0,pending_review
424,SMWS USA,053.182.pdf,53.182,Caol Ila,Islay,15,57.2,Islay,Refill Hogshead,,"Islay
 Keep it neat!
Most of the Panel were immediately trans-
ported to the seashore on a blustery au-
tumn day; being on a pebble beach with a strong
salty sea air blowing in one's face and enjoy-
ing the last vanilla ice cream cone of the season.
Some however were in a cafe eating fried
bread and drinking lemon and lime cordial.
The taste is very intense like a gulp of sea-
water, salted cured pork, peppered salami and pick-
led herrings. With water, becoming more
mineraly and herbal like barbequed bacon or
honey cured ham but also sweet like cus-
tard creams. The taste now has little
smoke, slightly ashy, salted cashew nuts and
an aroma of seaweed in the finish. We all
agreed that we preferred this dram without
adding water.",1.0,pending_review
425,SMWS USA,053.184.pdf,53.184,Caol Ila,Islay,19,60.4,Islay,Sherry Butt,,".
 Islay
 Fairground on the beach
The nose offered candy floss, cinder toffee,
peat smoke, rock-pools, barbeques and
donuts, evoking Port Ellen's occasional
beach fairground. It also had lemon, ash,
dark chocolate and bacon Frazzles. The
neat taste was almost galactic in its vast-
ness, with lots of smoke, intense spice,
chocolate (violet creams, chocolate gin-
gers, Crunchie) and flavours of roast pork
(with crackling) and vegetable kebabs. The
reduced nose combined maple-glazed ham
(clove and pineapple) with wood-smoke by
the sea-shore, tar, gym shoes and canvas.
The palate now uncovered faint lavender,
crispy seaweed, ash, black peppercorns,
smoke, tar and something vaguely medici-
nal. From Islay's biggest distillery.",1.0,pending_review
426,SMWS USA,053.186.pdf,53.186,Caol Ila,Islay,23,54.2,Islay,Refill Hogshead,,"Islay
 Home and away
We were greeted with a great combination
of sweet, smoky and salty aromas; black-
berry jam, aniseed balls and a honey or-
ange glazed Iberian Pata Negra leg of ham.
There was also a seafood platter on offer;
scallops, langoustines, lobster tails, king
prawns, smoked salmon and (for our adven-
turous world travellers) blue crab from the
Chesapeake Bay in Virginia. The taste neat
like, nearer to home, best Ayrshire bacon in
a roll, smoky fruits of the forest, blueberry
muffins and salted caramel panna cotta.
Careful when adding water; developing
into honey glazed pork ribs or a slow
cooked pork belly seasoned with thyme
and fennel. Additionally freshly baked malt
loaf with melted salted butter and smoked
vanilla pods. The taste is that of pork mari-
nated in a lime sauce, sweet tobacco and
sea salted caramel.",1.0,pending_review
427,SMWS USA,053.187.pdf,53.187,Caol Ila,Islay,22,51.2,Islay,Refill Hogshead,,"Islay
 Simplicity at its best
We found ourselves on a warm sunny day
sitting on the harbour wall with fish & chips
for lunch and the fresh aroma of heavily
starched white sheets on the washing line is be-
ing carried by the sea breeze. The tide is
going out and smells of rock pools, mussels
and oyster shells are emerging. The taste neat
is a fine combination of sweetness and wood
smoke, Arbroath smokies being prepared on
the beach. With the addition of water we
moved from the harbour along the coast-
line to a peat bog. Briny and salty aromas fill
the air as we cut the peat and spread it out
across the moor to dry. The taste is now
that of smoky bacon, bacon frazzles, honey glazed
ham and the minty sweet finish of Mentos.",1.0,pending_review
428,SMWS USA,053.188.pdf,53.188,Caol Ila,Islay,21,53.3,Islay,Refill Hogshead,,"Islay
 Beach scene from Local Hero
It nosed like a beach dram (scene from Lo-
cal Hero?) � shed made of driftwood and
tarpaulin, sand, sea breezes, smoke, brine,
flip-flops made from old tyres and rope and
barbecued bacon and prawns � nearby,
pine forests, heathery headlands and tarred
roads. Water brought bonfires to the beach
and intimations of oily overalls, mothballed
drawers and brown bread French toast. The
palate had intense, tongue-roasting, nutty
smoke, savoury elements (Sunday break-
fast, scallops, langoustines) and sweetness
(well-toasted tea-cake, burnt sugar, cinna-
mon buns); then, in reduction � coconut,
roasted chestnuts, Liquorice Allsorts and
barbecued seafood and red peppers. From
the nearest Islay distillery to Jura.",1.0,pending_review
429,SMWS USA,053.190.pdf,53.190,Caol Ila,Islay,17,56.8,Islay,Refill Hogshead,,"Islay
 A fishing village up Whisky Cove
The nose conjured up fishing village
scenes � boat sheds, smoke houses, sea air,
tarry ropes, puffers, lobster pots, seaweed
and sea-food barbeques; also lavender and
carbolic. The palate was masculine and
tongue-roasting (pleasantly so) with manly
smoke, tarry driftwood, brine, treacle, va-
nilla, honey-roasted pork, smoky bacon and
chilli. The reduced nose discovered swim-
ming pools, coal fires, fish boxes on a bonfire,
new car tyres and oysters. Even in reduc-
tion, the palate was still big, but very en-
joyable � mouth-tingling spices, salt and pep-
per, citric smoke, grapefruit on prawn cock-
tail and hints of leather in the finish. We
thought it very `sound'.",1.0,pending_review
430,SMWS USA,053.191.pdf,53.191,Caol Ila,Islay,16,56.3,Islay,Refill Hogshead,,"Islay
 Candy Fruit Filled Seashells
The initial nose neat was like a salty sea breeze
standing on a sand dune, soon followed by
antiseptic notes of germolene as well as herbal
ones of fennel and aniseed. Sweeter aro-
mas appear later; foamy bananas and Mini
Milk ice cream lollies. The taste without water is
very sweet indeed like a Cr�me Chantilly with
the slightest touch of peat smoke. It also brought
back happy childhood memories for some
of candy fruit filled seashells, one calling it
`Roudoudou' whilst another one `Schleckmuschel'.
Careful when adding water, the aromas are
still sweet and salty like salted butter caramels
and an even fresher sea breeze than neat.
The taste is fizzy and citric, good old fashioned
homemade lemonade or cream soda.",1.0,pending_review
431,SMWS USA,053.192.pdf,53.192,Caol Ila,Islay,23,55.9,Islay,Refill Hogshead,,"Islay
Mojitos, cigar smoke and everlasting joy
 The nose evoked beach scenes � sea air,
 rock pools and a new tar road through the
 sand dunes; gammon was cooking on a smoky
 barbeque � also pineapple, coconut and lemon
 puff biscuits. The palate was interesting and
 tasty � lemon pepper pork, chalky mineral
 notes, good wood (pencils, cedar boxes,
 wood-burning oven in a bakery) and a perfect
 balance between sweetness and smoke.
 The reduced nose was a walk on the beach
 � sea-shells, sun-tan lotion, trees, sun coming
 up � heart singing with happiness.... The pal-
 ate now had mint humbugs, caramel, ash, mo-
 jitos, cigar smoke and everlasting joy. From
 Islay's biggest distillery.",1.0,pending_review
432,SMWS USA,053.194.pdf,53.194,Caol Ila,Islay,17,60.1,Islay,Refill Butt,,"Islay
 A Calmac ferry dram
The nose gave us fruit salad chews, sherbet
lemons, blackberries, lime and oysters, but
mainly it was smoke, melting tar, brine, Ger-
molene, coal-tar soap, seaweed, cigar ash,
rubber tyres and exhaust fumes (like a Calmac
ferry). The palate delivered loads of ash,
soot and sweet smoke � chilli-roasted nuts and
a charcoal barbeque with smoked mackerel and
charred prawns. The reduced nose offered first
aid boxes, canvas, burnt mackerel skin and
something earthy (terracotta plant pots, grow-
bags). The taste was sweeter � peanut
M&Ms and sugar-coated fennel seeds � a fine
sweet-salty balance with lots of heat, from
the biggest distillery on Islay.",1.0,pending_review
433,SMWS USA,053.197.pdf,53.197,Caol Ila,Islay,18,57.4,Islay,Refill Hogshead,,"Islay
 A stoker in drag
A smoky, coal tar nose, with dried lavender and
old fashioned marker pen scents behind. A
clean, sweet, fresh, maritime taste, still with a
hint of perfume, but also of Bovril and soy sauce.
Light olive oil emerges with water; the smoke
recedes and the lavender (now faded) is
joined by aloe vera leaves. Still sweet, salty and
smoky to taste � consistent with its taste un-
reduced. Many would say the operators at
this distillery have the finest view from any
still-house.",1.0,pending_review
434,SMWS USA,053.200.pdf,53.200,Caol Ila,Islay,18,59.8,Islay,Refill Butt,,"Islay
 A day at the beach
 We found ourselves on the beach next to a fish-
 ing harbour and the boats are coming in land-
 ing their catch of scallops, crabs and langous-
 tines. Aromas of fresh seaweed growing on the
 rocky shore and old overgrown wooden
 groynes are mingling with the harbour
 smells. The taste neat is like a `pick-me-up', a
 sweet, salty and clean fresh sea breeze, oys-
 ters with Tobasco sauce and honey butter roasted
 scallops. With water warm like the engine
 room of a fish trawler or starting a barbeque at
 the end of a hot day. The taste is now of
 slightly ashy toasted marshmallows, lightly
 salted macadamia chocolate and in the fin-
 ish freshly cooked rhubarb with an agave syrup.",1.0,pending_review
435,SMWS USA,053.205.pdf,53.205,Caol Ila,Islay,22,52.9,Islay,Refill Hogshead,,"Islay
Foraging for mussels on the West Coast
 The panel cheered in agreement at the
 thought of collecting shellfish with burning
 gorse and sea spray in the air, whilst drinking
 a Caipirinha. Suitably transported to the West
 Coast, they found wet cement and damp boat
 sheds. Scorched salmon skin. A superb bal-
 ance of sweet smoke and brine. Water re-
 leased delicate white lilies, more lime and
 peaches on the barbeque. Our foragers
 found hessian and wicker baskets, to collect
 their treasure from the shore. They ended
 with scorched rice pudding, stewed rhubarb and
 baklava. The finale was like heather moors af-
 ter a fire.",1.0,pending_review
436,SMWS USA,053.206.pdf,53.206,Caol Ila,Islay,18,56.6,Islay,Refill Hogshead,,"Islay
 Ooh Matron!
Occasionally the panel takes on a confes-
sional tone, hence anonymity. Freshly laun-
dered Matrons uniform and wishful thinking of
kissing her lavender balmed lips. First Aid boxes
and carbolic soap. Coal sacks, sweet peat and sea
shells reminded the panel where this beauty
hailed from. With water, one fantasist imag-
ined downing an oyster before a coal fire. Newly
opened gauze and Arm and Hammer mouth-
wash. They found the mineral character
was replaced by a sweetness of honey glazed
lamb and blueberry. With their temperatures
suitably raised the panel departed to dream
all the way home.
 
 
 Flavour profile: Peated",1.0,pending_review
437,SMWS USA,053.207.pdf,53.207,Caol Ila,Islay,20,58.7,Islay,Refill Butt,,"Islay
 Cod wrapped in Parma ham
The smell of sweet peat smoke greeted the
Panel; aromas of singed heather and a
fresh sea breeze mixing with battered sau-
sages and grilled cod wrapped in Parma ham. In
the taste we have moved inside a beach hut
sheltering from the rain; lamp oils with sandal-
wood fragrance are being lit, some are smok-
ing pipes with aromatic tobacco, others cigars.
With water the aromas are back outside;
the salty sea breeze and over the white embers
of the barbeque, glazed honey and mustard sau-
sages as well as king prawns are waiting to
be eaten. The taste is now sweet, fried honey
bananas, fruit kebabs and grilled pineapple
skewers.
 
 
 Flavour profile: Peated",1.0,pending_review
438,SMWS USA,053.210.pdf,53.210,Caol Ila,Islay,24,53.3,Islay,Refill Hogshead,,"Islay
 Fantastic stuff
 This nose had a little bit of everything one might
 expect � peat smoke, tea chests, tobacco, pine
 resin, sea breezes, bandages, puff candy, pea-
 nut brittle and smoked salmon, to name just a
 few. The palate was a delight � a good whack
 of smoke and toffee apple sweetness � but
 nicely complicated by aniseed, liquorice, Brazil
 nuts, sesame oil, soy sauce, five-spice powder,
 salt and vinegar crisps and smouldering saw-
 dust. The reduced nose was softer and
 sweeter, with caramel, treacle, old tawny port
 and pork crackling, while the palate found
 some mint and ash in the finish. Fantastic
 stuff from Islay's biggest distillery.
 
 
 Flavour profile: Peated",1.0,pending_review
439,SMWS USA,053.211.pdf,53.211,Caol Ila,L I G H T LY P E AT E D,22,54.8,,Refill Hogshead,,"L I G H T LY P E AT E D
 AND IT IS GOODBYE TO CARE
 Sweet and fresh aromas were very much apparent on the nose neat; lime cheese
 cake, heather honey and caramel-apple crisps. At the same time salty aromas of
 oyster shells and seaweed and a eucalyptus/ashy smell of menthol cigarettes all
 entwine. In the taste; sausages with a sweet chilli sauce, smoked peaches and
 vanilla ice cream with white pepper. With water much more maritime and salty;
 rock pools, kelp, fried white baits and calamari with a garlic and lemon
 mayonnaise � `you can almost hear the sea lions barking'. The taste is now gentle;
 singed heather, toasted marshmallows with a light fresh breeze of lavender.",0.95,pending_review
440,SMWS USA,053.216.pdf,53.216,Caol Ila,Islay,21,60.6,Islay,Refill Butt,,"Islay
 BBQ in pine-clad dunes
After the bonfire in the hospital car park we went
to the pine-clad dunes and started the bar-
beque for our dinner consisting of honey
glazed smoke ham, gammon steak, whole mack-
erel with lemon, oregano, olives and Ayr-
shire new potatoes with sour cream and parsley.
The taste neat therefore no surprise, sweet
cured ham, pork sausages and a lingering mild
sweet peat smoke. With water the food turned
into steamed mussels and cockles, Arbroath
Smokies and herring salad in a sour cream
sauce. The taste now sweet and juicy like a
grilled gammon steaks with caramelised pineapple
slices.
 
 
 Flavour profile: Lightly peated",1.0,pending_review
441,SMWS USA,053.218.pdf,53.218,Caol Ila,L I G H T LY P E AT E D,14,64.4,,Refill Hogshead,,"L I G H T LY P E AT E D
 PHILADELPHIA CIGAR `PERFECTION'
 We all sunk into a big leather arm chair next to an open peat smoke fire eating smoky,
 salty bacon frazzles with air-cured herbal sausages smoked over beech wood. The
 taste was warm, thick and mouth-coating just like freshly made American-style
 pancakes with bacon and maple syrup whilst having a satisfied grin on our faces as we
 opened a vintage Phillies Perfecto cigar box. Water reminded us of the dinner before;
 slow roasted chicken with lemon, rosemary and thyme accompanied by salvia sauce
 over mashed potato. In the taste grounded black pepper, sweet liquorice as well as
 caramelised bananas in toffee sauce.",0.95,pending_review
442,SMWS USA,053.222.pdf,53.222,Caol Ila,P E AT E D,13,58.4,,Refill Hogshead,,"P E AT E D
 THE THREE LITTLE PIGS
 Once upon a time there were three little pigs. The neat nose found the first one, a
 delightful hog roast with rosemary and apple sauce. There were toffee apples, smoked
 mackerels and wet charred wood. The second little pig was barbecued with apricots on
 the nose but tasted of crackling and maple cured bacon. Then came herbal notes, a
 sweet peat and burnt marshmallows. Water brought out old cigar smoke and foie gras
 on melba toast, and then the third little pig - stewed tenderly with honey and hoisin
 sauce. The smoky palate was both salty and sweet with a wonderful mouthfeel. And
 the big bad wolf lived happily ever after.",0.95,pending_review
443,SMWS USA,053.226.pdf,53.226,Caol Ila,O I LY & C OA S TA L,15,63.5,,Refill Hogshead,,"O I LY & C OA S TA L
 TEDDY BOYS AT THE BEACH
 Rock (pool) and roll! Bad boys set an old boat alight with a splash of diesel, clean
 smoke puffing into the sky. They drink pisco sours and eat pork rolls with gherkin
 pickle, followed by baked corn pudding. Splashing sea water fizzes on the fire and
 sparks of pickled ginger and salted lemon fly. Hints of oregano and roll-ups waft
 together with an oily slick on the shore. They kick an old rubber tyre around and flick
 each other with a tarry rope. Olive oil cake with lemon icing, pickled onions with
 cream cheese and mackerel complete the beastie.",0.95,pending_review
444,SMWS USA,053.231.pdf,53.231,Caol Ila,H E AV I LY P E AT E D,19,59.3,,Refill Hogshead,,"H E AV I LY P E AT E D
 EAT UNTIL I DIE
 The hunger pangs began on first nosing. One panellist was transported to a
 Mediterranean village, sat outside enjoying sun dried tomatoes, Serrano ham and fresh
 tarragon. There was also a green element, like tomatoe vines and stripped twigs. The
 taste was ""super spicy"" and brought smoked salmon sushi with wasabi to the table.
 The delicate oak let the smoke do the talking but provided a subtle guiding hand to
 keep things in order. With water, sweet roast pork with crackling, hickory BBQ
 smoke, peanut brittle and a platter of mixed fruits to finish (white grapes, lemon and
 grapefruit).",0.95,pending_review
445,SMWS USA,053.233.pdf,53.233,Caol Ila,H E AV I LY P E AT E D,19,60.0,,Refill Hogshead,,"H E AV I LY P E AT E D
 FIREMAN'S GLOVES ON A MERMAID
Our noses found nutty, leathery, woody smoke � bonfires from first touch to dying
embers � fireman's gloves after a hard shift; then we got medicinal stuff (first-aid
box, bandages, Savlon) and finally fish boxes, shellfish, citrus and celery salt. The
palate was a Wowee! hit of wood extract, tar, salted treacle scones and smoke
(puffing a big cigar) � hints of fried bacon and salted cashews. The reduced nose
was `salty as a mermaid in a rock-pool' � salt-encrusted boat decks were also
mentioned � and some savoury notes. The palate remained chewy and substantial �
a candy floss of smoke and tar on a stick.",0.95,pending_review
