queue_id,entity_key,field_name,proposed_value,confidence,source,status,classification
KB_94364348fa344c0eb1e6,9fddc56d-264c-5c5e-87df-c0c9f37e941a,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_236701d40b3943c3bb6e,9fddc56d-264c-5c5e-87df-c0c9f37e941a,age,14.0,0.95,smws,pending,NO_CHANGE
KB_494c74eb10a94fb48d09,9fddc56d-264c-5c5e-87df-c0c9f37e941a,abv,58.4,0.95,smws,pending,NO_CHANGE
KB_327abed7fba44fae92db,9fddc56d-264c-5c5e-87df-c0c9f37e941a,region,Islay,0.95,smws,pending,NO_CHANGE
KB_dde9b6c96dc94e13a413,a1e1e40f-fd49-5cda-b8da-6055bc6696da,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_5a6a361d20b245ca8c9a,a1e1e40f-fd49-5cda-b8da-6055bc6696da,age,24.0,0.95,smws,pending,NO_CHANGE
KB_039ebd49d0af4a6186a2,a1e1e40f-fd49-5cda-b8da-6055bc6696da,abv,50.8,0.95,smws,pending,NO_CHANGE
KB_22783d2060b24fb38a1e,a1e1e40f-fd49-5cda-b8da-6055bc6696da,region,Islay,0.95,smws,pending,NO_CHANGE
KB_937ca54c5226451c9716,9371a2f2-e061-5c4d-9a68-9c62625d1520,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_0258b8c08eaf4d838132,9371a2f2-e061-5c4d-9a68-9c62625d1520,age,16.0,0.95,smws,pending,NO_CHANGE
KB_3c7a652a2df744038c6c,9371a2f2-e061-5c4d-9a68-9c62625d1520,abv,59.4,0.95,smws,pending,NO_CHANGE
KB_1bd849354e144ccda1e2,9371a2f2-e061-5c4d-9a68-9c62625d1520,region,Islay,0.95,smws,pending,NO_CHANGE
KB_87ee1f5ac0cc45cb8c25,dec91460-c3a1-54b8-9375-20972a55f20d,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_4c89d7f9a69f43198701,dec91460-c3a1-54b8-9375-20972a55f20d,age,15.0,0.95,smws,pending,NO_CHANGE
KB_72db8eaa5cbc4d41a1b5,dec91460-c3a1-54b8-9375-20972a55f20d,abv,56.9,0.95,smws,pending,NO_CHANGE
KB_bfda7e46954246248d8e,dec91460-c3a1-54b8-9375-20972a55f20d,region,Islay,0.95,smws,pending,NO_CHANGE
KB_60bd637ab62340c8af43,82168ee9-dd26-564a-a37d-71802cfb9a50,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_161e40c7e8184816a267,82168ee9-dd26-564a-a37d-71802cfb9a50,age,17.0,0.95,smws,pending,NO_CHANGE
KB_6e0ac64e630744e58d64,82168ee9-dd26-564a-a37d-71802cfb9a50,abv,58.9,0.95,smws,pending,NO_CHANGE
KB_26964d7a1f6a4af7800a,82168ee9-dd26-564a-a37d-71802cfb9a50,region,Islay,0.95,smws,pending,NO_CHANGE
KB_b0dc1ed5adba4789b4a8,bddb9ac9-35a3-5f53-9c5c-dcf1f3081c69,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_4e4ee15c7219408d9a19,bddb9ac9-35a3-5f53-9c5c-dcf1f3081c69,age,18.0,0.95,smws,pending,NO_CHANGE
KB_448b74f849f640bc8455,bddb9ac9-35a3-5f53-9c5c-dcf1f3081c69,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_64201734c62444f1aec5,bddb9ac9-35a3-5f53-9c5c-dcf1f3081c69,region,Islay,0.95,smws,pending,NO_CHANGE
KB_11f830abd4574c47ab48,41299eec-9a5b-53bc-8c94-52ed6139f017,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_295ef45d72ba4725b88f,41299eec-9a5b-53bc-8c94-52ed6139f017,age,16.0,0.95,smws,pending,NO_CHANGE
KB_559b01d840094acfaec4,41299eec-9a5b-53bc-8c94-52ed6139f017,abv,55.6,0.95,smws,pending,NO_CHANGE
KB_640702e1224b49a3995c,41299eec-9a5b-53bc-8c94-52ed6139f017,region,Islay,0.95,smws,pending,NO_CHANGE
KB_4d82e6515b084ffdaa0d,59774bf2-8a22-52ba-ba4c-45a2321293ea,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_666594e4f53341adb26a,59774bf2-8a22-52ba-ba4c-45a2321293ea,age,13.0,0.95,smws,pending,NO_CHANGE
KB_914edf55771b4ec2b67a,59774bf2-8a22-52ba-ba4c-45a2321293ea,abv,54.3,0.95,smws,pending,NO_CHANGE
KB_de2c99b2fa4c46d3b70d,59774bf2-8a22-52ba-ba4c-45a2321293ea,region,Islay,0.95,smws,pending,NO_CHANGE
KB_0540bc1e45974c3bbfe7,cc764bc3-47c4-5780-90bb-246147cbd070,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_4ce3c0bc4bdd41ac87a8,cc764bc3-47c4-5780-90bb-246147cbd070,age,19.0,0.95,smws,pending,NO_CHANGE
KB_c83d183a288f40e18667,cc764bc3-47c4-5780-90bb-246147cbd070,abv,54.2,0.95,smws,pending,NO_CHANGE
KB_83b66af1f4fb41a39796,cc764bc3-47c4-5780-90bb-246147cbd070,region,Islay,0.95,smws,pending,NO_CHANGE
KB_7a1d1059ba404575ab35,a2e5065b-6368-5eab-8613-06393762ff3e,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_303a25bafb1e418e9ed5,a2e5065b-6368-5eab-8613-06393762ff3e,age,16.0,0.95,smws,pending,NO_CHANGE
KB_39b94e1c44dc4784befe,a2e5065b-6368-5eab-8613-06393762ff3e,abv,58.3,0.95,smws,pending,NO_CHANGE
KB_2fdef589aea7471ea22b,a2e5065b-6368-5eab-8613-06393762ff3e,region,Islay,0.95,smws,pending,NO_CHANGE
KB_7f1a5e05aa4e42efac57,7ecbfeb2-478b-5b11-b6d7-23e768d070a7,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_650b07edafbd41128601,7ecbfeb2-478b-5b11-b6d7-23e768d070a7,age,16.0,0.95,smws,pending,NO_CHANGE
KB_ae15a9ea4630444e86d1,7ecbfeb2-478b-5b11-b6d7-23e768d070a7,abv,56.4,0.95,smws,pending,NO_CHANGE
KB_f9a6cc6fa2e14bdbb5e1,7ecbfeb2-478b-5b11-b6d7-23e768d070a7,region,Islay,0.95,smws,pending,NO_CHANGE
KB_74a871fe811a47048a8e,81eda28f-9ccc-5421-a409-d523aa3a6e2a,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_b871f72144234761a4ba,81eda28f-9ccc-5421-a409-d523aa3a6e2a,age,26.0,0.95,smws,pending,NO_CHANGE
KB_1d57b86acccd4593b507,81eda28f-9ccc-5421-a409-d523aa3a6e2a,abv,51.3,0.95,smws,pending,NO_CHANGE
KB_c790bb343f2947c29d1d,b5f68bce-5f42-59c4-873b-2fbfa0192d68,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_faa47208cf60453dbf43,b5f68bce-5f42-59c4-873b-2fbfa0192d68,age,16.0,0.95,smws,pending,NO_CHANGE
KB_83ae755981eb4e219db2,6173d1c2-a8f7-5a2e-9aef-a6a9dddc8ee0,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_810df9e05d3e4c08952e,6173d1c2-a8f7-5a2e-9aef-a6a9dddc8ee0,age,26.0,0.95,smws,pending,NO_CHANGE
KB_224b80b111074ccc8758,6173d1c2-a8f7-5a2e-9aef-a6a9dddc8ee0,abv,50.9,0.95,smws,pending,NO_CHANGE
KB_7a59761b963e4852b2dd,7e2dd5b9-7997-55e0-ba95-2561e478d29d,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_953a56e4bfb644f386ef,7e2dd5b9-7997-55e0-ba95-2561e478d29d,age,17.0,0.95,smws,pending,NO_CHANGE
KB_d5f99aae2e0142ccbbcc,7e2dd5b9-7997-55e0-ba95-2561e478d29d,abv,56.5,0.95,smws,pending,NO_CHANGE
KB_9edf2627643e4a76962e,35cca668-e02e-5e6f-9e57-0609cc73d833,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_375e975b76a34cc8aa37,35cca668-e02e-5e6f-9e57-0609cc73d833,age,16.0,0.95,smws,pending,NO_CHANGE
KB_f65db59d9e5a476984ac,35cca668-e02e-5e6f-9e57-0609cc73d833,abv,55.9,0.95,smws,pending,NO_CHANGE
KB_bf4dfe90eb8446139abc,5e380fac-f8d0-5272-9055-951bb15ca470,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_27d94ae535df44fc9db8,5e380fac-f8d0-5272-9055-951bb15ca470,age,19.0,0.95,smws,pending,NO_CHANGE
KB_c3209c6076aa4ddba1ea,5e380fac-f8d0-5272-9055-951bb15ca470,abv,58.1,0.95,smws,pending,NO_CHANGE
KB_abf55af898ef4f1186fb,dcc896ed-ac13-58d9-b6e5-7a762692414e,cask_type,first-fill barrel usa allocation,0.95,smws,pending,NO_CHANGE
KB_4f182cdf93d14479b1e3,dcc896ed-ac13-58d9-b6e5-7a762692414e,age,15.0,0.95,smws,pending,NO_CHANGE
KB_f641690b47b2400885d8,dcc896ed-ac13-58d9-b6e5-7a762692414e,abv,56.3,0.95,smws,pending,NO_CHANGE
KB_171f7e23423b4c10a96e,dcc896ed-ac13-58d9-b6e5-7a762692414e,region,Islay,0.95,smws,pending,NO_CHANGE
KB_185f0ca39df04f99be4f,f8de9132-49dc-5638-acae-f78c8e6986e2,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_d0eb0caebae2424bb778,f8de9132-49dc-5638-acae-f78c8e6986e2,age,18.0,0.95,smws,pending,NO_CHANGE
KB_857c390352e74e5fa78e,f8de9132-49dc-5638-acae-f78c8e6986e2,abv,55.8,0.95,smws,pending,NO_CHANGE
KB_6af2d98fe0b94c67ba16,f8de9132-49dc-5638-acae-f78c8e6986e2,region,Islay,0.95,smws,pending,NO_CHANGE
KB_822c62b15ae444cda14e,02c1442c-b077-50ba-80f2-17d811a6d0d2,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_cd5a222143114e759b79,02c1442c-b077-50ba-80f2-17d811a6d0d2,age,20.0,0.95,smws,pending,NO_CHANGE
KB_7ee0f2b27ca1490d89a4,02c1442c-b077-50ba-80f2-17d811a6d0d2,abv,53.1,0.95,smws,pending,NO_CHANGE
KB_4c352b7792574b9dbb15,02c1442c-b077-50ba-80f2-17d811a6d0d2,region,Islay,0.95,smws,pending,NO_CHANGE
KB_76cf07d3ca7d4b0cae97,5d3f8399-d8ce-5f0a-b597-db701aefb0f6,age,14.0,0.95,smws,pending,NO_CHANGE
KB_3ac5c0ea00de47518600,5d3f8399-d8ce-5f0a-b597-db701aefb0f6,abv,54.3,0.95,smws,pending,NO_CHANGE
KB_9557c5e9c43d4c51b1ba,0b9d77e4-659a-59ee-a1a0-c30bc035b351,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_71d8865cb30f4f4b95e8,0b9d77e4-659a-59ee-a1a0-c30bc035b351,age,22.0,0.95,smws,pending,NO_CHANGE
KB_9bd5135423ff4ab982f3,0b9d77e4-659a-59ee-a1a0-c30bc035b351,abv,48.3,0.95,smws,pending,NO_CHANGE
KB_ca84c7c7200f4f56b3a6,ba40e478-5e37-5261-aa3b-e60ef1448470,age,19.0,0.95,smws,pending,NO_CHANGE
KB_508e42cb201647de9b87,ba40e478-5e37-5261-aa3b-e60ef1448470,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_2b06d1a3b4e848b8873b,48b76d49-3cea-56bb-a5ea-02af7c181389,age,17.0,0.95,smws,pending,NO_CHANGE
KB_d63e80ed190941ac8c81,48b76d49-3cea-56bb-a5ea-02af7c181389,abv,51.6,0.95,smws,pending,NO_CHANGE
KB_2eaf5dcd315c4592b24f,6037a55b-ec66-55f7-9e17-b482a403e7e0,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_565c6624223846d39a4a,6037a55b-ec66-55f7-9e17-b482a403e7e0,age,17.0,0.95,smws,pending,NO_CHANGE
KB_eba146b1a08641ffad4c,6037a55b-ec66-55f7-9e17-b482a403e7e0,abv,61.0,0.95,smws,pending,NO_CHANGE
KB_2063c2a530c543be963c,88035bdd-884f-5488-93f8-c1ffb817364f,age,22.0,0.95,smws,pending,NO_CHANGE
KB_31e2ef041b514ace8ea1,e1fa9e80-a79b-5cf2-bc3f-ae380696f7b4,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_c6b47920d2c84b538d85,e1fa9e80-a79b-5cf2-bc3f-ae380696f7b4,age,10.0,0.95,smws,pending,NO_CHANGE
KB_93f5e5aa36a744abb414,e1fa9e80-a79b-5cf2-bc3f-ae380696f7b4,abv,59.0,0.95,smws,pending,NO_CHANGE
KB_e73b0b25ce6c435c8314,aaa43573-8c35-57b3-afd2-0c7a26683263,age,20.0,0.95,smws,pending,NO_CHANGE
KB_372e6527e08940af817a,aaa43573-8c35-57b3-afd2-0c7a26683263,abv,50.5,0.95,smws,pending,NO_CHANGE
KB_269f0f531dd648438b93,e074f3a3-e799-5203-8cec-b965bf913e62,cask_type,first-fill,0.95,smws,pending,NO_CHANGE
KB_6962f2ad48254f7b8b3a,e074f3a3-e799-5203-8cec-b965bf913e62,age,10.0,0.95,smws,pending,NO_CHANGE
KB_8e6649537da84ab3adb2,e074f3a3-e799-5203-8cec-b965bf913e62,abv,57.3,0.95,smws,pending,NO_CHANGE
KB_135b1bcf147545c3bbf7,80bacdff-f9e4-5dca-b90b-8c7670b35587,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_7fe393c94da44345b87a,80bacdff-f9e4-5dca-b90b-8c7670b35587,age,12.0,0.95,smws,pending,NO_CHANGE
KB_d7cffd4082c040adb5fb,80bacdff-f9e4-5dca-b90b-8c7670b35587,abv,58.7,0.95,smws,pending,NO_CHANGE
KB_45678d7e0c9c48f19c03,52a9c5a9-a1f9-5b8c-975b-4d04ccb82290,cask_type,first-fill,0.95,smws,pending,NO_CHANGE
KB_17789073c09140a4b78f,52a9c5a9-a1f9-5b8c-975b-4d04ccb82290,age,9.0,0.95,smws,pending,NO_CHANGE
KB_b86587a44ec242aeb243,52a9c5a9-a1f9-5b8c-975b-4d04ccb82290,abv,61.7,0.95,smws,pending,NO_CHANGE
KB_7dd020fb496b4ec6aa04,9179c557-8797-5aec-b6d4-15e15e75ef29,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_c9e33d155f2046b3aa6f,9179c557-8797-5aec-b6d4-15e15e75ef29,age,21.0,0.95,smws,pending,NO_CHANGE
KB_a35f456bd10a446f9cff,9179c557-8797-5aec-b6d4-15e15e75ef29,abv,52.0,0.95,smws,pending,NO_CHANGE
KB_f5de02687ad7408189fd,d4635d93-bd03-544e-8c28-c6a590c863b4,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_3eb7317b418e4be9a368,d4635d93-bd03-544e-8c28-c6a590c863b4,age,19.0,0.95,smws,pending,NO_CHANGE
KB_eb1f3fdd804f4fc79044,d4635d93-bd03-544e-8c28-c6a590c863b4,abv,54.7,0.95,smws,pending,NO_CHANGE
KB_d3ac8757d7ff4f4a84c7,325e83db-d4dc-552e-8493-7ffbeeb467b3,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_61ac8c4f0fd6496d83ad,325e83db-d4dc-552e-8493-7ffbeeb467b3,age,10.0,0.95,smws,pending,NO_CHANGE
KB_5c3c63e654624698b9b3,325e83db-d4dc-552e-8493-7ffbeeb467b3,abv,59.9,0.95,smws,pending,NO_CHANGE
KB_6cf57f6192784acdad7b,325e83db-d4dc-552e-8493-7ffbeeb467b3,region,Highland,0.95,smws,pending,NO_CHANGE
KB_c96db7522be945a7bb6e,1f9e358e-e702-5cdb-83fd-1f502379b020,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_24a0b668c194469eb309,1f9e358e-e702-5cdb-83fd-1f502379b020,age,26.0,0.95,smws,pending,NO_CHANGE
KB_0631bd83bb00441a99ea,1f9e358e-e702-5cdb-83fd-1f502379b020,abv,53.1,0.95,smws,pending,NO_CHANGE
KB_c0d4c43bd0924d9eaa48,1dc7c9b6-7d88-53d4-995d-578b398fca2e,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_80f17c5d196e42049de9,1dc7c9b6-7d88-53d4-995d-578b398fca2e,age,11.0,0.95,smws,pending,NO_CHANGE
KB_e7c252402f3b4051b8c1,1dc7c9b6-7d88-53d4-995d-578b398fca2e,abv,58.6,0.95,smws,pending,NO_CHANGE
KB_d345de7dc03c4129967b,4f363859-6736-5a47-a78b-caac43bd7035,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_1fdabd36bee94632ad1c,4f363859-6736-5a47-a78b-caac43bd7035,age,20.0,0.95,smws,pending,NO_CHANGE
KB_24b6cd8c43ba4889baad,4f363859-6736-5a47-a78b-caac43bd7035,abv,53.5,0.95,smws,pending,NO_CHANGE
KB_99fa9d3148544878acd4,4f363859-6736-5a47-a78b-caac43bd7035,region,Highland,0.95,smws,pending,NO_CHANGE
KB_23a622d49d0f4cb08eae,507f6bdb-bf78-5c19-a6e0-8e622b2c2d84,age,14.0,0.95,smws,pending,NO_CHANGE
KB_c11279d25fc14d8d8a30,507f6bdb-bf78-5c19-a6e0-8e622b2c2d84,abv,56.1,0.95,smws,pending,NO_CHANGE
KB_b4e15b18526141fa8eeb,507f6bdb-bf78-5c19-a6e0-8e622b2c2d84,region,Highland,0.95,smws,pending,NO_CHANGE
KB_fea144b289a8473cbd49,f865b05e-a649-5ff1-881a-50c2031c7d80,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_3df9d352449d4736858f,f865b05e-a649-5ff1-881a-50c2031c7d80,age,16.0,0.95,smws,pending,NO_CHANGE
KB_4146c58b1555456ab2c6,f865b05e-a649-5ff1-881a-50c2031c7d80,abv,55.1,0.95,smws,pending,NO_CHANGE
KB_a8fa29cdb9bb404f8f95,f865b05e-a649-5ff1-881a-50c2031c7d80,region,Highland,0.95,smws,pending,NO_CHANGE
KB_c51ea45068294c2e9e69,fbcd8b02-6ff3-56a1-be42-a40619a610d7,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_698e08318dc2460d9f75,fbcd8b02-6ff3-56a1-be42-a40619a610d7,age,11.0,0.95,smws,pending,NO_CHANGE
KB_309d0a6b5ef2428786ab,fbcd8b02-6ff3-56a1-be42-a40619a610d7,abv,62.8,0.95,smws,pending,NO_CHANGE
KB_19eb9a77c1994c6ab78a,fbcd8b02-6ff3-56a1-be42-a40619a610d7,region,Highland,0.95,smws,pending,NO_CHANGE
KB_c549ab2e52864d628191,ab161ef7-6f6b-5d3f-9a75-e79e5499d601,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_576fcc6269014819b996,ab161ef7-6f6b-5d3f-9a75-e79e5499d601,age,11.0,0.95,smws,pending,NO_CHANGE
KB_1972d4a655b040d9a4f8,ab161ef7-6f6b-5d3f-9a75-e79e5499d601,abv,62.0,0.95,smws,pending,NO_CHANGE
KB_6dd555b1c4eb414f8f46,ab161ef7-6f6b-5d3f-9a75-e79e5499d601,region,Highland,0.95,smws,pending,NO_CHANGE
KB_4a79e0195e584324b77e,99abf37a-b1ed-5d55-8566-1a41089efd55,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_321daec242b14da0b319,99abf37a-b1ed-5d55-8566-1a41089efd55,age,25.0,0.95,smws,pending,NO_CHANGE
KB_92ba457f91654f50a2c9,99abf37a-b1ed-5d55-8566-1a41089efd55,abv,59.7,0.95,smws,pending,NO_CHANGE
KB_8b146a34d18d4bf0b1fe,99abf37a-b1ed-5d55-8566-1a41089efd55,region,Highland,0.95,smws,pending,NO_CHANGE
KB_1909a0d217c848bdb519,47003c2d-9022-52e2-9a2a-900c3621db60,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_4dc5bf8c577c4b79b3c7,47003c2d-9022-52e2-9a2a-900c3621db60,age,21.0,0.95,smws,pending,NO_CHANGE
KB_5e4cc60795b7417e92fd,47003c2d-9022-52e2-9a2a-900c3621db60,abv,53.7,0.95,smws,pending,NO_CHANGE
KB_f93529795e2a47a3bf03,47003c2d-9022-52e2-9a2a-900c3621db60,region,Highland,0.95,smws,pending,NO_CHANGE
KB_967288d9c9d844d9b590,61607d8a-3b83-568b-9104-f97ed19300d0,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_13ce3f57bc9e4e63aa40,61607d8a-3b83-568b-9104-f97ed19300d0,age,13.0,0.95,smws,pending,NO_CHANGE
KB_32b9803117de4a4787c7,61607d8a-3b83-568b-9104-f97ed19300d0,abv,60.1,0.95,smws,pending,NO_CHANGE
KB_242e5a89d33d446aa91b,61607d8a-3b83-568b-9104-f97ed19300d0,region,Highland,0.95,smws,pending,NO_CHANGE
KB_8940442595ae461ba9d3,d0392b30-9774-550c-bad5-3f6747f85d1f,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_ba08e4aab27b46afa9c4,d0392b30-9774-550c-bad5-3f6747f85d1f,age,13.0,0.95,smws,pending,NO_CHANGE
KB_d9c6e831c1f14eb688b9,d0392b30-9774-550c-bad5-3f6747f85d1f,abv,55.9,0.95,smws,pending,NO_CHANGE
KB_6a85edde183a490f9c6c,d0392b30-9774-550c-bad5-3f6747f85d1f,region,Highland,0.95,smws,pending,NO_CHANGE
KB_9a781a051e1146f3be4f,01813d48-182c-5cec-8f43-ea9c0ee144d2,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_7740645435e44dbdbb9d,01813d48-182c-5cec-8f43-ea9c0ee144d2,age,18.0,0.95,smws,pending,NO_CHANGE
KB_f9231905a7f34aabb110,01813d48-182c-5cec-8f43-ea9c0ee144d2,abv,59.1,0.95,smws,pending,NO_CHANGE
KB_85c9d4fce6b54c0690ad,01813d48-182c-5cec-8f43-ea9c0ee144d2,region,Highland,0.95,smws,pending,NO_CHANGE
KB_30a6b2040c2c49de88ee,56b0ecd5-b248-5c08-8b28-1e604adedd99,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_e4a80de99bb1455b950f,56b0ecd5-b248-5c08-8b28-1e604adedd99,age,13.0,0.95,smws,pending,NO_CHANGE
KB_56c478c7d5f44ac193c6,56b0ecd5-b248-5c08-8b28-1e604adedd99,abv,62.1,0.95,smws,pending,NO_CHANGE
KB_db2a05fa63b649188561,56b0ecd5-b248-5c08-8b28-1e604adedd99,region,Highland,0.95,smws,pending,NO_CHANGE
KB_a0bf16817b3e4968af45,539c547d-92cd-5ec2-8edf-49b2dd3f1d91,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_b476941df7544053a06f,539c547d-92cd-5ec2-8edf-49b2dd3f1d91,age,13.0,0.95,smws,pending,NO_CHANGE
KB_3d7d8c8767e747e3baf5,539c547d-92cd-5ec2-8edf-49b2dd3f1d91,abv,61.8,0.95,smws,pending,NO_CHANGE
KB_cc0daae0993c47698a23,539c547d-92cd-5ec2-8edf-49b2dd3f1d91,region,Highland,0.95,smws,pending,NO_CHANGE
KB_7288fe28f30b4ea1a2d4,605431d1-f644-5dcc-a88f-17f23ac53b0b,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_3a2eec983c7746ef8ee4,605431d1-f644-5dcc-a88f-17f23ac53b0b,age,22.0,0.95,smws,pending,NO_CHANGE
KB_d6a6d0f8eb774620ae26,605431d1-f644-5dcc-a88f-17f23ac53b0b,abv,53.9,0.95,smws,pending,NO_CHANGE
KB_ce58229e64214fd2a9f0,605431d1-f644-5dcc-a88f-17f23ac53b0b,region,Highland,0.95,smws,pending,NO_CHANGE
KB_0a13a83d53e540d489db,0632580d-de61-55e7-8409-0b5599cd561e,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_e55c6b6646c54f64b35b,0632580d-de61-55e7-8409-0b5599cd561e,age,22.0,0.95,smws,pending,NO_CHANGE
KB_d75cdfa88495447f84b0,0632580d-de61-55e7-8409-0b5599cd561e,abv,54.2,0.95,smws,pending,NO_CHANGE
KB_4c2baea4ac2643008ce0,0632580d-de61-55e7-8409-0b5599cd561e,region,Highland,0.95,smws,pending,NO_CHANGE
KB_6a3958ec05944680bd53,18f2a337-d292-520a-914c-6eaa255f71c9,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_7b67886fe6614e598be4,18f2a337-d292-520a-914c-6eaa255f71c9,age,14.0,0.95,smws,pending,NO_CHANGE
KB_8ba019c275c544e4908c,18f2a337-d292-520a-914c-6eaa255f71c9,abv,56.4,0.95,smws,pending,NO_CHANGE
KB_87896dfe95e3466fbba3,18f2a337-d292-520a-914c-6eaa255f71c9,region,Highland,0.95,smws,pending,NO_CHANGE
KB_7343b840148c48b38d38,52ffae21-8045-5292-8d7a-c742b0b72196,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
KB_3ef565920b5a4a51a2de,52ffae21-8045-5292-8d7a-c742b0b72196,age,15.0,0.95,smws,pending,NO_CHANGE
KB_786ad245fe1b440b8e51,52ffae21-8045-5292-8d7a-c742b0b72196,abv,55.8,0.95,smws,pending,NO_CHANGE
KB_494450e7d6504ce7b143,52ffae21-8045-5292-8d7a-c742b0b72196,region,Highland,0.95,smws,pending,NO_CHANGE
KB_9eb02d1946804a91b3f7,77954d9a-d5cc-57c0-aa4b-e7a982e80b3f,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_8c9bd61c509e45178a90,77954d9a-d5cc-57c0-aa4b-e7a982e80b3f,age,19.0,0.95,smws,pending,NO_CHANGE
KB_e33c3fa2d91c4c949866,77954d9a-d5cc-57c0-aa4b-e7a982e80b3f,abv,54.6,0.95,smws,pending,NO_CHANGE
KB_c45b3168b3d945ce8f51,77954d9a-d5cc-57c0-aa4b-e7a982e80b3f,region,Highland,0.95,smws,pending,NO_CHANGE
KB_084f6cd75e274f91990e,c4765adf-d4d7-533f-a257-85d99269bf8b,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_5074f8fdcfe843849f64,c4765adf-d4d7-533f-a257-85d99269bf8b,age,24.0,0.95,smws,pending,NO_CHANGE
KB_6dc636a2f0c647d5bb88,c4765adf-d4d7-533f-a257-85d99269bf8b,abv,52.2,0.95,smws,pending,NO_CHANGE
KB_cc7f0e51986c4ce5aa94,c4765adf-d4d7-533f-a257-85d99269bf8b,region,Highland,0.95,smws,pending,NO_CHANGE
KB_cd28b0df9b864c618a97,4db5a47f-a3fa-559f-896f-25c1902824b7,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_a5df9b7aae3f4f50bb35,4db5a47f-a3fa-559f-896f-25c1902824b7,age,19.0,0.95,smws,pending,NO_CHANGE
KB_2a06ad1a5e4745eaac0d,4db5a47f-a3fa-559f-896f-25c1902824b7,abv,53.5,0.95,smws,pending,NO_CHANGE
KB_75f6938d679640f6a894,4db5a47f-a3fa-559f-896f-25c1902824b7,region,Highland,0.95,smws,pending,NO_CHANGE
KB_6e5466381bba4123ac1f,1fba5a7a-64ea-5518-bc5d-f16029813fdb,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_1cbbb8d405114be9b23a,1fba5a7a-64ea-5518-bc5d-f16029813fdb,age,19.0,0.95,smws,pending,NO_CHANGE
KB_0c0a1fd9cadc40ffaeb1,1fba5a7a-64ea-5518-bc5d-f16029813fdb,abv,53.9,0.95,smws,pending,NO_CHANGE
KB_d0c7cdeb1c734d73b859,1fba5a7a-64ea-5518-bc5d-f16029813fdb,region,Highland,0.95,smws,pending,NO_CHANGE
KB_3f3c0f36b9704c899349,463e6420-c042-5467-8a93-9d86c0640425,cask_type,first-fill barrel,0.95,smws,pending,NO_CHANGE
