queue_id,entity_key,field_name,proposed_value,confidence,source,status,classification
KB_f02e235788ba4e1aac2d,777cbd6e-d905-579d-8cd1-64058dccc1f2,age,15.0,0.95,smws,pending,NO_CHANGE
KB_cc0e38a7bacb40878398,777cbd6e-d905-579d-8cd1-64058dccc1f2,abv,54.5,0.95,smws,pending,NO_CHANGE
KB_6c5119011be34713b051,9389b180-caad-501a-a44b-06d1f2630566,age,15.0,0.95,smws,pending,NO_CHANGE
KB_d2ed31632b84408798aa,9389b180-caad-501a-a44b-06d1f2630566,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_b82b36d51ee04d05b64a,39b08c20-64b4-5898-b4f0-728abaf561c2,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_09928c8f1f954545945f,39b08c20-64b4-5898-b4f0-728abaf561c2,age,19.0,0.95,smws,pending,NO_CHANGE
KB_3ba36586662a4a57b07e,39b08c20-64b4-5898-b4f0-728abaf561c2,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_a56a718bd0ff4eda8a05,39b08c20-64b4-5898-b4f0-728abaf561c2,region,Islay,0.95,smws,pending,NO_CHANGE
KB_b3f3bcd4d3ae46e6ad44,e3910df1-672f-5b6a-be82-2d202c566e4b,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_92c76307fac641718ac5,e3910df1-672f-5b6a-be82-2d202c566e4b,age,17.0,0.95,smws,pending,NO_CHANGE
KB_e1696dcc6a9645cc9fe8,e3910df1-672f-5b6a-be82-2d202c566e4b,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_73ae164269634fb293d7,e3910df1-672f-5b6a-be82-2d202c566e4b,region,Islay,0.95,smws,pending,NO_CHANGE
KB_12341011ff564f4eb26f,07b1c861-282c-5720-9def-4ac51caf9781,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_8f01151be81843fe8339,07b1c861-282c-5720-9def-4ac51caf9781,age,27.0,0.95,smws,pending,NO_CHANGE
KB_3313d452505f4e8389e1,07b1c861-282c-5720-9def-4ac51caf9781,abv,55.2,0.95,smws,pending,NO_CHANGE
KB_43f30e6b945b4e199756,07b1c861-282c-5720-9def-4ac51caf9781,region,Islay,0.95,smws,pending,NO_CHANGE
KB_ce5b4791fedd4b7c986f,25b3ee7d-bbc4-5ea8-af11-b89e112783be,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_34bfdda419164b97b4b9,25b3ee7d-bbc4-5ea8-af11-b89e112783be,age,20.0,0.95,smws,pending,NO_CHANGE
KB_e608817a501b4577b9f7,25b3ee7d-bbc4-5ea8-af11-b89e112783be,abv,56.4,0.95,smws,pending,NO_CHANGE
KB_c217aea89d1f4cf19ba5,25b3ee7d-bbc4-5ea8-af11-b89e112783be,region,Islay,0.95,smws,pending,NO_CHANGE
KB_fc8309668e2643238dbd,9bed8feb-1862-5235-a45e-3405b11c3824,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_3bb4782019884580b106,9bed8feb-1862-5235-a45e-3405b11c3824,age,10.0,0.95,smws,pending,NO_CHANGE
KB_10d5bb988d1c49bca73e,9bed8feb-1862-5235-a45e-3405b11c3824,abv,66.6,0.95,smws,pending,NO_CHANGE
KB_c9be597097614446a907,9bed8feb-1862-5235-a45e-3405b11c3824,region,Islay,0.95,smws,pending,NO_CHANGE
KB_fa6a3a6446a440ffbb59,284d4f4f-2ba6-5bca-ac91-9cee292eace6,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_90d87b220c42461baf21,284d4f4f-2ba6-5bca-ac91-9cee292eace6,age,10.0,0.95,smws,pending,NO_CHANGE
KB_79b34d67cf8c486aab1b,284d4f4f-2ba6-5bca-ac91-9cee292eace6,abv,58.0,0.95,smws,pending,NO_CHANGE
KB_955bd62cef1246639282,284d4f4f-2ba6-5bca-ac91-9cee292eace6,region,Islay,0.95,smws,pending,NO_CHANGE
KB_daf92fe107e54c0ea8cb,d216d8d4-6225-5c27-8a34-54239630f1ed,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_9c3048a0b1f049ffbfc7,d216d8d4-6225-5c27-8a34-54239630f1ed,age,14.0,0.95,smws,pending,NO_CHANGE
KB_816f6d25b2ab4cccbb19,d216d8d4-6225-5c27-8a34-54239630f1ed,abv,56.5,0.95,smws,pending,NO_CHANGE
KB_50ff46914c5347b3ae00,d216d8d4-6225-5c27-8a34-54239630f1ed,region,Islay,0.95,smws,pending,NO_CHANGE
KB_1312a23f6f484b228615,a693f1e5-db09-55fe-9849-9ff051d59b01,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_657bbb99f1a44c1ba1bd,a693f1e5-db09-55fe-9849-9ff051d59b01,age,17.0,0.95,smws,pending,NO_CHANGE
KB_0665539862dd44dc9428,a693f1e5-db09-55fe-9849-9ff051d59b01,abv,59.8,0.95,smws,pending,NO_CHANGE
KB_b71fd453af6b4fb088c4,a693f1e5-db09-55fe-9849-9ff051d59b01,region,Islay,0.95,smws,pending,NO_CHANGE
KB_4d8bc20ee27f43f3bdf8,c0653142-474c-5df6-a254-c6ebd03056ca,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_a873a459adf249fd9a97,c0653142-474c-5df6-a254-c6ebd03056ca,age,10.0,0.95,smws,pending,NO_CHANGE
KB_b158052b6fa84031b93a,c0653142-474c-5df6-a254-c6ebd03056ca,abv,58.0,0.95,smws,pending,NO_CHANGE
KB_1054e0410e8e428ea243,c0653142-474c-5df6-a254-c6ebd03056ca,region,Islay,0.95,smws,pending,NO_CHANGE
KB_a20a257f65dd4f00b40a,d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_6d89c5bca43d45209b60,d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,age,15.0,0.95,smws,pending,NO_CHANGE
KB_d8bb941611624f48a845,d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,abv,58.6,0.95,smws,pending,NO_CHANGE
KB_5c5b51e0f84f48de8e68,d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,region,Islay,0.95,smws,pending,NO_CHANGE
KB_c4c24910a2cd411dbb62,61f6ade1-0e01-54c3-b45f-c2bfab3aede1,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_6edebd5ab59f4f868204,61f6ade1-0e01-54c3-b45f-c2bfab3aede1,age,15.0,0.95,smws,pending,NO_CHANGE
KB_125143e1f95340449396,61f6ade1-0e01-54c3-b45f-c2bfab3aede1,abv,58.1,0.95,smws,pending,NO_CHANGE
KB_1faec9cc408b4d45b0af,61f6ade1-0e01-54c3-b45f-c2bfab3aede1,region,Islay,0.95,smws,pending,NO_CHANGE
KB_f548e5fc83fd4497a2dd,a73ce705-9e34-5e6e-bb65-6c445696606d,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_8c5940c8b5f44787ac33,a73ce705-9e34-5e6e-bb65-6c445696606d,age,16.0,0.95,smws,pending,NO_CHANGE
KB_35a852468bff4ad986e9,a73ce705-9e34-5e6e-bb65-6c445696606d,abv,56.5,0.95,smws,pending,NO_CHANGE
KB_3c586b6b90cb49c7a08c,a73ce705-9e34-5e6e-bb65-6c445696606d,region,Islay,0.95,smws,pending,NO_CHANGE
KB_d994a29ab7564722af69,3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_35d67b0fe0b442a2be00,3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,age,15.0,0.95,smws,pending,NO_CHANGE
KB_09fbc99c57c14d90bc49,3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,abv,57.5,0.95,smws,pending,NO_CHANGE
KB_116f1a0472f94d699370,3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,region,Islay,0.95,smws,pending,NO_CHANGE
KB_85a86a1748824b28bb8d,a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_05305b00569a47608f9e,a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,age,16.0,0.95,smws,pending,NO_CHANGE
KB_dfe1916f4ff94ece9379,a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,abv,56.4,0.95,smws,pending,NO_CHANGE
KB_27923653a2bc4ec39286,a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,region,Islay,0.95,smws,pending,NO_CHANGE
KB_c8567c01606c4ee8a415,df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_be35046224584779a3a4,df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,age,15.0,0.95,smws,pending,NO_CHANGE
KB_8b340f0aaff9437ab3a0,df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,abv,58.2,0.95,smws,pending,NO_CHANGE
KB_6d97d6957af1482f818c,df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,region,Islay,0.95,smws,pending,NO_CHANGE
KB_c19af63359814b5c8aac,beacf7b7-2d48-5156-a876-122908987681,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_88a99b03ac7449ddb4dd,beacf7b7-2d48-5156-a876-122908987681,age,21.0,0.95,smws,pending,NO_CHANGE
KB_e41d9cf6b3d7436ba205,beacf7b7-2d48-5156-a876-122908987681,abv,52.2,0.95,smws,pending,NO_CHANGE
KB_3cbe3a927e834deb83e5,beacf7b7-2d48-5156-a876-122908987681,region,Islay,0.95,smws,pending,NO_CHANGE
KB_383c41a8139c4578b476,85550d8f-a0f3-5f20-b198-29f42eedcdf1,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_e7992fe3c49145e8aba0,85550d8f-a0f3-5f20-b198-29f42eedcdf1,age,16.0,0.95,smws,pending,NO_CHANGE
KB_99c7c12d013641efaaec,85550d8f-a0f3-5f20-b198-29f42eedcdf1,abv,59.8,0.95,smws,pending,NO_CHANGE
KB_9aa29122f1c24493af74,85550d8f-a0f3-5f20-b198-29f42eedcdf1,region,Islay,0.95,smws,pending,NO_CHANGE
KB_872cc087b8844e52b214,6dc813b5-7b1f-5df5-a7a9-ec907127c9af,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_a974633ed9d1406180db,6dc813b5-7b1f-5df5-a7a9-ec907127c9af,age,15.0,0.95,smws,pending,NO_CHANGE
KB_159d84c60b61495a9a1c,6dc813b5-7b1f-5df5-a7a9-ec907127c9af,abv,57.2,0.95,smws,pending,NO_CHANGE
KB_d76eeeb9ddae46138103,6dc813b5-7b1f-5df5-a7a9-ec907127c9af,region,Islay,0.95,smws,pending,NO_CHANGE
KB_9264ae2454c34ab79e7d,f35f96fd-559d-5df5-865c-ba94960e6a05,cask_type,butt;sherry butt,0.95,smws,pending,NO_CHANGE
KB_58193722221b489cb02d,f35f96fd-559d-5df5-865c-ba94960e6a05,age,19.0,0.95,smws,pending,NO_CHANGE
KB_849a795e396341edaa41,f35f96fd-559d-5df5-865c-ba94960e6a05,abv,60.4,0.95,smws,pending,NO_CHANGE
KB_b19335b4c12f4eabbfab,f35f96fd-559d-5df5-865c-ba94960e6a05,region,Islay,0.95,smws,pending,NO_CHANGE
KB_2875837dbeb24a1eb35d,eb0cf410-3db6-582a-8224-d11a64e5057c,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_8ceedd8772d24996ae25,eb0cf410-3db6-582a-8224-d11a64e5057c,age,23.0,0.95,smws,pending,NO_CHANGE
KB_878c7986001341fbb719,eb0cf410-3db6-582a-8224-d11a64e5057c,abv,54.2,0.95,smws,pending,NO_CHANGE
KB_ff4c721da4ff489b954b,eb0cf410-3db6-582a-8224-d11a64e5057c,region,Islay,0.95,smws,pending,NO_CHANGE
KB_b295230043a0457bbfeb,fd4d2419-0409-56f9-b32d-0a6ccca825d2,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_c0f8f0789dbe46f9bf95,fd4d2419-0409-56f9-b32d-0a6ccca825d2,age,22.0,0.95,smws,pending,NO_CHANGE
KB_425f71a1780a4cc68cb9,fd4d2419-0409-56f9-b32d-0a6ccca825d2,abv,51.2,0.95,smws,pending,NO_CHANGE
KB_72e512ae77ce4154b611,fd4d2419-0409-56f9-b32d-0a6ccca825d2,region,Islay,0.95,smws,pending,NO_CHANGE
KB_77b94589167e47219529,196991f7-f1d5-5af2-ad7a-029c977645f2,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_336f2129c15d47f2be6a,196991f7-f1d5-5af2-ad7a-029c977645f2,age,21.0,0.95,smws,pending,NO_CHANGE
KB_00933ced8af84a85b985,196991f7-f1d5-5af2-ad7a-029c977645f2,abv,53.3,0.95,smws,pending,NO_CHANGE
KB_4c924a45da004ee495c2,196991f7-f1d5-5af2-ad7a-029c977645f2,region,Islay,0.95,smws,pending,NO_CHANGE
KB_fc33e88d2be44e2697dd,d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_37cf164498f34007b9a5,d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,age,17.0,0.95,smws,pending,NO_CHANGE
KB_46793c2468e945ef9b7a,d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,abv,56.8,0.95,smws,pending,NO_CHANGE
KB_6111cf4463024fdca5b4,d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,region,Islay,0.95,smws,pending,NO_CHANGE
KB_638680a878dc401ab963,5970e91d-71df-52b6-a0e0-e0aa2faa13b2,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_69b1c60ba0f84b38ba8b,5970e91d-71df-52b6-a0e0-e0aa2faa13b2,age,16.0,0.95,smws,pending,NO_CHANGE
KB_4ba2503502fc4396b219,5970e91d-71df-52b6-a0e0-e0aa2faa13b2,abv,56.3,0.95,smws,pending,NO_CHANGE
KB_94ff33018b1d49f9b22e,5970e91d-71df-52b6-a0e0-e0aa2faa13b2,region,Islay,0.95,smws,pending,NO_CHANGE
KB_9fecd057ebae4858b6d3,4c32153c-e562-5860-900c-fd8e605492b5,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_6437808a1c5548379045,4c32153c-e562-5860-900c-fd8e605492b5,age,23.0,0.95,smws,pending,NO_CHANGE
KB_2f1b1882ca5840a9b375,4c32153c-e562-5860-900c-fd8e605492b5,abv,55.9,0.95,smws,pending,NO_CHANGE
KB_b4de205adff2461b9982,4c32153c-e562-5860-900c-fd8e605492b5,region,Islay,0.95,smws,pending,NO_CHANGE
KB_651c5bd328d645e3918f,be730245-3090-5356-8fba-73a7a294e7c6,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_cc3a8b71fc734c9c8dfd,be730245-3090-5356-8fba-73a7a294e7c6,age,17.0,0.95,smws,pending,NO_CHANGE
KB_7e5eb2dad7ae46e88510,be730245-3090-5356-8fba-73a7a294e7c6,abv,60.1,0.95,smws,pending,NO_CHANGE
KB_5719704846f6486e970d,be730245-3090-5356-8fba-73a7a294e7c6,region,Islay,0.95,smws,pending,NO_CHANGE
KB_d0f6b1d49e7b41f1b13f,e90b6a4d-636c-5545-901b-dc464a1331d3,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_0df169bea03a42d6a5c3,e90b6a4d-636c-5545-901b-dc464a1331d3,age,18.0,0.95,smws,pending,NO_CHANGE
KB_61b2895101eb417d8faf,e90b6a4d-636c-5545-901b-dc464a1331d3,abv,57.4,0.95,smws,pending,NO_CHANGE
KB_6e41f035027e4835a969,e90b6a4d-636c-5545-901b-dc464a1331d3,region,Islay,0.95,smws,pending,NO_CHANGE
KB_21e1318ea4414012b61d,58b4ad62-5373-5233-bfb1-3ca4c7da74b9,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_949f2c5b35ba432bb3f9,58b4ad62-5373-5233-bfb1-3ca4c7da74b9,age,18.0,0.95,smws,pending,NO_CHANGE
KB_1fd8f90f13204a80b667,58b4ad62-5373-5233-bfb1-3ca4c7da74b9,abv,59.8,0.95,smws,pending,NO_CHANGE
KB_cfeed53ac0024a35aa21,58b4ad62-5373-5233-bfb1-3ca4c7da74b9,region,Islay,0.95,smws,pending,NO_CHANGE
KB_5ceeaa54be7d4697af11,45996da7-518a-59ba-b614-6e14c20dd62c,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_a46392d315a742bda6fe,45996da7-518a-59ba-b614-6e14c20dd62c,age,22.0,0.95,smws,pending,NO_CHANGE
KB_9bddb6b8e7134cb6905f,45996da7-518a-59ba-b614-6e14c20dd62c,abv,52.9,0.95,smws,pending,NO_CHANGE
KB_a502b3f79f63400e8c3f,45996da7-518a-59ba-b614-6e14c20dd62c,region,Islay,0.95,smws,pending,NO_CHANGE
KB_59b6386381bc44898f3c,0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_859d59f80f3147d1bfdf,0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,age,18.0,0.95,smws,pending,NO_CHANGE
KB_f765c509dc144821bea6,0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,abv,56.6,0.95,smws,pending,NO_CHANGE
KB_b39cb9547f8047629178,0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,region,Islay,0.95,smws,pending,NO_CHANGE
KB_6e0be97d017a4e5fb793,cd9808c2-defb-5733-a491-143eb8d2ee07,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_78e54189fd7643dcbdb3,cd9808c2-defb-5733-a491-143eb8d2ee07,age,20.0,0.95,smws,pending,NO_CHANGE
KB_c3c13b33b47947768a2d,cd9808c2-defb-5733-a491-143eb8d2ee07,abv,58.7,0.95,smws,pending,NO_CHANGE
KB_b5281a5bf9f44e0f855e,cd9808c2-defb-5733-a491-143eb8d2ee07,region,Islay,0.95,smws,pending,NO_CHANGE
KB_246ef2027a444838bd40,44d8e157-3dcb-5a5c-b550-e6302534970a,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_886f40aee498411b8c55,44d8e157-3dcb-5a5c-b550-e6302534970a,age,24.0,0.95,smws,pending,NO_CHANGE
KB_0339945bbfbc470b893c,44d8e157-3dcb-5a5c-b550-e6302534970a,abv,53.3,0.95,smws,pending,NO_CHANGE
KB_f5b80d688fbf4cba9882,44d8e157-3dcb-5a5c-b550-e6302534970a,region,Islay,0.95,smws,pending,NO_CHANGE
KB_41dafc3326f6441ba172,71a423f5-47e4-5e4c-b0c2-8486bfae713e,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_1b8875ef90fa413c933b,71a423f5-47e4-5e4c-b0c2-8486bfae713e,age,22.0,0.95,smws,pending,NO_CHANGE
KB_ab6ae001b97a44e89cab,71a423f5-47e4-5e4c-b0c2-8486bfae713e,abv,54.8,0.95,smws,pending,NO_CHANGE
KB_84bbe3edb055495b831c,188ace10-8a4f-519b-a7ef-a5183e90035d,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_4241b1e7bf0c4b2297ac,188ace10-8a4f-519b-a7ef-a5183e90035d,age,21.0,0.95,smws,pending,NO_CHANGE
KB_954f7185c6ef4d00999a,188ace10-8a4f-519b-a7ef-a5183e90035d,abv,60.6,0.95,smws,pending,NO_CHANGE
KB_2b63f91a303f4749be20,188ace10-8a4f-519b-a7ef-a5183e90035d,region,Islay,0.95,smws,pending,NO_CHANGE
KB_5344739a4eaf44cea8c2,936ce7ea-f917-5201-b4dc-74ca98bc589a,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_dd94a7ce8c3d455e958c,936ce7ea-f917-5201-b4dc-74ca98bc589a,age,14.0,0.95,smws,pending,NO_CHANGE
KB_4ee8b5dbac134394a968,936ce7ea-f917-5201-b4dc-74ca98bc589a,abv,64.4,0.95,smws,pending,NO_CHANGE
KB_3c0d44206f37443bbb2d,e1077472-1933-5fdd-9a28-9e782d9ab326,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_f55e09f34e9b41618497,e1077472-1933-5fdd-9a28-9e782d9ab326,age,13.0,0.95,smws,pending,NO_CHANGE
KB_02709af907aa4adcbb32,e1077472-1933-5fdd-9a28-9e782d9ab326,abv,58.4,0.95,smws,pending,NO_CHANGE
KB_8ca1e93505ca4e408d9f,8f5461e8-ab06-5e8c-824d-d1cddb31b470,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_992a9ce4a46a43ca8d78,8f5461e8-ab06-5e8c-824d-d1cddb31b470,age,15.0,0.95,smws,pending,NO_CHANGE
KB_83bdf17946524ea899cf,8f5461e8-ab06-5e8c-824d-d1cddb31b470,abv,63.5,0.95,smws,pending,NO_CHANGE
KB_cf09ecdd0ad04cc4a9be,0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_99e7aa5c639642459bb1,0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,age,19.0,0.95,smws,pending,NO_CHANGE
KB_d8382ffa1e1245508b76,0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,abv,59.3,0.95,smws,pending,NO_CHANGE
KB_6da65cb3352f4aeca7a3,a1bb7eff-6075-505e-8ce2-14f6154cb3f5,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_c61af9ad3b5d452dac19,a1bb7eff-6075-505e-8ce2-14f6154cb3f5,age,19.0,0.95,smws,pending,NO_CHANGE
KB_b790cfa7c27243dca49e,a1bb7eff-6075-505e-8ce2-14f6154cb3f5,abv,60.0,0.95,smws,pending,NO_CHANGE
KB_c2a583b90e04470dae4d,bfb8a784-5702-5965-8d67-7035e05753e9,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_67cac11124c14023b7c4,bfb8a784-5702-5965-8d67-7035e05753e9,age,16.0,0.95,smws,pending,NO_CHANGE
KB_7b88ff45777f47ef96cc,bfb8a784-5702-5965-8d67-7035e05753e9,abv,64.1,0.95,smws,pending,NO_CHANGE
KB_79cf751199794a5195a7,bfb8a784-5702-5965-8d67-7035e05753e9,region,Islay,0.95,smws,pending,NO_CHANGE
KB_fcdd5136fa164e239dc3,e40b5542-18bf-5aa9-88cc-26d646a20fec,cask_type,butt;refill,0.95,smws,pending,NO_CHANGE
KB_2273002d0e9744489085,e40b5542-18bf-5aa9-88cc-26d646a20fec,age,13.0,0.95,smws,pending,NO_CHANGE
KB_edc1c79e5c7648bf9d47,e40b5542-18bf-5aa9-88cc-26d646a20fec,abv,60.3,0.95,smws,pending,NO_CHANGE
KB_5211c311dd35437f9fa5,e40b5542-18bf-5aa9-88cc-26d646a20fec,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_068a370aff5a489a82b2,3a6a46f8-7199-53ac-b73b-70638bd2c2dd,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_8f939b2ba9914815b746,3a6a46f8-7199-53ac-b73b-70638bd2c2dd,age,9.0,0.95,smws,pending,NO_CHANGE
KB_b56dbf531c884ffcbeb4,3a6a46f8-7199-53ac-b73b-70638bd2c2dd,abv,57.7,0.95,smws,pending,NO_CHANGE
KB_7cd8363f02c04f8b92b6,3a6a46f8-7199-53ac-b73b-70638bd2c2dd,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_25ddfb1052564c14bfb6,0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_9d015b0f99d940009856,0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,age,11.0,0.95,smws,pending,NO_CHANGE
KB_8ab2558f7a544721b0d7,0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,abv,60.2,0.95,smws,pending,NO_CHANGE
KB_6ade21c031ca414ca303,0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_0ca9541b444f4d3aa71b,581e428b-48c8-5de5-aa47-b33ebd55121b,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_54c5638e6c164ac28298,581e428b-48c8-5de5-aa47-b33ebd55121b,age,9.0,0.95,smws,pending,NO_CHANGE
KB_78bf140767214092a8e7,581e428b-48c8-5de5-aa47-b33ebd55121b,abv,59.8,0.95,smws,pending,NO_CHANGE
KB_9922257b36304c378092,581e428b-48c8-5de5-aa47-b33ebd55121b,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_809027bf3132472aafa7,10a9c185-23ed-5ff8-bc16-fb93438afa02,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_c56c3c3654964afbb380,10a9c185-23ed-5ff8-bc16-fb93438afa02,age,17.0,0.95,smws,pending,NO_CHANGE
KB_d8ac7f2c9d0f46abbed6,10a9c185-23ed-5ff8-bc16-fb93438afa02,abv,55.1,0.95,smws,pending,NO_CHANGE
KB_05683ec1ef074549b569,10a9c185-23ed-5ff8-bc16-fb93438afa02,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_1ffa018ce805446a9107,d07a18c2-5524-57de-bcb3-d39ad082af49,cask_type,refill,0.95,smws,pending,NO_CHANGE
KB_08e2d0d5a57c4602a6aa,d07a18c2-5524-57de-bcb3-d39ad082af49,age,9.0,0.95,smws,pending,NO_CHANGE
KB_bd9dd8f78f0d469aa014,d07a18c2-5524-57de-bcb3-d39ad082af49,abv,61.5,0.95,smws,pending,NO_CHANGE
KB_8a5086109839494f9aa4,d07a18c2-5524-57de-bcb3-d39ad082af49,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_88a5de4426cb470480ea,4a9ca920-e6e8-5174-be70-a21dd127f279,cask_type,first-fill barrel usa allocation,0.95,smws,pending,NO_CHANGE
KB_e2382982060d4f959ca1,4a9ca920-e6e8-5174-be70-a21dd127f279,age,9.0,0.95,smws,pending,NO_CHANGE
KB_39ab1a0218c2432e80d5,4a9ca920-e6e8-5174-be70-a21dd127f279,abv,59.1,0.95,smws,pending,NO_CHANGE
KB_b77be8ccb7f74e0f875e,4a9ca920-e6e8-5174-be70-a21dd127f279,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_ff94c36206cf4e9e8415,c3bb66dc-0665-58f9-9784-933c81a44a84,cask_type,hogshead;refill,0.95,smws,pending,NO_CHANGE
KB_756a70fc7e634306a4e8,c3bb66dc-0665-58f9-9784-933c81a44a84,age,10.0,0.95,smws,pending,NO_CHANGE
KB_41abcd65878f4604afd3,c3bb66dc-0665-58f9-9784-933c81a44a84,abv,60.0,0.95,smws,pending,NO_CHANGE
KB_c2ed372455924304868e,c3bb66dc-0665-58f9-9784-933c81a44a84,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_773d821248e745ae897b,21ddd7df-7535-50ef-8230-4845eeac0f53,age,12.0,0.95,smws,pending,NO_CHANGE
KB_1fa5026e6c754640b311,21ddd7df-7535-50ef-8230-4845eeac0f53,abv,58.8,0.95,smws,pending,NO_CHANGE
KB_8292c1befa924a32aaf4,21ddd7df-7535-50ef-8230-4845eeac0f53,region,Speyside,0.95,smws,pending,NO_CHANGE
KB_7ec9d083c01f4ed5ad5d,ae79c455-2c52-5e0c-9c7f-eb7086a1ae9c,age,12.0,0.95,smws,pending,NO_CHANGE
KB_af7fd4b9de174deeb750,ae79c455-2c52-5e0c-9c7f-eb7086a1ae9c,abv,59.1,0.95,smws,pending,NO_CHANGE
KB_0bcc307886e34d4d881c,ae79c455-2c52-5e0c-9c7f-eb7086a1ae9c,region,Speyside,0.95,smws,pending,NO_CHANGE
