book,surface,matched_entity,type,confidence,age,abv,region,cask,bottler,page,status
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,North Shore Private,,distillery,0.95,,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Six Aquavits,,distillery,0.95,1,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Breckridge Distillery,,distillery,0.95,,,,,,43,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Breckenridge 
Breckenridge",,distillery,0.95,,,,,,44,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Distillery
Distilleries",,distillery,0.95,,,,,,44,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Great Jones 
New",,distillery,0.95,,,,,,46,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"New York
Max",,distillery,0.95,,,,,,46,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Kelly Woodcock,,distillery,0.95,,,,,,46,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Compass Box Canvas,,distillery,0.95,,46,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Hammer Price,,whisky,0.95,,46,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Compass Box,,distillery,0.97,,,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,John Glaser,,distillery,0.95,3,,,wine,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Grand Yozakura,,distillery,0.95,,45.1,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Macallan Distil Your,,distillery,0.95,,,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,World New York,,distillery,0.95,,,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Valerio Adami,,distillery,0.95,,,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Macallan Home Collection,,distillery,0.95,,43.5,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Grand Whisky,,distillery,0.95,,43.5,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"That 
Boutique",,whisky,0.95,,,,,,49,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Big Smoke Meets,,distillery,0.95,,,,,,52,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Jack Daniel,,distillery,0.95,,,,,,52,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Glen Moray,,distillery,0.95,,,,,,52,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Lindores 
Abbey",,distillery,0.95,,,,,,52,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Las 
Vegas",,distillery,0.95,,,,,,52,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,San Francisco,,distillery,0.95,,,,,,52,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,American Blends,,distillery,0.95,,,,,,55,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Woodford Reserve,,distillery,0.95,,,,,,55,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Lost Lantern,,distillery,0.95,,,,,,55,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Barrell Craft Spirits,,distillery,0.95,,,,,,55,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Yellowstone Distillery,,distillery,0.95,,,,,,55,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Louisville. It,,distillery,0.95,,,,,,55,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Three Chord,,distillery,0.95,,,,,,55,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Travel Retail,,distillery,0.95,,,,,,56,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Bandon. Kinsale,,distillery,0.95,,,,,,64,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Blacks Brewery,,distillery,0.95,,,,,,64,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Michael Scully,,distillery,0.95,,,,,,64,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Clonakilty Distillery,,distillery,0.95,,,,,,64,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Cape Clear Island,,distillery,0.95,,,,,,65,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Cape Clear 
Distillery",,distillery,0.95,,,,,,65,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,West Cork Distillers,,distillery,0.95,,,,,,65,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Dingle Distillery,,distillery,0.95,,,,,,65,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Midleton 
Distillery",,distillery,0.95,,,,,,66,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"David Fleming
Top",,distillery,0.95,,,,,,66,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Glenlo Abbey Hotel,,distillery,0.95,,,,,,68,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Inverin. They,,distillery,0.95,,,,,,68,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Lough 
Mask Distillery",,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Loch 
Measc",,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Connacht 
Distillery",,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Achill Island Distillery,,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Irish American,,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Lough Gill Distillery,,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Buffalo Trace,,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Michael Collins,,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Castle Dargan Hotel,,distillery,0.95,,,,,,71,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Wild Atlantic Distillery,,distillery,0.95,,,,,,72,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Sliabh Liag Distillery,,distillery,0.95,,,,,,72,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Wild Atlantic Gin,,distillery,0.95,,,,,,72,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Lough Eske Castle,,distillery,0.95,,,,,,72,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Hollow
Sligo",,distillery,0.95,,,,,,72,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Powerscourt Distillery,,distillery,0.95,,,,,,75,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Paul Corbett,,distillery,0.95,,,,,,75,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Boann Distillery
Salvaging",,distillery,0.95,,,,,,76,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Michael Walsh,,distillery,0.95,,,,,,76,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"The Busker
Tapping",,whisky,0.95,,,,,,76,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Marsala Casks
The",,distillery,0.95,,,,oak,,76,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Busker,,whisky,0.95,,,,oak,,76,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Boann 
Distillery",,distillery,0.95,,,,,,76,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Midleton Distillery
Returning",,distillery,0.95,,,,bourbon,,77,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Irish Oak
When",,distillery,0.95,,,,oak,,77,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Method And,,distillery,0.95,,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"New Flavors 
Powerscourt",,distillery,0.95,,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Powerscourt Estate House,,distillery,0.95,,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Fercullen Falls,,distillery,0.95,,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Highballs. 
The",,distillery,0.95,,43,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"The Shed 
Distillery",,distillery,0.95,,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Teeling 
Distillery",,distillery,0.95,,,,,,81,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Kilbeggan Distillery,,distillery,0.95,,,,,,81,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Tipperary Boutique 
Distillery",,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Ballykeefe 
Distillery
The",,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Kilkenny. Distilling,,distillery,0.95,,100,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Waterford Distillery
Irish",,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Terroir At The,,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Center
Since",,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Waterford Distillery,,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Walsh Whiskey
Reimagining",,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Golden Era,,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"The 
Irishman",,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Terroir
Clockwise",,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Ballindoney Farm,,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Tipperary Distillery,,distillery,0.95,,,,,,82,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Thompson Dock,,distillery,0.95,,,,,,84,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Irish Whiskeys 
Alex",,distillery,0.95,,,,,,84,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Bushmills
Belfast Distillery",,distillery,0.95,,,,,,84,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Killowen Distillery,,distillery,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Brendan Carty,,distillery,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Irish Whisky,,distillery,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Old Bushmills Distillery,,distillery,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Titanic Distillers,,whisky,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Hinch Distillery,,distillery,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Echlinville Distillery,,distillery,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Rademon Estate Distillery,,distillery,0.95,,,,,,85,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Great Northern Distillery,,distillery,0.95,,,,,,86,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Sexton,,whisky,0.95,,,,,,86,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Hinch Distillery
Rademon",,distillery,0.95,,,,,,86,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Busker Blend,,whisky,0.95,12,40,,oak,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Clonakilty Double 
Oak",,distillery,0.95,,40,,oak,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Drumshanbo 
Single Pot",,distillery,0.95,,40,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Fercullen Falls Blend,,distillery,0.95,7,43,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Green Spot Quails,,distillery,0.95,7,46,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Hyde No,,whisky,0.95,5,43,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Cask Burgundy Cask,,distillery,0.95,,43,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Jameson Black 
Barrel",,distillery,0.95,,46,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Kilbeggan Single Pot,,distillery,0.95,,46,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Knappogue Castle,,whisky,0.95,12,40,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Midleton Very Rare,,distillery,0.95,,40,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Portmagee Barbados 
Rum",,distillery,0.95,,40,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Powers John,,distillery,0.95,12,40,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Slane Blend,,distillery,0.95,,50.5,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Legendary Silkie Blend,,distillery,0.95,,40,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Teeling Single Pot,,distillery,0.95,,46,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Waterford 
Biodynamic Luna",,distillery,0.95,10,46,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,West Cork Stout,,distillery,0.95,,46,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"The Whistler 
Imperial",,distillery,0.95,,40,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Irish Whiskeys,,distillery,0.95,,55,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Jameson Caskmates Stout,,distillery,0.95,,,,,,93,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,St. Louis,,distillery,0.95,,,,,,100,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Single Barrel 
Gold",,distillery,0.95,,,,,,101,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The American,,distillery,0.95,,,,,,105,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"St. 
George",,distillery,0.95,,,,,,105,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"World Whiskies
Bushmills",,distillery,0.97,,,,,,105,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Wild Turkey Master,,distillery,0.95,,,,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Keep Unforgotten Blend,,distillery,0.95,,,,bourbon,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Straight Bourbon,,distillery,0.95,,,,bourbon,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Compass Box Peat,,distillery,0.95,,,,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Westland Garryana,,distillery,0.95,,50,,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Westland Distillery,,distillery,0.95,,50,,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Redwood Empire 
Lost",,distillery,0.95,,58.6,,butt,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Ardbeg Traigh Bhan,,distillery,0.97,19,46.2,islay,,,108,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Glen Scotia,,distillery,0.98,21,46,campbeltown,,,108,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Glendronach Cask Strength,,distillery,0.95,,59.8,highland,,,108,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,David Fleming,,distillery,0.95,,,,,,108,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Scotland. 
David",,distillery,0.97,15,,,,,108,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Kingsbarns Balcomie,,distillery,0.98,,46,lowland,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Kingsbarns Doocot,,distillery,0.95,,46,,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Compass Box Extinct,,distillery,0.95,,49,,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Wemyss Malts Peat,,whisky,0.95,,56.7,,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Wemyss Malts The,,whisky,0.95,,46,speyside,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,This Speyside,,distillery,0.98,,46,speyside,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Wemyss Malts Spice,,whisky,0.95,,46,,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Islay Bourbon 
Cask",,distillery,0.95,,54.5,islay,bourbon,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Islay 
Cask Edit",,distillery,0.95,,46,islay,bourbon,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Islay Sherry 
Cask",,distillery,0.95,,54.5,islay,sherry,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Barrell Bourbon Cask,,distillery,0.95,,,,bourbon,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Cedar Ridge The,,distillery,0.95,,46,,oak,,110,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"High 
Rye Cask",,distillery,0.95,5,62.6,,,,110,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Broken Barrel,,distillery,0.95,,,,,,110,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Los Angeles 
Distillery",,distillery,0.95,,,,,,110,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Collaboration Collection 
Single",,distillery,0.95,,65.1,,,,110,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Barrel High Wheat,,distillery,0.95,,65.1,,,,110,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Single Barrel Selection,,distillery,0.95,,,,,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Grand Cru 
Sauternes",,distillery,0.95,,45,,,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Oak Series 
Cognac",,whisky,0.95,,50,,oak,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Red Vines,,whisky,0.95,,,,sherry,,112,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Cooley Distillery,,distillery,0.95,,,,sherry,,112,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Barrel Series,,distillery,0.95,26,58.6,,,,112,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Dublin Ink Warrior,,distillery,0.95,,45,,sherry,,113,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Legendary Silkie,,distillery,0.95,,46,,,,113,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Hikari Distillery 
Limited",,distillery,0.95,,,,,,113,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Suntory Ao,,whisky,0.95,,43,,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Lakes The,,distillery,0.95,,46.7,,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Lakes Whiskymaker,,distillery,0.95,,52,,oak,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Reserve No,,distillery,0.95,,52,,oak,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Godawan Series,,distillery,0.95,,46,,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Legendary Midnight,,distillery,0.95,,46,,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Sliabh Liag Distillers,,distillery,0.95,,46,,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Fukano Whisky,,distillery,0.95,,41.6,,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Dalmore Cigar Malt,,distillery,0.95,18,,,,,116,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Angels Envy,,distillery,0.95,,,,,,116,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Cooperstown Distillery,,distillery,0.95,,,,,,116,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Union 
Horse",,distillery,0.95,,,,oak,,116,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Oak Bar,,whisky,0.95,,,,oak,,116,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"David Fleming
Explore",,distillery,0.97,,,,,,13,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Islay
Catch",,distillery,0.95,,,islay,,,13,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Jeff Harris,,distillery,0.97,,,,,,13,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Wild West,,distillery,0.95,,,,,,14,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Straight Talk,,distillery,0.95,30,,,,,14,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Terry Sullivan
Halcyon",,distillery,0.95,,,,,,14,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Bluegrass State,,distillery,0.95,,,,,,17,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Caol Ila,,distillery,0.95,,,,,,17,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Johnnie Walker,,distillery,0.95,,,,,,17,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Port Ellen Distillery,,distillery,0.95,,,,port,,17,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Green River 
Distillery",,distillery,0.95,,,,,,19,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Wheel Horse,,distillery,0.95,,,,,,19,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Johnnie Walker Blue,,distillery,0.95,,,,,,19,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Woodford 
Reserve Kentucky",,distillery,0.95,,,,,,19,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Straight Malt,,distillery,0.95,,,,,,19,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Thompson
 Vice President",,distillery,0.95,,,,,,20,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Las Vegas,,distillery,0.95,,,,,,23,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Lost Spirits,,distillery,0.95,,,,,,24,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Smoked Maple Manhattan,,distillery,0.95,,,,,,25,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Allegiant Stadium,,distillery,0.95,,,,wine,,25,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Whistling 
Andy Harvest",,distillery,0.95,,,,,,26,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Distilleries
Las Vegas",,distillery,0.95,,,,,,29,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Eastgate Rd,,distillery,0.95,,,,,,29,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,West Desert Inn,,distillery,0.95,,,,,,29,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,South Las Vegas,,distillery,0.95,,,,,,29,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,North Las Vegas,,distillery,0.95,,,,wine,,29,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Whiskey Down,,distillery,0.95,,,,,,29,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Travis Sanders,,distillery,0.95,,,,,,30,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Benriach The Smoky,,distillery,0.95,,,speyside,,,30,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Twelve Speyside,,whisky,0.95,,,speyside,,,30,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Bulleit Bourbon
Rye",,distillery,0.95,,,,bourbon,,33,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"Westward Stout 
Cask",,distillery,0.95,,,,,,34,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Balvenie Dou,,distillery,0.95,,,,,,34,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Power Through It,,distillery,0.95,,,,,,34,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Northern Ireland,,distillery,0.95,,,,,,37,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Blue Label,,distillery,0.95,,,,,,37,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,South Korea,,distillery,0.95,,,,,,37,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Grey Coast,,distillery,0.95,,,,,,37,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Boann Distillery,,distillery,0.95,,,,,,37,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"South Dakota
Saloon",,distillery,0.95,,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,South Dakota,,distillery,0.95,,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Wyoming Whiskey,,distillery,0.95,,,,,,39,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Two Trees Distillery,,distillery,0.95,,,,,,39,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,"North 
Carolina",,distillery,0.95,,,,,,39,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Missouri. No,,distillery,0.95,,100,,oak,,40,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Benriach The Thirty,,distillery,0.95,,46,,oak,,40,MERGE
_OceanofPDF.com_Whisky_Advocate_-_September_,Balvenie Distillery,,distillery,0.95,,,,,,40,MERGE
